episode,score,steps,epsilon,lr,beta,loss,avg_v,grad_norm,clear_frac
1,93,18,0.9999,0.00005000,0.4000,0.0000,10.0967,0.0000,0.0000
2,43,11,0.9999,0.00005000,0.4000,0.0000,5.6579,0.0000,0.0000
3,38,10,0.9998,0.00005000,0.4001,5.1869,3.7769,0.0000,0.8867
4,56,11,0.9998,0.00004999,0.4001,5.0867,7.9812,0.0000,0.8920
5,42,10,0.9997,0.00004999,0.4001,5.9110,8.6747,0.0000,0.8656
6,52,11,0.9997,0.00004999,0.4001,6.4759,7.6840,0.0000,0.8324
7,46,12,0.9996,0.00004999,0.4001,6.2350,7.2129,0.0000,0.7578
8,42,11,0.9996,0.00004999,0.4002,6.1652,8.1394,0.0000,0.6619
9,56,12,0.9995,0.00004999,0.4002,5.9727,10.0947,0.0000,0.6302
10,32,8,0.9994,0.00004999,0.4002,5.5430,10.2540,0.0000,0.6328
11,34,7,0.9994,0.00004998,0.4002,5.3242,10.1606,0.0000,0.6786
12,118,16,0.9993,0.00004998,0.4002,5.4189,11.6165,0.0000,0.6250
13,47,9,0.9993,0.00004998,0.4002,5.2642,12.8134,0.0000,0.6771
14,60,15,0.9992,0.00004998,0.4003,5.6639,15.5636,0.0000,0.6375
15,62,14,0.9992,0.00004998,0.4003,5.4710,10.1220,0.0000,0.6518
16,99,14,0.9991,0.00004998,0.4003,4.9554,13.4602,0.0000,0.6629
17,38,7,0.9990,0.00004998,0.4003,5.2270,11.1704,0.0000,0.6652
18,57,13,0.9990,0.00004997,0.4003,5.7397,9.9809,0.0000,0.6202
19,113,14,0.9989,0.00004997,0.4004,5.2201,12.2917,0.0000,0.6362
20,33,9,0.9989,0.00004997,0.4004,5.6831,7.7408,0.0000,0.6632
21,90,16,0.9988,0.00004997,0.4004,5.3324,13.4809,0.0000,0.6387
22,32,8,0.9988,0.00004997,0.4004,4.9870,8.4243,0.0000,0.6992
23,38,11,0.9987,0.00004997,0.4004,5.5914,8.8086,0.0000,0.6619
24,78,12,0.9987,0.00004997,0.4005,5.5375,13.0997,0.0000,0.6536
25,40,10,0.9986,0.00004996,0.4005,5.6253,9.0970,0.0000,0.6438
26,34,10,0.9985,0.00004996,0.4005,5.6205,9.5284,0.0000,0.6281
27,84,15,0.9985,0.00004996,0.4005,5.5783,12.9913,0.0000,0.6167
28,45,11,0.9984,0.00004996,0.4005,5.9726,13.0303,0.0000,0.6392
29,77,12,0.9984,0.00004996,0.4005,5.0780,14.1665,0.0000,0.6823
30,38,9,0.9983,0.00004996,0.4006,5.2924,8.2589,0.0000,0.6701
31,33,9,0.9983,0.00004996,0.4006,4.5603,8.0449,0.0000,0.6840
32,26,6,0.9982,0.00004996,0.4006,5.4136,12.2380,0.0000,0.6875
33,33,8,0.9981,0.00004995,0.4006,4.7751,8.6484,0.0000,0.6641
34,37,8,0.9981,0.00004995,0.4006,4.9090,9.2081,0.0000,0.6836
35,36,7,0.9980,0.00004995,0.4007,5.2083,9.3054,0.0000,0.6205
36,35,9,0.9980,0.00004995,0.4007,5.8702,8.7762,0.0000,0.6146
37,72,10,0.9979,0.00004995,0.4007,5.0556,12.8807,0.0000,0.6562
38,280,24,0.9979,0.00004995,0.4007,5.7372,21.0995,0.0000,0.6562
39,37,9,0.9978,0.00004995,0.4007,5.9664,8.2455,0.0000,0.6458
40,34,9,0.9978,0.00004994,0.4007,6.1341,7.3324,0.0000,0.6597
41,43,11,0.9977,0.00004994,0.4008,6.1765,9.9889,0.0000,0.6989
42,78,16,0.9976,0.00004994,0.4008,5.2083,13.8344,0.0000,0.6855
43,75,14,0.9976,0.00004994,0.4008,5.3515,12.7122,0.0000,0.6808
44,59,13,0.9975,0.00004994,0.4008,5.9327,10.6360,0.0000,0.6611
45,83,18,0.9975,0.00004994,0.4008,5.3871,11.6767,0.0000,0.7153
46,35,9,0.9974,0.00004994,0.4009,5.0213,7.8336,0.0000,0.7257
