rollout,total_steps,avg_score,avg_steps,policy_loss,value_loss,entropy
481,985088,95.21,14.21,0.0283,5929.1724,0.5999
482,987136,85.64,13.78,0.0337,6413.5469,0.5563
483,989184,89.05,13.65,0.0236,5697.7730,0.5594
484,991232,132.55,15.76,0.0201,12226.1218,0.5343
485,993280,94.54,14.22,0.0121,7477.0078,0.5806
486,995328,95.99,14.65,0.0149,6334.6667,0.6015
487,997376,98.11,14.68,0.0168,5241.9037,0.5873
488,999424,118.34,15.54,0.0108,6862.0509,0.6187
489,1001472,91.42,14.01,0.0132,6971.7116,0.6516
490,1003520,95.99,14.54,0.0159,7206.5631,0.6139
491,1005568,103.84,14.45,0.0228,6666.2898,0.6076
492,1007616,86.73,13.62,0.0208,6418.6594,0.6596
493,1009664,108.13,14.79,0.0200,6823.6787,0.7004
494,1011712,109.06,15.31,0.0101,8166.0727,0.6761
495,1013760,95.98,13.92,0.0188,7200.2001,0.6919
496,1015808,106.38,15.10,0.0123,6814.1591,0.6675
497,1017856,104.04,14.34,0.0135,6112.9452,0.6966
498,1019904,106.36,15.19,0.0295,8588.1482,0.5960
499,1021952,107.03,15.03,0.0052,7109.4253,0.5889
500,1024000,108.48,15.16,0.0074,7070.9316,0.6193
501,1026048,103.91,14.79,0.0149,7082.2258,0.6361
502,1028096,100.72,14.73,0.0097,6127.7715,0.6404
503,1030144,100.21,14.47,0.0132,6323.7168,0.6582
504,1032192,98.52,14.59,0.0132,6220.1805,0.6782
505,1034240,106.45,14.72,0.0177,6261.9296,0.6787
506,1036288,95.31,14.50,0.0104,7640.9441,0.6914
507,1038336,104.77,15.04,0.0079,7381.0950,0.7224
508,1040384,96.11,14.10,0.0151,8153.8740,0.6993
509,1042432,97.20,14.50,0.0124,5947.9701,0.6998
510,1044480,109.74,15.11,0.0130,6173.7665,0.7180
511,1046528,92.52,14.05,0.0115,5308.4013,0.8004
512,1048576,114.51,15.09,0.0229,6479.4135,0.7357
513,1050624,111.36,15.04,0.0148,6744.3572,0.7111
514,1052672,92.32,14.18,0.0252,5503.9378,0.7768
515,1054720,93.36,14.07,0.0141,7045.2025,0.8581
516,1056768,97.57,14.29,0.0209,6635.4570,0.8198
517,1058816,99.02,14.44,0.0134,7463.9034,0.7931
518,1060864,84.89,13.45,0.0178,7329.9348,0.8172
519,1062912,95.39,14.30,0.0272,7024.1882,0.8176
520,1064960,95.78,14.30,0.0128,6042.7796,0.7958
521,1067008,90.24,13.74,0.0118,6499.2073,0.7713
522,1069056,95.13,14.36,0.0152,5222.4067,0.7935
523,1071104,92.04,13.84,0.0219,5427.0705,0.7991
524,1073152,100.39,14.66,0.0190,5461.7185,0.7810
525,1075200,91.12,13.87,0.0230,5369.5242,0.7907
526,1077248,97.19,14.21,0.0162,5578.3308,0.7264
527,1079296,106.27,14.61,0.0153,7861.7521,0.7324
528,1081344,100.47,14.61,0.0260,6499.3545,0.7316
529,1083392,99.94,14.31,0.0165,7529.0868,0.6645
530,1085440,96.26,14.04,0.0105,8320.8683,0.6311
531,1087488,103.77,14.37,0.0134,8226.0266,0.6530
532,1089536,98.59,14.29,0.0093,9030.6489,0.6629
533,1091584,85.97,13.41,0.0090,6316.4762,0.7679
534,1093632,108.28,14.81,0.0103,6514.7493,0.7405
535,1095680,97.55,14.42,0.0096,5685.6136,0.7869
536,1097728,100.71,14.47,0.0125,5286.0776,0.8132
537,1099776,107.27,14.70,0.0077,6389.1563,0.7874
538,1101824,86.77,13.39,0.0132,5811.2269,0.8848
539,1103872,94.15,14.26,0.0145,5760.9360,0.8434
540,1105920,106.53,14.75,0.0121,6436.3343,0.7905
541,1107968,104.31,14.66,0.0136,6349.1381,0.8387
542,1110016,106.86,14.65,0.0244,7261.2236,0.7464
543,1112064,108.49,14.75,0.0178,7572.0601,0.7370
544,1114112,97.59,14.34,0.0494,7226.8752,0.7284
545,1116160,95.34,14.30,0.0263,6296.6326,0.7100
546,1118208,119.11,15.05,0.0128,9450.2071,0.6771
547,1120256,101.31,14.65,0.0157,8288.9103,0.6835
548,1122304,115.15,15.41,0.0171,7487.1433,0.6263
549,1124352,104.16,14.43,0.0159,7823.5190,0.6211
550,1126400,105.07,14.78,0.0238,7142.7149,0.5889
551,1128448,104.40,14.80,0.0210,7802.3194,0.5516
552,1130496,104.77,14.77,0.0190,6715.6085,0.5896
553,1132544,106.93,14.92,0.0108,7912.4406,0.5644
554,1134592,102.80,14.51,0.0202,6601.5071,0.5333
555,1136640,110.12,14.89,0.0097,7825.3085,0.5215
556,1138688,105.50,14.86,0.0099,8535.0792,0.5552
557,1140736,102.13,14.41,0.0125,7904.3537,0.5628
558,1142784,99.41,14.49,0.0104,6662.5814,0.6003
559,1144832,108.84,15.25,0.0218,6450.8268,0.5530
560,1146880,96.08,14.44,0.0164,6076.7963,0.6155
561,1148928,97.78,14.48,0.0095,6996.2622,0.5928
562,1150976,104.89,14.62,0.0133,7002.3331,0.6205
563,1153024,112.77,15.05,0.0039,9307.4438,0.6212
564,1155072,108.31,15.08,0.0177,7832.1209,0.6184
565,1157120,101.49,14.63,0.0072,7878.4330,0.6339
566,1159168,101.18,14.75,0.0069,6662.5600,0.6189
567,1161216,117.07,15.45,0.0044,7532.8311,0.6489
568,1163264,109.94,15.13,0.0164,7485.9845,0.6926
569,1165312,103.49,14.39,0.0088,7612.0629,0.6831
570,1167360,101.18,14.53,0.0206,6513.3046,0.6493
571,1169408,96.72,14.41,0.0193,6430.7668,0.6454
572,1171456,91.68,14.02,0.0338,5831.0050,0.5776
573,1173504,106.58,14.42,0.0595,8281.6732,0.4223
574,1175552,100.20,14.24,0.0167,7631.0884,0.4551
575,1177600,89.57,14.08,0.0177,7139.6744,0.4256
576,1179648,96.37,14.00,0.0203,8180.4551,0.4070
577,1181696,92.07,14.05,0.0161,6335.1014,0.4608
578,1183744,97.16,14.29,0.0167,6609.3551,0.5303
579,1185792,95.32,13.84,0.0135,6544.1385,0.5487
580,1187840,108.28,14.70,0.0152,6685.2486,0.4781
581,1189888,105.85,14.77,0.0169,7100.0588,0.4811
582,1191936,84.86,13.62,0.0247,5122.3871,0.5439
583,1193984,97.79,14.31,0.0170,5637.7311,0.5877
584,1196032,101.81,14.59,0.0068,5814.9269,0.5752
585,1198080,90.36,14.12,0.0092,6990.7086,0.5995
586,1200128,103.12,14.76,0.0242,6045.0386,0.5626
587,1202176,111.93,15.05,0.0175,6753.0658,0.5931
588,1204224,98.56,14.66,0.0144,7157.9168,0.5912
589,1206272,100.41,14.76,0.0094,6167.3680,0.5689
590,1208320,100.51,14.62,0.0149,6561.4614,0.4899
591,1210368,102.34,14.78,0.0178,7297.7032,0.4746
592,1212416,103.15,14.80,0.0088,8938.2030,0.4564
593,1214464,97.22,13.95,0.0104,6367.1602,0.4893
594,1216512,89.23,13.89,0.0175,6324.1939,0.5344
595,1218560,100.64,14.38,0.0099,7970.7973,0.5018
596,1220608,97.55,14.23,0.0140,6898.4671,0.5208
597,1222656,92.63,13.93,0.0233,5212.3417,0.5177
598,1224704,96.65,14.32,0.0081,5104.6773,0.5579
599,1226752,96.05,14.48,0.0095,5165.5233,0.5868
600,1228800,101.89,14.44,0.0120,5515.5145,0.5498
601,1230848,107.16,14.48,0.0044,7242.4095,0.4910
602,1232896,91.04,14.36,0.0281,5152.2802,0.5166
603,1234944,90.40,14.40,0.0158,5426.9751,0.5788
604,1236992,90.74,13.87,0.0173,4981.6989,0.5852
605,1239040,94.38,14.10,0.0216,5321.2694,0.5218
606,1241088,94.70,14.46,0.0096,4357.1989,0.5734
607,1243136,96.21,13.90,0.0198,5823.0167,0.5454
608,1245184,93.80,14.54,0.0137,4944.2234,0.6117
609,1247232,90.82,13.75,0.0209,4431.6540,0.6052
610,1249280,108.57,15.33,0.0255,6300.9110,0.5800
611,1251328,104.80,15.13,0.0045,6929.0711,0.5848
612,1253376,105.34,14.61,0.0146,5987.8508,0.5850
613,1255424,86.96,13.76,0.0027,5078.4881,0.6476
614,1257472,106.08,15.04,0.0149,6784.7371,0.6072
615,1259520,118.62,15.67,0.0180,8202.4038,0.6232
616,1261568,98.21,14.56,0.0186,6820.1671,0.6757
617,1263616,101.04,14.90,0.0171,5748.8883,0.6853
618,1265664,108.31,14.62,0.0080,7889.2321,0.6893
619,1267712,104.40,14.45,0.0151,6513.3252,0.6982
620,1269760,81.39,13.59,0.0214,4956.2372,0.7082
621,1271808,109.68,15.12,0.0255,6189.8745,0.5707
622,1273856,100.29,14.79,0.0082,5606.2155,0.6142
623,1275904,97.37,14.67,0.0178,5040.8472,0.6129
624,1277952,101.90,14.81,0.0111,5641.9036,0.6050
625,1280000,95.46,14.66,0.0051,6226.0479,0.6221
626,1282048,108.65,15.17,0.0158,8198.7433,0.5671
627,1284096,98.75,14.40,0.0050,7040.3463,0.6341
628,1286144,106.98,14.68,0.0055,6213.7301,0.6183
629,1288192,89.54,13.94,0.0065,6598.4670,0.6712
630,1290240,99.03,14.28,0.0129,7484.2603,0.7020
631,1292288,101.93,14.71,0.0160,6846.6891,0.6599
632,1294336,94.67,14.12,0.0318,6694.9642,0.6678
633,1296384,102.06,14.46,0.0123,6828.2098,0.7207
634,1298432,92.98,13.88,0.0107,7737.2386,0.6968
635,1300480,101.12,15.02,0.0185,6326.8234,0.6132
636,1302528,87.69,13.85,0.0254,6888.0166,0.6245
637,1304576,98.60,14.24,0.0189,6602.5565,0.5816
638,1306624,101.55,14.61,0.0235,8342.7814,0.6154
639,1308672,96.84,14.52,0.0289,7726.9665,0.5397
640,1310720,100.55,14.57,0.0391,6458.4206,0.5288
641,1312768,95.02,14.18,0.0249,5621.6941,0.4455
642,1314816,91.57,13.89,0.0300,5845.8990,0.4246
643,1316864,95.93,14.07,0.0165,5957.6050,0.4550
644,1318912,102.74,14.12,0.0235,6743.8059,0.5021
645,1320960,94.33,14.06,0.0167,5357.9966,0.5568
646,1323008,103.33,14.65,0.0159,5992.8088,0.5424
647,1325056,103.21,14.72,0.0167,5754.5660,0.5817
648,1327104,84.41,13.56,0.0157,5493.6030,0.5560
649,1329152,96.52,14.53,0.0106,5591.1685,0.5502
650,1331200,95.46,14.54,0.0094,5778.3742,0.5902
651,1333248,90.47,14.04,0.0149,5113.6032,0.6061
652,1335296,97.70,14.12,0.0117,5868.7593,0.5777
653,1337344,105.92,15.17,0.0070,6206.1841,0.5547
654,1339392,103.43,14.51,0.0117,8535.4155,0.6279
655,1341440,96.20,14.54,0.0252,6364.5598,0.6528
656,1343488,108.84,15.24,0.0220,5997.6377,0.5922
657,1345536,97.75,14.91,0.0016,8642.9706,0.6057
658,1347584,114.91,15.28,0.0123,8613.0450,0.5792
659,1349632,102.46,14.95,0.0050,7784.5925,0.5737
660,1351680,99.82,14.49,0.0182,7451.1102,0.5591
661,1353728,104.55,15.11,0.0059,5647.1241,0.5652
662,1355776,105.51,14.93,0.0105,6759.5208,0.5940
663,1357824,102.92,14.83,0.0095,6332.1159,0.6339
664,1359872,106.67,14.68,0.0210,7360.1824,0.6097
665,1361920,87.31,14.04,0.0195,6112.7343,0.6479
666,1363968,92.40,14.11,0.0066,6598.6923,0.6628
667,1366016,116.83,15.13,0.0094,8373.7800,0.6547
668,1368064,100.39,14.17,0.0092,7360.4050,0.7147
669,1370112,100.46,14.78,0.0110,6116.1815,0.7483
670,1372160,125.48,15.87,0.0185,7969.2823,0.6604
671,1374208,101.34,14.70,0.0062,6998.7478,0.6504
672,1376256,102.25,14.65,0.0136,6233.5873,0.7043
673,1378304,113.15,15.39,0.0216,6339.9658,0.6721
674,1380352,108.81,15.20,0.0107,5766.1852,0.6786
675,1382400,108.32,15.03,0.0063,6418.3830,0.6987
676,1384448,102.08,14.72,0.0148,5733.0662,0.7367
677,1386496,119.77,15.98,0.0188,7602.2769,0.6758
678,1388544,109.79,15.28,0.0155,6481.4410,0.6760
679,1390592,123.64,15.51,0.0204,9265.8231,0.6186
680,1392640,99.83,14.66,0.0173,7339.6220,0.6665
681,1394688,110.01,15.34,0.0145,8057.9425,0.7003
682,1396736,94.54,14.31,0.0276,6945.5293,0.6711
683,1398784,113.72,15.22,0.0320,7617.6210,0.6598
684,1400832,109.21,15.68,0.0226,8554.6670,0.6214
685,1402880,105.73,14.86,0.0179,8750.7036,0.5797
686,1404928,102.63,14.72,0.0107,7107.2411,0.6194
687,1406976,106.19,15.26,0.0249,7137.2527,0.6279
688,1409024,90.58,14.20,0.0150,5468.0790,0.6345
689,1411072,102.39,14.72,0.0155,5927.4429,0.6834
690,1413120,99.73,14.88,0.0117,5778.9763,0.6933
691,1415168,107.16,15.30,0.0064,6669.8283,0.5774
692,1417216,110.75,15.02,0.0307,6965.3000,0.5158
693,1419264,100.72,14.61,0.0219,6960.2467,0.5104
694,1421312,102.47,14.67,0.0225,6998.2075,0.5341
695,1423360,96.11,14.72,0.0193,6002.7785,0.5472
696,1425408,92.17,14.26,0.0151,6176.0828,0.5900
697,1427456,102.45,14.85,0.0267,5702.0833,0.5836
698,1429504,111.44,15.41,0.0192,5750.1267,0.5577
699,1431552,100.26,14.87,0.0226,5765.9176,0.5401
700,1433600,97.80,14.55,0.0142,5803.8722,0.5423
701,1435648,105.68,14.87,0.0156,6722.0233,0.5158
702,1437696,101.69,14.56,0.0096,6599.1492,0.5143
703,1439744,90.91,14.06,0.0232,5610.6301,0.5304
704,1441792,96.95,14.42,0.0227,5850.7967,0.5486
705,1443840,107.98,15.24,0.0140,4683.4348,0.5281
706,1445888,112.58,15.33,0.0191,6791.8605,0.5460
707,1447936,91.02,13.93,0.0149,6086.3019,0.5784
708,1449984,105.11,15.13,0.0109,5833.4857,0.4820
709,1452032,121.57,16.05,0.0138,7530.0484,0.4888
710,1454080,101.40,14.88,0.0094,7345.1617,0.5042
711,1456128,123.05,15.79,0.0120,8526.3031,0.5328
712,1458176,106.00,14.29,0.0063,8287.3111,0.5227
713,1460224,108.82,15.14,0.0067,7846.1864,0.5145
714,1462272,96.10,14.35,0.0122,6794.4943,0.5058
715,1464320,103.50,15.01,0.0047,7344.6293,0.4950
716,1466368,105.74,14.97,0.0082,6319.2096,0.5157
717,1468416,101.58,14.72,0.0121,6748.8615,0.5171
718,1470464,107.77,15.19,0.0044,5857.2680,0.5232
719,1472512,106.96,14.71,0.0129,7533.8659,0.5167
720,1474560,96.52,14.41,0.0169,8176.2232,0.5763
721,1476608,109.42,15.04,0.0120,7350.9622,0.5319
722,1478656,118.00,15.59,0.0096,8308.0286,0.5676
723,1480704,112.25,15.42,0.0071,7910.6907,0.5807
724,1482752,120.34,15.43,0.0129,9446.6805,0.5695
725,1484800,102.14,14.68,0.0121,9257.9807,0.6030
726,1486848,101.97,15.05,0.0123,8295.1181,0.5352
727,1488896,111.46,15.54,0.0087,9663.6895,0.5127
728,1490944,108.73,15.20,0.0059,7493.6099,0.5195
729,1492992,102.64,14.91,0.0097,6940.3706,0.5410
730,1495040,99.66,14.32,0.0181,7196.1755,0.5273
731,1497088,101.15,15.00,0.0196,7609.0605,0.4993
732,1499136,92.54,14.25,0.0409,6595.1776,0.4537
733,1501184,111.72,15.81,0.0174,7576.2412,0.3425
734,1503232,98.96,15.15,0.0087,5981.0616,0.3603
735,1505280,121.37,15.68,0.0119,9259.5591,0.3348
736,1507328,110.83,15.86,0.0072,7625.5799,0.3112
737,1509376,122.26,15.92,0.0187,9062.0102,0.3055
738,1511424,110.18,15.05,0.0080,10078.9597,0.3455
739,1513472,111.57,15.06,0.0116,8909.8242,0.3509
740,1515520,104.84,14.91,0.0065,7878.7377,0.3671
741,1517568,110.91,15.06,0.0072,7197.2187,0.3711
742,1519616,101.63,14.53,0.0027,6384.0186,0.4608
743,1521664,114.55,15.76,0.0065,7218.7050,0.4141
744,1523712,103.04,14.69,0.0085,7469.1993,0.4331
745,1525760,88.44,14.04,0.0080,6017.6555,0.4623
746,1527808,106.18,14.91,0.0096,5841.7192,0.4907
747,1529856,99.31,14.40,0.0092,5469.7112,0.5210
748,1531904,96.00,14.35,0.0119,5643.6093,0.5709
749,1533952,106.67,14.72,0.0160,7102.8817,0.5586
750,1536000,98.85,14.73,0.0259,5442.8930,0.5385
751,1538048,99.45,14.89,0.0357,6442.1737,0.4845
752,1540096,101.04,14.72,0.0129,8519.0702,0.4573
753,1542144,93.54,14.26,0.0235,6646.6198,0.5076
754,1544192,100.08,14.71,0.0125,6692.8621,0.5060
755,1546240,89.47,14.30,0.0182,5770.6193,0.4944
756,1548288,100.25,14.57,0.0132,5881.2122,0.5164
757,1550336,110.28,15.28,0.0107,6844.1716,0.5001
758,1552384,97.48,14.73,0.0115,6125.7494,0.5170
759,1554432,101.52,14.72,0.0213,6882.0478,0.4742
760,1556480,97.73,14.90,0.0323,5435.0550,0.5040
761,1558528,100.96,14.37,0.0094,5731.1804,0.4781
762,1560576,107.75,14.76,0.0216,6090.7970,0.4200
763,1562624,103.13,15.06,0.0124,6477.4121,0.4711
764,1564672,109.12,14.75,0.0134,7628.8910,0.4708
765,1566720,101.85,14.46,0.0042,6858.4247,0.4917
766,1568768,116.40,15.05,0.0111,11259.4461,0.4434
767,1570816,99.32,15.31,0.0143,7953.2137,0.4409
768,1572864,117.05,15.65,0.0210,8183.2833,0.3545
769,1574912,98.58,14.39,0.0271,6253.3667,0.3580
770,1576960,99.52,14.44,0.0190,5352.8656,0.3703
771,1579008,101.64,14.53,0.0168,7064.5149,0.4272
772,1581056,110.32,15.36,0.0068,7448.8593,0.4169
773,1583104,95.45,14.52,0.0012,6028.7957,0.4484
774,1585152,93.27,14.29,0.0164,5901.3773,0.4550
775,1587200,89.78,13.55,0.0198,6135.3132,0.4838
776,1589248,96.90,13.87,0.0071,7053.5394,0.4367
777,1591296,115.08,15.71,0.0096,8519.7019,0.3506
778,1593344,88.67,13.91,0.0097,6760.5410,0.4346
779,1595392,96.93,14.33,0.0101,6701.7662,0.4178
780,1597440,91.02,14.04,0.0092,6289.8318,0.4137
781,1599488,117.49,15.25,0.0096,8932.0551,0.3955
782,1601536,116.26,15.50,0.0050,8715.2140,0.3873
783,1603584,91.85,14.02,0.0087,7747.4085,0.3980
784,1605632,95.03,14.53,0.0023,6688.7625,0.3721
785,1607680,103.75,14.98,0.0033,5656.0547,0.3901
786,1609728,97.33,14.55,0.0056,5897.5275,0.4079
787,1611776,93.93,14.23,0.0064,5533.6311,0.3854
788,1613824,107.08,14.77,0.0050,5819.0244,0.3699
789,1615872,96.44,14.35,0.0307,5803.0165,0.3420
790,1617920,100.21,14.92,0.0211,5927.5949,0.3680
791,1619968,108.71,15.12,0.0065,6138.8946,0.3450
792,1622016,102.45,14.81,0.0089,6171.5551,0.3618
793,1624064,96.51,14.42,0.0158,6315.8998,0.3448
794,1626112,104.58,14.83,0.0117,5527.6830,0.3368
795,1628160,98.33,14.39,0.0161,6578.1695,0.3693
796,1630208,100.18,14.72,0.0109,6933.4825,0.3434
797,1632256,96.23,14.52,0.0163,5929.7874,0.3756
798,1634304,96.60,14.29,0.0109,6075.0768,0.3828
799,1636352,101.91,15.01,0.0174,6532.0217,0.3451
800,1638400,108.85,14.97,0.0085,7734.6926,0.3345
801,1640448,102.04,14.58,0.0083,6564.8838,0.3166
802,1642496,102.55,14.64,0.0066,7650.7146,0.3492
803,1644544,89.65,14.16,0.0141,5787.0156,0.4001
804,1646592,104.51,15.15,0.0062,6570.2087,0.3746
805,1648640,92.09,14.34,0.0094,5711.9858,0.3693
806,1650688,116.58,15.24,0.0076,9165.9504,0.3186
807,1652736,96.85,14.45,0.0155,6069.6613,0.3645
808,1654784,105.45,14.41,0.0045,10354.7424,0.3621
809,1656832,132.66,15.99,0.0044,9989.1950,0.3112
810,1658880,107.89,14.66,0.0130,8135.9567,0.3346
811,1660928,115.99,15.60,0.0087,8024.1144,0.2837
812,1662976,95.34,14.61,0.0282,7341.7204,0.3126
813,1665024,102.99,14.76,0.0123,7852.3065,0.3081
814,1667072,102.27,14.67,0.0057,8162.4874,0.3417
815,1669120,108.03,15.07,0.0358,8494.4754,0.3549
816,1671168,94.28,14.33,0.0104,6870.3126,0.3755
817,1673216,83.70,13.70,0.0084,6361.1815,0.3956
818,1675264,90.58,13.70,0.0226,6490.3391,0.4088
819,1677312,102.80,14.44,0.0139,8638.2266,0.4451
820,1679360,102.29,14.52,0.0049,6785.6177,0.3882
821,1681408,97.52,14.52,0.0179,5960.3087,0.3994
822,1683456,101.23,14.42,0.0113,7286.4649,0.3701
823,1685504,98.39,14.33,0.0054,7118.6807,0.3659
824,1687552,98.70,14.37,0.0105,8700.4897,0.3774
825,1689600,105.43,14.76,0.0044,6585.4264,0.4104
826,1691648,98.62,14.70,0.0102,6991.5292,0.4143
827,1693696,99.90,14.81,0.0177,5638.6055,0.4136
828,1695744,92.13,14.07,0.0089,6057.7502,0.4794
829,1697792,84.49,13.58,0.0077,4748.8106,0.5345
830,1699840,96.31,14.47,0.0188,6437.1201,0.4512
831,1701888,100.25,14.58,0.0114,6896.8280,0.4327
832,1703936,101.24,14.51,0.0194,6632.9563,0.4232
833,1705984,95.00,14.32,0.0037,7425.4576,0.4847
834,1708032,105.53,14.75,0.0052,6148.7105,0.4428
835,1710080,110.51,14.97,0.0148,7582.4483,0.4092
836,1712128,103.28,14.89,0.0189,6608.8483,0.4101
837,1714176,105.36,14.58,0.0157,7069.3581,0.4478
838,1716224,100.48,14.43,0.0107,8341.5274,0.5006
839,1718272,91.27,14.08,0.0069,7208.9825,0.4919
840,1720320,89.29,14.17,0.0088,5398.4193,0.4784
841,1722368,101.13,14.62,0.0147,6047.7414,0.5001
842,1724416,95.72,14.06,0.0209,6570.8730,0.4916
843,1726464,97.79,14.59,0.0173,5859.0556,0.4962
844,1728512,90.18,14.14,0.0281,5785.5537,0.4655
845,1730560,104.54,14.39,0.0340,5839.9763,0.3511
846,1732608,101.42,14.42,0.0186,7044.8163,0.3558
847,1734656,97.51,14.01,0.0216,6686.2037,0.3696
848,1736704,103.90,14.78,0.0157,6529.3400,0.4180
849,1738752,101.68,14.69,0.0069,6191.1810,0.4652
850,1740800,119.10,15.69,0.0343,6529.4440,0.4027
851,1742848,112.14,15.22,0.0134,7711.5053,0.3642
852,1744896,110.66,15.24,0.0087,7133.7543,0.3577
853,1746944,95.37,14.42,0.0136,5847.9983,0.3577
854,1748992,107.55,15.22,0.0104,6505.6101,0.3250
855,1751040,106.16,14.85,0.0076,6296.3282,0.3489
856,1753088,96.90,14.42,0.0081,5844.0272,0.3491
857,1755136,95.58,14.43,0.0151,5672.3486,0.3456
858,1757184,122.01,16.18,0.0238,6154.6026,0.3143
859,1759232,104.43,15.39,0.0129,6702.5900,0.3616
860,1761280,106.19,15.19,0.0102,6958.2474,0.3711
861,1763328,109.95,15.04,0.0089,7705.9781,0.3802
862,1765376,100.70,14.46,0.0058,7022.1822,0.4057
863,1767424,118.21,15.41,0.0140,8480.4540,0.3942
864,1769472,103.08,14.94,0.0086,7284.0279,0.3697
865,1771520,108.19,14.92,0.0074,6955.6934,0.3710
866,1773568,117.53,15.65,0.0096,7299.7181,0.3940
867,1775616,115.85,15.09,0.0064,10452.7729,0.3891
868,1777664,103.18,14.99,0.0114,8544.0060,0.4223
869,1779712,113.44,15.46,0.0097,7281.8223,0.4128
870,1781760,112.55,15.68,0.0150,6346.1581,0.3970
871,1783808,100.95,14.82,0.0078,6514.2345,0.4215
872,1785856,103.18,14.82,0.0147,6955.7953,0.4219
873,1787904,120.24,16.16,0.0062,7854.0996,0.4228
874,1789952,117.01,16.04,0.0085,6601.4741,0.4149
875,1792000,105.06,14.99,0.0094,8388.2704,0.4156
876,1794048,99.98,14.47,0.0080,6231.2189,0.4267
877,1796096,100.98,15.03,0.0108,6406.1533,0.3991
878,1798144,105.25,15.16,0.0161,6607.2102,0.4061
879,1800192,102.04,14.24,0.0199,6944.3958,0.4212
880,1802240,95.33,14.70,0.0115,6246.8727,0.4418
881,1804288,103.83,14.80,0.0212,6586.4428,0.4555
882,1806336,103.04,14.56,0.0105,7196.2564,0.4394
883,1808384,105.00,15.15,0.0102,5901.0116,0.4508
884,1810432,87.30,13.69,0.0150,4712.1824,0.4494
885,1812480,111.15,15.36,0.0118,5725.1565,0.3859
886,1814528,96.15,14.83,0.0117,5693.5536,0.4146
887,1816576,107.59,14.84,0.0110,6073.1021,0.3589
888,1818624,108.49,15.01,0.0054,5930.0361,0.3623
889,1820672,100.40,14.81,0.0106,6236.0539,0.3501
890,1822720,99.59,14.54,0.0076,6286.3795,0.3976
891,1824768,102.76,15.21,0.0077,5421.8139,0.4194
892,1826816,102.51,14.83,0.0138,5689.7200,0.3829
893,1828864,94.16,14.67,0.0116,5358.8246,0.3790
894,1830912,92.94,14.14,0.0121,5463.9504,0.3770
895,1832960,103.93,15.47,0.0059,5841.1322,0.4029
896,1835008,96.20,14.27,0.0115,6085.7778,0.4173
897,1837056,101.60,14.77,0.0092,6360.1958,0.3821
898,1839104,103.73,14.74,0.0071,6426.0074,0.3895
899,1841152,101.98,14.76,0.0048,6074.6481,0.4143
900,1843200,99.61,14.51,0.0056,5664.8819,0.4025
901,1845248,99.97,14.86,0.0061,5727.6173,0.3892
902,1847296,94.26,14.07,0.0089,5609.1531,0.3866
903,1849344,114.46,15.37,0.0100,6583.9231,0.3465
904,1851392,94.33,14.52,0.0028,6744.3784,0.3885
905,1853440,107.83,14.93,0.0123,7276.1203,0.3627
906,1855488,97.46,14.46,0.0052,6443.7409,0.4273
907,1857536,106.46,15.17,0.0243,6835.7596,0.3943
908,1859584,99.67,14.27,0.0157,6676.2017,0.4413
909,1861632,94.95,14.28,0.0145,6505.3566,0.4930
910,1863680,102.15,14.87,0.0118,5994.5615,0.4998
911,1865728,107.03,14.79,0.0071,6517.4950,0.4677
912,1867776,115.16,15.44,0.0145,7217.7694,0.4034
913,1869824,106.67,14.72,0.0082,6848.8622,0.3866
914,1871872,118.10,15.45,0.0139,7353.4375,0.3699
915,1873920,113.70,15.41,0.0095,6716.3103,0.4007
916,1875968,101.29,14.55,0.0109,7138.0905,0.4412
917,1878016,99.51,14.48,0.0169,7558.5319,0.4286
918,1880064,101.80,14.56,0.0130,7764.8097,0.4456
919,1882112,97.86,14.32,0.0041,7431.1297,0.4207
920,1884160,104.03,14.64,0.0079,7938.3397,0.4119
921,1886208,109.48,14.89,0.0046,7571.2944,0.4366
922,1888256,102.33,14.77,0.0133,6385.8320,0.4489
923,1890304,100.73,14.52,0.0122,5185.5323,0.4710
924,1892352,121.64,15.85,0.0112,7430.8438,0.4502
925,1894400,104.69,14.62,0.0082,6316.0138,0.4945
926,1896448,114.73,15.61,0.0077,8467.9634,0.4500
927,1898496,101.49,14.50,0.0127,8025.7373,0.4489
928,1900544,97.25,14.19,0.0123,7216.4259,0.4718
929,1902592,96.69,14.68,0.0166,5667.4292,0.4425
930,1904640,109.00,15.16,0.0220,6979.9531,0.3947
931,1906688,123.56,16.06,0.0025,7697.3057,0.3703
932,1908736,110.98,15.17,0.0167,8812.5919,0.3861
933,1910784,107.98,14.96,0.0085,7102.9899,0.3073
934,1912832,97.19,14.41,0.0033,7778.5993,0.3045
935,1914880,105.69,14.63,0.0090,7016.9565,0.3091
936,1916928,106.74,15.23,0.0092,6959.6131,0.3130
937,1918976,94.19,14.68,0.0141,6100.4650,0.2894
938,1921024,111.96,15.32,0.0095,8026.3454,0.2830
939,1923072,100.20,14.90,0.0094,6941.9685,0.2912
940,1925120,109.34,15.59,0.0210,7312.3504,0.2518
941,1927168,109.97,15.04,0.0094,9896.5423,0.2721
942,1929216,114.01,16.00,0.0126,6492.7087,0.2632
943,1931264,111.53,15.51,0.0431,6534.7136,0.2476
944,1933312,103.00,14.88,0.0293,6794.9990,0.2643
945,1935360,116.01,15.94,0.0268,6221.7393,0.2672
