episode,score,steps,epsilon,loss,avg_v
3984,37,10,0.7634,24.7686,395.7000
3985,35,9,0.7634,28.8560,385.8423
3986,31,9,0.7633,25.0797,390.6296
3987,35,10,0.7633,31.5072,374.4770
3988,36,9,0.7632,20.6526,384.9139
3989,52,11,0.7632,21.2197,416.1319
3990,35,9,0.7631,26.7354,373.2769
3991,29,9,0.7630,27.1886,359.7715
3992,57,10,0.7630,21.0012,375.3585
3993,40,10,0.7629,21.2970,387.1926
3994,39,9,0.7629,22.7839,366.5358
3995,58,12,0.7628,32.0091,376.4661
3996,124,20,0.7627,27.4246,373.9462
3997,36,10,0.7627,26.0404,380.3901
3998,87,16,0.7626,24.8756,385.1057
3999,553,26,0.7626,24.3643,403.9608
4000,34,8,0.7625,26.7857,394.9189
4001,34,8,0.7624,22.5127,380.3246
4002,56,13,0.7624,29.6390,383.2928
4003,60,12,0.7623,24.1955,360.7043
4004,38,9,0.7623,26.8305,366.9906
4005,43,10,0.7622,22.9371,390.3294
4006,61,13,0.7621,21.2126,378.7459
4007,218,24,0.7621,28.4594,401.3953
4008,90,14,0.7620,25.3207,362.3943
4009,72,13,0.7620,27.8028,398.5670
4010,56,10,0.7619,19.7614,379.5857
4011,32,8,0.7618,18.0526,372.8540
4012,83,11,0.7618,25.2390,367.4360
4013,41,9,0.7617,29.4593,406.8942
4014,29,8,0.7617,22.3981,399.9004
4015,35,9,0.7616,24.5932,396.1682
4016,292,22,0.7615,27.3031,361.7357
4017,57,13,0.7615,27.0330,368.1795
4018,121,16,0.7614,27.9865,402.9942
4019,45,7,0.7614,23.8150,380.3865
4020,35,7,0.7613,16.9602,387.5639
4021,119,13,0.7613,32.4088,399.9710
4022,31,7,0.7612,32.8973,372.2857
4023,57,13,0.7611,23.1404,383.1608
4024,327,22,0.7611,21.5504,400.3232
4025,25,6,0.7610,23.5234,368.1622
4026,36,10,0.7610,26.8544,367.5489
4027,39,10,0.7609,23.9608,383.7693
4028,85,18,0.7608,24.6911,397.0143
4029,41,10,0.7608,25.1427,388.2633
4030,57,11,0.7607,26.6509,361.1804
4031,34,8,0.7607,27.2939,399.7706
4032,77,16,0.7606,29.6979,361.5288
4033,37,7,0.7605,20.8526,373.7668
4034,59,13,0.7605,26.9933,356.6586
4035,61,14,0.7604,28.9746,385.0520
4036,54,10,0.7604,21.2306,366.3155
4037,32,7,0.7603,21.0168,383.8534
4038,33,9,0.7602,25.9782,404.7219
4039,54,12,0.7602,30.3594,416.9424
4040,167,16,0.7601,21.7682,394.6697
4041,54,12,0.7601,36.1515,385.6444
4042,171,18,0.7600,24.3062,417.9465
4043,56,10,0.7599,20.5131,364.5484
4044,84,12,0.7599,23.9430,374.0746
4045,37,9,0.7598,25.1537,393.6909
4046,46,8,0.7598,24.2062,382.0055
4047,78,15,0.7597,25.8833,394.7717
4048,61,15,0.7597,17.6041,386.3098
4049,34,8,0.7596,28.0849,353.1658
4050,127,21,0.7595,31.2584,351.8363
4051,123,15,0.7595,22.6576,361.9534
4052,115,16,0.7594,30.0863,354.3762
4053,108,17,0.7594,20.8962,392.8626
4054,62,16,0.7593,22.2876,393.8538
4055,48,10,0.7592,23.3189,392.0525
4056,120,13,0.7592,21.5201,374.4291
4057,35,9,0.7591,27.7472,358.3901
4058,41,12,0.7591,25.3272,383.5221
4059,30,7,0.7590,22.7909,393.1135
4060,59,13,0.7589,19.9254,362.5729
4061,453,30,0.7589,24.6553,380.2962
4062,31,7,0.7588,23.9516,376.4073
4063,38,9,0.7588,27.5140,384.8713
4064,63,12,0.7587,20.9096,396.9440
4065,37,10,0.7586,26.4739,388.4633
4066,36,9,0.7586,22.1578,416.0907
4067,42,11,0.7585,26.9610,405.0787
4068,28,7,0.7585,19.3335,351.8994
4069,41,9,0.7584,26.4260,373.2806
4070,44,12,0.7583,21.2458,388.3801
4071,36,8,0.7583,27.0407,382.1765
4072,58,12,0.7582,25.8733,382.1037
4073,38,9,0.7582,25.4518,393.8333
4074,136,18,0.7581,18.7080,390.1765
4075,51,11,0.7580,22.5168,419.2056
4076,34,8,0.7580,25.2080,394.3466
4077,80,14,0.7579,28.8165,365.0257
4078,54,12,0.7579,27.5305,346.2165
4079,167,16,0.7578,33.0918,392.9418
4080,83,12,0.7578,29.6857,390.2134
4081,47,9,0.7577,20.3449,377.8794
4082,41,9,0.7576,26.6788,369.0405
4083,198,21,0.7576,24.5818,390.1993
4084,41,10,0.7575,28.1164,416.7395
4085,41,11,0.7575,36.6361,369.0173
4086,28,7,0.7574,17.3792,411.4247
4087,60,13,0.7573,20.4008,405.0210
4088,139,15,0.7573,30.6206,374.4654
4089,71,10,0.7572,29.9257,382.5703
4090,75,12,0.7572,18.8846,342.2427
4091,37,10,0.7571,31.4511,377.8552
4092,109,12,0.7570,19.1205,354.1797
4093,42,11,0.7570,27.6031,360.7837
4094,54,11,0.7569,26.8089,405.4732
4095,79,11,0.7569,22.5644,376.5806
4096,108,17,0.7568,25.7872,351.6261
4097,52,11,0.7567,30.1931,401.7677
4098,73,13,0.7567,23.0346,362.4919
4099,119,15,0.7566,24.3189,422.5827
4100,39,10,0.7566,22.7404,355.0806
4101,34,9,0.7565,23.5000,380.3213
4102,63,14,0.7564,25.9435,376.6786
4103,52,9,0.7564,24.1600,363.1467
4104,34,7,0.7563,24.0003,385.5853
4105,40,10,0.7563,26.9839,348.6736
4106,75,12,0.7562,20.9191,355.4175
4107,38,9,0.7561,28.2714,377.9916
4108,51,9,0.7561,33.6498,361.5457
4109,36,9,0.7560,21.7070,393.6869
4110,26,6,0.7560,41.9803,374.2912
4111,38,9,0.7559,28.2562,363.0521
4112,45,12,0.7559,27.6598,388.7594
4113,30,7,0.7558,23.1791,360.2665
4114,43,9,0.7557,27.2039,371.2596
4115,171,18,0.7557,23.3991,405.5237
4116,18,4,0.7556,16.5340,375.8380
4117,110,17,0.7556,25.0435,364.6289
4118,80,10,0.7555,21.1379,394.5561
4119,39,11,0.7554,22.9122,366.4572
4120,117,14,0.7554,25.5661,384.9464
4121,64,12,0.7553,17.0738,363.9074
4122,85,12,0.7553,23.9395,389.4775
4123,75,13,0.7552,29.3997,368.1382
4124,39,9,0.7551,22.5342,386.6010
4125,39,10,0.7551,21.8750,384.0370
4126,39,10,0.7550,27.1994,329.5966
4127,163,16,0.7550,25.4461,382.4421
4128,41,10,0.7549,21.0127,389.4560
4129,45,13,0.7548,26.0027,381.8593
4130,159,21,0.7548,31.3720,414.1015
4131,37,9,0.7547,20.6930,395.4037
4132,38,10,0.7547,27.9715,358.9502
4133,253,17,0.7546,25.2373,368.7007
4134,33,8,0.7545,33.8479,375.8337
4135,60,13,0.7545,27.0454,358.2631
4136,61,13,0.7544,21.1375,352.6285
4137,85,13,0.7544,20.8816,357.5108
4138,38,8,0.7543,32.8781,404.0641
4139,38,12,0.7542,23.5677,352.3523
4140,163,19,0.7542,24.6314,352.8041
4141,37,9,0.7541,33.6449,384.2069
4142,135,17,0.7541,23.3194,386.0145
4143,36,10,0.7540,21.3950,357.5154
4144,97,16,0.7540,23.2650,380.2868
4145,67,12,0.7539,25.0134,384.9466
4146,77,11,0.7538,21.6543,373.8458
4147,53,12,0.7538,24.9185,382.9543
4148,39,9,0.7537,27.2483,370.6921
4149,53,12,0.7537,20.2100,389.4312
4150,87,15,0.7536,15.8913,386.3610
4151,85,12,0.7535,17.7249,408.0486
4152,64,12,0.7535,33.1111,352.9391
4153,151,18,0.7534,24.6598,366.7924
4154,37,9,0.7534,35.6530,358.6324
4155,53,11,0.7533,18.3882,355.4553
4156,20,5,0.7532,29.4132,378.1692
4157,35,9,0.7532,23.3126,334.8185
4158,54,11,0.7531,28.1225,346.8062
4159,38,12,0.7531,23.5773,385.6867
4160,37,10,0.7530,18.4597,366.7680
4161,125,16,0.7529,27.3335,400.1865
4162,85,14,0.7529,23.4521,373.5868
4163,34,9,0.7528,31.9195,413.5659
4164,33,8,0.7528,24.8991,376.1405
4165,58,12,0.7527,22.4573,370.9167
4166,52,9,0.7526,27.3564,379.7152
4167,36,9,0.7526,25.5231,376.5036
4168,44,13,0.7525,24.0980,353.4160
4169,44,10,0.7525,26.7933,402.9965
4170,80,18,0.7524,27.3597,391.9130
4171,42,11,0.7523,33.7167,371.8014
4172,121,12,0.7523,32.4644,381.9369
4173,58,13,0.7522,28.2520,385.2967
4174,53,11,0.7522,30.1437,380.0410
4175,33,8,0.7521,20.4835,355.6370
4176,36,10,0.7520,26.5651,390.8788
4177,72,15,0.7520,16.6567,399.1042
4178,32,8,0.7519,31.3043,369.0648
4179,18,5,0.7519,17.0685,365.5154
4180,32,9,0.7518,34.3298,384.6576
4181,70,12,0.7518,27.3242,391.9368
4182,55,10,0.7517,21.9453,375.4634
4183,36,9,0.7516,28.2526,371.8528
4184,54,12,0.7516,25.3721,332.9264
4185,32,8,0.7515,21.0186,368.6296
4186,73,12,0.7515,25.9630,362.2819
4187,48,10,0.7514,21.4003,365.5860
4188,93,16,0.7513,17.4158,383.7144
4189,43,11,0.7513,26.0743,364.8087
4190,29,7,0.7512,31.9284,360.0914
4191,26,9,0.7512,26.7598,349.8015
4192,41,10,0.7511,22.3911,372.1315
4193,43,10,0.7510,28.0867,377.0921
4194,91,16,0.7510,23.1467,395.9691
4195,37,11,0.7509,25.0757,418.5493
4196,168,19,0.7509,23.3233,376.2800
4197,39,9,0.7508,27.9973,358.4083
4198,105,16,0.7507,26.8639,379.9129
4199,104,16,0.7507,24.6144,410.0421
4200,100,16,0.7506,22.3087,382.7621
4201,59,14,0.7506,24.4217,380.0862
4202,60,13,0.7505,27.3447,316.1596
4203,62,13,0.7504,23.5608,367.4876
4204,57,10,0.7504,31.5949,363.9606
4205,44,8,0.7503,19.4986,375.8543
4206,57,13,0.7503,27.1753,372.7215
4207,88,16,0.7502,27.0018,402.0664
4208,71,11,0.7501,24.5558,389.0129
4209,57,10,0.7501,23.3699,384.9778
4210,79,14,0.7500,20.6553,361.0779
4211,53,12,0.7500,26.0111,358.4207
4212,40,10,0.7499,42.1149,364.1778
4213,109,14,0.7499,33.4621,384.9726
4214,37,7,0.7498,32.4942,379.8805
4215,112,17,0.7497,20.2506,355.3661
4216,39,9,0.7497,21.1378,378.2350
4217,46,13,0.7496,23.8283,359.0407
4218,120,19,0.7496,23.1318,398.6742
4219,62,13,0.7495,28.9402,381.9064
4220,56,13,0.7494,23.8724,402.6386
4221,35,8,0.7494,22.6261,367.1654
4222,48,9,0.7493,26.7847,380.6022
4223,78,12,0.7493,24.9952,378.8357
4224,31,8,0.7492,23.4466,368.2524
4225,40,11,0.7491,25.4164,357.9335
4226,26,8,0.7491,26.3210,397.5200
4227,43,11,0.7490,24.9710,362.1257
4228,155,21,0.7490,28.2019,384.1326
4229,84,13,0.7489,22.0086,365.6317
4230,78,16,0.7488,20.1852,339.4193
4231,46,12,0.7488,27.3847,383.2787
4232,30,7,0.7487,24.8739,388.9004
4233,36,9,0.7487,33.2287,386.8362
4234,60,12,0.7486,22.5984,367.8289
4235,44,12,0.7485,26.1633,377.6049
4236,27,6,0.7485,28.2750,388.4144
4237,28,7,0.7484,27.2304,357.9805
4238,33,9,0.7484,20.3114,397.5950
4239,56,12,0.7483,25.4224,374.8603
4240,50,10,0.7483,23.2737,372.5655
4241,52,9,0.7482,16.8531,378.9771
4242,31,7,0.7481,15.0462,376.1352
4243,200,21,0.7481,24.0475,377.7549
4244,36,11,0.7480,24.0461,402.0704
4245,73,12,0.7480,30.3044,381.2562
4246,78,14,0.7479,29.1548,384.4351
4247,51,10,0.7478,28.2677,347.0327
4248,44,10,0.7478,22.1488,394.0805
4249,57,11,0.7477,24.2750,374.6962
4250,107,17,0.7477,27.6886,397.6968
4251,50,9,0.7476,28.7765,389.8544
4252,144,18,0.7475,26.8705,391.8363
4253,56,12,0.7475,27.2001,365.0177
4254,105,12,0.7474,24.9193,381.0637
4255,69,12,0.7474,25.6319,355.6856
4256,479,28,0.7473,29.7491,430.3968
4257,26,6,0.7472,30.4929,389.0641
4258,163,19,0.7472,24.5387,378.6556
4259,47,8,0.7471,25.3438,373.3032
4260,90,16,0.7471,25.0330,391.5269
4261,50,9,0.7470,16.3561,372.0839
4262,33,8,0.7469,22.8231,369.4445
4263,57,11,0.7469,35.3862,401.7959
4264,35,9,0.7468,22.3721,373.5475
4265,39,9,0.7468,28.3142,378.3218
4266,39,9,0.7467,28.6670,338.6097
4267,36,10,0.7466,23.8666,401.9372
4268,36,9,0.7466,28.2636,340.2537
4269,36,9,0.7465,28.7286,360.2573
4270,29,7,0.7465,17.2763,358.3447
4271,88,16,0.7464,26.7625,358.8797
4272,54,10,0.7464,19.6485,360.1091
4273,64,15,0.7463,24.6457,338.9238
4274,84,13,0.7462,25.0520,392.9346
4275,38,8,0.7462,29.7006,384.4916
4276,56,12,0.7461,20.4159,371.0841
4277,61,13,0.7461,26.7644,361.9273
4278,76,12,0.7460,25.7396,361.4167
4279,53,11,0.7459,26.0433,390.1407
4280,57,12,0.7459,25.6547,359.9942
4281,34,10,0.7458,31.0093,410.1458
4282,37,9,0.7458,26.7501,382.7814
4283,79,13,0.7457,23.9264,379.0941
4284,37,8,0.7456,24.4275,394.7928
4285,20,5,0.7456,31.7582,385.9069
4286,122,15,0.7455,21.6933,381.9530
4287,28,7,0.7455,26.6620,382.3225
4288,40,11,0.7454,23.6387,382.9049
4289,53,10,0.7453,26.7880,365.8327
4290,30,8,0.7453,28.0353,364.6488
4291,66,14,0.7452,25.4635,326.6565
4292,83,11,0.7452,24.4963,380.9407
4293,46,9,0.7451,23.8725,367.3927
4294,33,7,0.7450,25.1790,346.3658
4295,56,11,0.7450,25.8541,367.1529
4296,54,10,0.7449,28.1150,362.2504
4297,39,10,0.7449,28.3747,364.4954
4298,109,16,0.7448,20.4720,389.1488
4299,38,12,0.7447,24.9624,391.9386
4300,31,5,0.7447,22.5527,374.5751
4301,72,14,0.7446,24.5121,329.2026
4302,30,8,0.7446,18.9585,392.5462
4303,44,11,0.7445,24.5128,396.4688
4304,37,9,0.7445,18.9553,390.7847
4305,42,13,0.7444,24.5871,367.6732
4306,40,10,0.7443,25.7397,389.2009
4307,28,6,0.7443,16.7626,357.1342
4308,77,13,0.7442,28.1384,377.2186
4309,31,7,0.7442,21.3039,353.1031
4310,59,10,0.7441,21.9515,375.7397
4311,29,7,0.7440,19.3287,355.9424
4312,21,5,0.7440,38.5279,360.8801
4313,38,10,0.7439,27.9330,358.9455
4314,34,10,0.7439,24.0435,373.0732
4315,58,11,0.7438,23.8428,377.3584
4316,35,7,0.7437,24.1862,369.3031
4317,56,12,0.7437,23.8968,317.0828
4318,34,8,0.7436,27.3655,346.2331
4319,59,12,0.7436,25.1539,384.9471
4320,41,12,0.7435,20.7231,391.3097
4321,119,13,0.7434,17.3480,384.9155
4322,74,12,0.7434,23.1929,361.2779
4323,171,22,0.7433,23.2759,408.3940
4324,57,12,0.7433,26.4892,373.2283
4325,53,11,0.7432,29.7038,372.3759
4326,35,10,0.7431,23.7690,344.9151
4327,40,10,0.7431,34.4496,401.3926
4328,58,13,0.7430,26.2961,354.2287
4329,34,9,0.7430,20.5047,390.3898
4330,56,13,0.7429,20.0181,355.7574
4331,37,9,0.7428,24.5898,341.6610
4332,36,9,0.7428,24.7596,389.3735
4333,135,19,0.7427,21.6609,401.5210
4334,78,13,0.7427,22.1168,360.3018
4335,39,9,0.7426,13.0677,352.7560
4336,114,16,0.7426,23.6789,373.7603
4337,81,13,0.7425,25.4977,363.4907
4338,47,13,0.7424,20.5640,383.2230
4339,54,13,0.7424,24.5743,391.4843
4340,87,14,0.7423,27.1523,360.7936
4341,42,11,0.7423,26.9344,403.0810
4342,32,9,0.7422,21.3828,382.5543
4343,26,6,0.7421,26.9227,362.7674
4344,39,12,0.7421,29.5589,348.8359
4345,98,16,0.7420,26.4940,349.6671
4346,41,12,0.7420,31.9724,354.9012
4347,77,17,0.7419,26.0077,379.7271
4348,223,18,0.7418,23.4409,394.9505
4349,41,10,0.7418,22.7100,329.4724
4350,54,12,0.7417,24.3724,374.8856
4351,41,7,0.7417,29.2031,359.4568
4352,52,11,0.7416,30.8119,369.2635
4353,87,14,0.7415,22.5363,383.4055
4354,51,10,0.7415,28.1215,373.5699
4355,41,9,0.7414,30.3093,401.5975
4356,82,14,0.7414,26.4724,373.3279
4357,56,10,0.7413,22.0924,401.9013
4358,48,8,0.7412,26.0078,382.2806
4359,33,8,0.7412,28.2606,392.7660
4360,72,11,0.7411,34.4068,389.8951
4361,43,12,0.7411,26.7535,367.0203
4362,22,4,0.7410,20.6245,371.1700
4363,31,8,0.7409,24.7890,359.4778
4364,41,10,0.7409,33.2301,347.1949
4365,73,14,0.7408,22.2495,401.7538
4366,79,14,0.7408,24.5357,366.0016
4367,56,12,0.7407,24.0871,327.1998
4368,50,10,0.7407,24.5512,383.2855
4369,75,16,0.7406,27.4798,358.9825
4370,55,10,0.7405,20.1010,390.9938
4371,30,8,0.7405,26.6333,376.2655
4372,112,19,0.7404,28.9773,385.6951
4373,49,10,0.7404,22.8486,373.3808
4374,43,9,0.7403,25.3956,373.2551
4375,29,7,0.7402,40.9589,388.7823
4376,63,15,0.7402,22.2769,356.4911
4377,119,18,0.7401,24.8988,382.2012
4378,123,16,0.7401,22.5215,391.9465
4379,83,19,0.7400,21.7580,393.5803
4380,35,8,0.7399,26.4582,365.0718
4381,38,10,0.7399,26.4073,360.6074
4382,102,14,0.7398,17.6980,374.8771
4383,29,7,0.7398,15.6544,358.0269
4384,84,13,0.7397,26.6723,365.4842
4385,35,8,0.7396,33.7404,347.9721
4386,56,12,0.7396,27.4527,398.7427
4387,81,18,0.7395,22.8488,366.1814
4388,250,26,0.7395,25.7032,381.5453
4389,33,9,0.7394,25.3840,395.9329
4390,36,10,0.7393,30.5321,376.6898
4391,38,10,0.7393,26.1760,381.2196
4392,53,11,0.7392,30.9840,376.3630
4393,71,13,0.7392,27.4190,396.1702
4394,57,11,0.7391,23.1916,381.4076
4395,35,9,0.7390,18.9394,391.5630
4396,58,11,0.7390,24.0106,368.3426
4397,32,9,0.7389,20.8196,381.5517
4398,44,11,0.7389,18.2514,357.4720
4399,41,10,0.7388,27.7880,379.6526
4400,55,13,0.7388,25.0226,361.4445
4401,64,13,0.7387,26.4634,383.9877
4402,42,11,0.7386,27.9906,357.2530
4403,58,12,0.7386,27.6251,399.9075
4404,96,16,0.7385,25.1530,400.7134
4405,58,11,0.7385,28.2977,394.4528
4406,65,13,0.7384,31.0246,375.3904
4407,165,16,0.7383,26.1094,389.0699
4408,56,12,0.7383,28.5868,397.8237
4409,364,23,0.7382,26.4581,351.2595
4410,65,8,0.7382,20.1517,389.6258
4411,81,15,0.7381,24.8497,405.5966
4412,75,13,0.7380,28.9140,383.7185
4413,30,8,0.7380,30.3925,364.0782
4414,60,12,0.7379,29.2783,362.4015
4415,20,5,0.7379,13.0486,359.9152
4416,57,14,0.7378,35.3411,391.7523
4417,52,10,0.7377,24.1045,338.2718
4418,57,12,0.7377,27.1398,369.8161
4419,51,9,0.7376,18.4663,390.5169
4420,44,11,0.7376,20.3402,378.6375
4421,141,19,0.7375,31.0319,371.9274
4422,287,19,0.7374,22.1677,390.2994
4423,32,8,0.7374,24.0345,395.1752
4424,36,9,0.7373,22.7369,332.8802
4425,122,14,0.7373,21.8422,367.1810
4426,192,18,0.7372,26.8702,376.6965
4427,37,9,0.7371,20.3559,372.9608
4428,40,9,0.7371,26.7136,360.0739
4429,70,12,0.7370,19.1427,363.8524
4430,74,13,0.7370,24.3552,371.8547
4431,42,12,0.7369,28.9847,345.4089
4432,82,13,0.7369,24.6227,414.7342
4433,33,10,0.7368,19.2350,377.4403
4434,77,13,0.7367,27.4333,376.9728
4435,40,10,0.7367,24.4492,378.2493
4436,44,14,0.7366,18.8956,382.0351
4437,55,11,0.7366,26.5136,372.2311
4438,40,9,0.7365,24.9808,367.0002
4439,39,10,0.7364,21.9957,395.3824
4440,116,18,0.7364,28.7005,405.1054
4441,62,11,0.7363,33.2211,407.6711
4442,78,11,0.7363,23.0907,384.6637
4443,24,5,0.7362,27.6856,370.2769
4444,55,13,0.7361,22.1242,352.1833
4445,53,9,0.7361,32.4718,373.2393
4446,132,16,0.7360,21.8004,406.7448
4447,32,8,0.7360,27.9702,388.5647
4448,37,10,0.7359,23.5377,352.6217
4449,39,10,0.7358,22.3953,366.1001
4450,42,11,0.7358,23.2105,357.5542
4451,45,11,0.7357,25.4412,383.3915
4452,55,10,0.7357,26.7630,386.6880
4453,80,16,0.7356,24.5664,397.3106
4454,28,7,0.7355,26.6501,371.9922
4455,81,12,0.7355,23.9608,394.0245
4456,58,12,0.7354,24.9052,369.3795
4457,33,8,0.7354,24.2646,380.0882
4458,31,7,0.7353,21.5791,367.5993
4459,89,14,0.7352,25.3849,391.8921
4460,50,10,0.7352,31.1924,378.6986
4461,28,9,0.7351,24.1744,370.0099
4462,61,13,0.7351,32.9402,406.6693
4463,41,11,0.7350,31.1844,337.5941
4464,40,11,0.7349,22.6712,371.2474
4465,64,14,0.7349,25.2406,354.1015
4466,40,10,0.7348,19.6642,367.1881
4467,31,8,0.7348,20.5861,368.3073
4468,37,10,0.7347,30.6243,396.1454
4469,49,10,0.7347,25.5085,358.0217
4470,53,12,0.7346,26.6281,369.3798
4471,69,10,0.7345,20.5569,361.5881
4472,52,11,0.7345,29.9689,349.2758
4473,78,11,0.7344,21.3824,399.3396
4474,32,8,0.7344,34.5219,395.5552
4475,80,11,0.7343,22.1250,383.6734
4476,32,7,0.7342,27.7038,369.9337
4477,31,9,0.7342,23.8643,376.7214
4478,32,8,0.7341,25.4926,345.8358
4479,37,10,0.7341,27.3701,374.4161
4480,81,14,0.7340,26.4250,383.1606
4481,53,10,0.7339,24.0513,367.7179
4482,87,16,0.7339,23.6989,351.8897
4483,129,19,0.7338,22.4569,364.6958
4484,207,18,0.7338,23.7928,397.3982
4485,46,11,0.7337,30.1058,382.9743
4486,57,12,0.7336,22.7763,376.8531
4487,32,8,0.7336,19.7843,358.3665
4488,44,12,0.7335,20.2491,311.5121
4489,50,9,0.7335,22.3609,382.8064
4490,58,14,0.7334,28.5256,367.1737
4491,255,26,0.7333,20.8790,397.9014
4492,39,9,0.7333,31.6275,383.8836
4493,39,8,0.7332,23.2704,382.2314
4494,72,14,0.7332,29.3223,396.8684
4495,43,11,0.7331,24.0153,379.6358
4496,40,10,0.7330,28.3724,378.7186
4497,76,12,0.7330,27.6693,352.9577
4498,55,13,0.7329,24.3140,361.4793
4499,74,12,0.7329,17.1386,376.8960
4500,236,23,0.7328,33.1115,389.7655
4501,110,14,0.7328,24.8988,404.5826
4502,210,21,0.7327,20.4299,390.9917
4503,120,16,0.7326,19.3632,362.0958
4504,73,14,0.7326,25.0520,359.0144
4505,173,20,0.7325,22.7953,406.9294
4506,93,16,0.7325,25.6208,393.1979
4507,40,9,0.7324,26.2401,372.1050
4508,155,19,0.7323,22.2185,385.1815
4509,51,11,0.7323,22.2621,385.3293
4510,29,7,0.7322,29.0535,366.0572
4511,28,6,0.7322,26.9192,381.5779
4512,166,20,0.7321,20.0821,387.5710
4513,36,9,0.7320,24.5497,355.5707
4514,57,10,0.7320,29.8755,356.0722
4515,59,12,0.7319,21.6542,395.2794
4516,33,9,0.7319,22.0068,368.2691
4517,127,18,0.7318,26.0152,372.5754
4518,48,10,0.7317,18.9295,375.6166
4519,35,8,0.7317,20.1613,388.8642
4520,54,10,0.7316,19.9734,350.4497
4521,53,11,0.7316,29.4544,366.1973
4522,34,10,0.7315,24.3733,368.4272
4523,24,7,0.7314,25.9952,361.4597
4524,61,13,0.7314,33.3910,361.1792
4525,85,18,0.7313,22.7046,361.2848
4526,166,16,0.7313,24.6883,404.7165
4527,84,14,0.7312,22.7804,361.1070
4528,99,13,0.7311,27.1121,374.2424
4529,38,10,0.7311,23.1258,375.9680
4530,37,10,0.7310,23.9843,396.6552
4531,37,10,0.7310,34.0219,403.8937
4532,241,23,0.7309,24.5960,391.8331
4533,80,14,0.7309,29.5633,387.9102
4534,117,15,0.7308,18.7782,352.2307
4535,61,13,0.7307,22.9317,385.5017
4536,177,20,0.7307,25.7269,374.7208
4537,28,8,0.7306,17.6721,389.3130
4538,34,8,0.7306,29.1740,362.3626
4539,35,9,0.7305,20.3902,370.6403
4540,39,11,0.7304,27.5072,394.6420
4541,95,16,0.7304,24.5930,364.3969
4542,87,15,0.7303,24.7768,369.4193
4543,97,13,0.7303,23.6305,393.4244
4544,164,17,0.7302,23.5227,370.7866
4545,57,12,0.7301,29.0810,371.5189
4546,29,6,0.7301,30.6005,371.7916
4547,104,12,0.7300,24.6122,391.9756
4548,29,8,0.7300,23.6763,378.6437
4549,115,14,0.7299,23.0285,396.1804
4550,40,11,0.7298,28.1564,375.8556
4551,41,12,0.7298,26.3241,384.2808
4552,48,10,0.7297,23.0442,369.2090
4553,44,11,0.7297,30.1715,403.5032
4554,35,8,0.7296,28.0538,369.1972
4555,40,11,0.7295,16.8185,380.1090
4556,37,10,0.7295,35.9229,374.5367
4557,233,21,0.7294,23.5229,361.5584
4558,42,11,0.7294,25.9712,350.4991
4559,35,9,0.7293,21.1313,333.3199
4560,80,16,0.7292,25.6663,374.9949
4561,105,18,0.7292,17.3327,366.5626
4562,27,7,0.7291,26.7084,370.8036
4563,67,10,0.7291,32.0919,358.4310
4564,213,19,0.7290,23.1399,381.4412
4565,37,9,0.7290,29.2153,369.9313
4566,47,9,0.7289,33.4223,378.4740
4567,121,14,0.7288,25.8420,368.6750
4568,35,8,0.7288,25.5267,367.7772
4569,163,22,0.7287,25.3036,377.1000
4570,88,14,0.7287,26.3463,351.7916
4571,22,6,0.7286,20.6556,366.3248
4572,34,8,0.7285,30.1750,383.8889
4573,84,11,0.7285,29.3824,383.6045
4574,121,17,0.7284,26.3313,362.3280
4575,58,11,0.7284,30.5146,370.2821
4576,45,12,0.7283,30.3125,371.8617
4577,89,16,0.7282,29.2300,396.9438
4578,34,8,0.7282,24.1659,346.4986
4579,31,9,0.7281,27.5715,396.1421
4580,33,8,0.7281,24.3646,373.3451
4581,42,11,0.7280,30.3871,375.9724
4582,43,10,0.7279,28.4907,355.7956
4583,54,11,0.7279,28.8512,363.8541
4584,55,12,0.7278,27.0728,356.8087
4585,49,9,0.7278,27.3318,371.9881
4586,80,13,0.7277,20.2224,403.2546
4587,40,11,0.7276,28.6943,354.2663
4588,82,11,0.7276,26.8647,399.7717
4589,54,11,0.7275,30.7002,398.6104
4590,41,9,0.7275,25.7776,371.2360
4591,40,11,0.7274,29.1504,385.5973
4592,57,12,0.7274,22.3364,376.0020
4593,58,13,0.7273,24.8482,354.7856
4594,80,15,0.7272,21.9152,390.8082
4595,30,8,0.7272,21.8467,388.1972
4596,110,12,0.7271,18.4018,375.9043
4597,87,16,0.7271,33.7745,360.2566
4598,56,8,0.7270,25.6480,367.9181
4599,282,21,0.7269,24.6117,391.0272
4600,52,12,0.7269,19.1619,343.2121
4601,42,10,0.7268,33.3761,385.7428
4602,85,11,0.7268,35.0838,401.6141
4603,63,15,0.7267,25.0055,371.0125
4604,42,8,0.7266,34.5052,358.8713
4605,37,10,0.7266,30.4428,389.9858
4606,76,15,0.7265,29.3502,378.2800
4607,105,16,0.7265,25.9668,373.5777
4608,33,8,0.7264,22.9677,359.2172
4609,245,22,0.7263,28.2085,398.1695
4610,48,10,0.7263,30.5524,371.6336
4611,74,13,0.7262,24.8441,397.3175
4612,40,10,0.7262,20.6591,371.7855
4613,45,11,0.7261,31.5799,372.8856
4614,40,10,0.7260,26.3937,395.5332
4615,46,9,0.7260,27.0316,385.2623
4616,112,16,0.7259,21.5866,417.2416
4617,32,8,0.7259,24.0399,376.7548
4618,294,20,0.7258,22.2960,366.1316
