episode,score,steps,epsilon,loss,avg_q
161,74,15,0.9388,4.5775,19.8945
162,51,9,0.9384,4.4609,19.9013
163,36,9,0.9381,3.7441,20.4996
164,55,11,0.9377,4.7068,20.1474
165,37,9,0.9373,3.8803,21.6676
166,118,18,0.9369,3.3887,19.2593
167,40,7,0.9365,3.6167,20.5539
168,35,10,0.9362,4.8993,20.0771
169,17,4,0.9358,4.1193,22.4100
170,43,10,0.9354,4.0037,20.1165
171,48,9,0.9350,4.7635,19.3876
172,49,14,0.9346,4.3510,20.2046
173,84,17,0.9343,4.3451,20.3148
174,84,13,0.9339,6.7685,21.0359
175,41,12,0.9335,5.2134,26.4273
176,587,33,0.9331,4.6876,26.5410
177,39,10,0.9327,4.3649,25.4076
178,125,18,0.9324,5.7890,26.3717
179,63,14,0.9320,5.2908,26.3156
180,36,10,0.9316,4.7059,24.7780
181,28,7,0.9312,5.5230,24.4964
182,43,11,0.9308,4.6707,25.4151
183,124,19,0.9305,5.4012,25.8188
184,36,9,0.9301,4.4856,26.5676
185,48,10,0.9297,5.2576,27.7373
186,86,13,0.9293,4.2362,26.7163
187,62,15,0.9289,5.6111,25.5448
188,52,8,0.9286,4.6605,26.9943
189,83,13,0.9282,3.6814,25.6816
190,63,15,0.9278,5.1610,27.0123
191,28,7,0.9274,5.1886,24.8435
192,34,7,0.9270,5.2777,27.5901
193,43,10,0.9267,3.8886,26.5850
194,54,10,0.9263,5.1741,25.5488
195,313,24,0.9259,4.8430,27.4787
196,55,11,0.9255,5.4134,27.0799
197,37,7,0.9251,5.1906,27.1486
198,52,12,0.9248,7.6023,25.9468
199,104,14,0.9244,5.8500,25.2145
200,178,17,0.9240,6.0200,27.1210
201,158,15,0.9236,3.5507,28.0573
202,56,11,0.9232,4.1253,25.7158
203,47,9,0.9229,5.6512,24.2561
204,39,11,0.9225,4.0836,24.7747
205,56,12,0.9221,3.8691,26.5760
206,42,12,0.9217,4.9829,24.2581
207,33,9,0.9213,5.0695,24.2829
208,33,8,0.9210,5.4854,26.3795
209,118,15,0.9206,3.6951,25.1701
210,54,10,0.9202,6.2709,27.2739
211,29,7,0.9198,5.9375,24.3013
212,30,8,0.9194,6.4233,25.3426
213,180,19,0.9191,4.2705,25.6998
214,56,11,0.9187,4.8000,26.3067
215,49,11,0.9183,6.4916,28.9583
216,32,8,0.9179,6.2943,34.3231
217,40,11,0.9175,6.0014,31.2128
218,34,8,0.9172,5.5877,32.4978
219,58,12,0.9168,6.4118,31.8087
220,50,11,0.9164,4.1047,31.3187
221,41,10,0.9160,4.6946,33.0742
222,74,12,0.9156,5.0053,31.9632
223,36,10,0.9153,3.6106,30.9828
224,31,8,0.9149,5.9356,30.4269
225,62,13,0.9145,5.3954,31.2824
226,53,12,0.9141,5.5658,31.3773
227,38,9,0.9137,4.7722,30.9638
228,56,13,0.9134,5.8495,31.3783
229,47,10,0.9130,4.9100,29.7473
230,39,9,0.9126,5.2320,30.8494
231,57,12,0.9122,5.2322,31.3189
232,46,15,0.9118,4.9365,28.7931
233,26,7,0.9115,4.8065,30.7137
234,33,8,0.9111,6.0256,32.2140
235,40,10,0.9107,5.7256,31.7237
236,37,9,0.9103,4.4965,31.8813
237,41,12,0.9099,4.4748,32.4472
238,49,9,0.9096,7.1411,32.8778
239,78,12,0.9092,6.1353,32.9154
240,57,13,0.9088,5.4628,31.6803
241,39,10,0.9084,5.0830,31.6835
242,43,11,0.9080,4.6064,31.5247
243,26,6,0.9077,6.4287,31.4960
244,79,13,0.9073,5.1971,31.3457
245,49,10,0.9069,5.4117,30.9524
246,59,12,0.9065,4.1494,32.9163
247,56,12,0.9061,5.2052,31.6489
248,42,12,0.9058,4.8657,31.4260
249,60,13,0.9054,5.9524,31.0595
250,168,20,0.9050,3.9164,32.3429
251,200,20,0.9046,5.8079,30.3373
252,51,10,0.9042,5.8093,31.2526
253,130,18,0.9039,4.9194,32.2134
254,54,10,0.9035,5.6740,33.3579
255,93,14,0.9031,5.5772,32.2726
256,33,7,0.9027,6.4920,32.2748
257,121,15,0.9023,6.2297,32.3976
258,81,12,0.9020,5.0657,33.0837
259,41,9,0.9016,9.3567,33.3284
260,37,9,0.9012,6.5472,40.3812
261,30,8,0.9008,7.1369,34.6329
262,82,11,0.9004,5.2935,41.2829
263,122,13,0.9001,4.8771,38.9521
264,60,13,0.8997,5.1294,38.7929
265,34,9,0.8993,5.7439,37.7375
266,41,11,0.8989,5.2433,38.3452
267,26,7,0.8985,6.7331,36.0304
268,104,15,0.8982,6.6125,36.8228
269,46,9,0.8978,6.0813,35.8209
270,216,18,0.8974,5.4243,37.4870
271,27,7,0.8970,7.0455,36.5737
272,54,11,0.8966,4.4273,38.1332
273,40,8,0.8963,5.7675,39.9676
274,86,14,0.8959,5.3806,39.3405
275,41,10,0.8955,5.0994,37.3751
276,105,17,0.8951,4.7152,39.5532
277,57,12,0.8947,5.7042,38.4942
278,33,8,0.8944,5.1556,37.3097
279,53,9,0.8940,5.0853,37.6019
280,40,11,0.8936,4.1045,38.5776
281,56,11,0.8932,4.4250,39.6043
282,40,10,0.8928,4.5644,39.2032
283,170,18,0.8925,6.0422,37.7974
284,27,6,0.8921,4.6821,37.0582
285,57,13,0.8917,6.9178,38.0116
286,44,12,0.8913,5.0193,38.5187
287,79,14,0.8909,4.5622,37.2128
288,74,14,0.8906,6.1038,38.2512
289,55,11,0.8902,5.4082,38.4271
290,32,7,0.8898,5.5628,40.5335
291,69,11,0.8894,8.4513,37.5875
292,106,17,0.8890,5.9672,40.7336
293,42,10,0.8887,5.6361,37.6927
294,44,12,0.8883,5.7110,37.5101
295,87,13,0.8879,4.4818,39.7597
296,74,11,0.8875,5.2904,39.0433
297,24,7,0.8871,6.4539,37.3720
298,39,9,0.8868,5.3655,36.9343
299,32,8,0.8864,6.5521,37.3628
300,22,5,0.8860,5.4964,37.5928
301,94,16,0.8856,5.7090,39.0935
302,60,13,0.8852,4.6949,39.1858
303,42,10,0.8849,5.3612,37.4483
304,117,14,0.8845,6.5288,41.8749
305,147,21,0.8841,6.4683,44.9159
306,37,10,0.8837,6.5504,42.0650
307,124,16,0.8833,5.9137,47.3135
308,49,13,0.8830,6.7379,45.7939
309,65,13,0.8826,6.9541,42.9237
310,42,11,0.8822,7.7244,43.8256
311,35,10,0.8818,5.2584,42.2157
312,58,12,0.8814,6.7989,44.8166
313,26,6,0.8811,5.3213,45.8766
314,72,11,0.8807,6.6326,46.0853
315,36,11,0.8803,7.0364,41.4800
316,33,7,0.8799,5.4051,42.8336
317,75,14,0.8795,7.0475,42.2285
318,39,10,0.8792,5.4140,43.0060
319,45,11,0.8788,6.5875,44.1854
320,56,12,0.8784,5.4926,43.7304
321,44,13,0.8780,6.1455,43.1227
322,38,11,0.8776,5.3497,43.5101
323,209,19,0.8773,7.2057,44.3681
324,55,12,0.8769,5.9597,42.9730
325,41,11,0.8765,6.7186,46.1116
326,36,9,0.8761,4.3252,45.1666
327,43,12,0.8757,6.1105,43.5085
328,49,9,0.8754,5.9665,45.3728
329,56,10,0.8750,5.8432,46.4308
330,26,6,0.8746,5.7154,41.5744
331,56,11,0.8742,6.8026,43.9266
332,22,6,0.8738,5.2976,42.3579
333,24,6,0.8735,5.2971,42.4870
334,62,12,0.8731,7.0476,45.1282
335,61,13,0.8727,5.9177,45.2548
336,82,15,0.8723,5.6079,41.5856
337,59,12,0.8719,6.6441,43.5479
338,43,10,0.8716,4.9768,45.4795
339,51,9,0.8712,5.5097,42.5942
340,52,10,0.8708,5.8768,43.9468
341,39,10,0.8704,8.0726,44.4048
342,49,13,0.8700,5.4618,44.5115
343,52,12,0.8697,5.8548,41.4249
344,118,17,0.8693,5.6488,47.1162
345,34,8,0.8689,5.0256,43.2722
346,83,15,0.8685,5.2580,45.8850
347,47,12,0.8681,7.5115,42.5035
348,56,12,0.8678,7.7306,49.9723
349,78,12,0.8674,7.2088,48.7893
350,38,8,0.8670,8.4321,51.5371
351,38,9,0.8666,6.8622,47.7058
352,37,10,0.8662,6.3080,49.8224
353,43,12,0.8659,8.6745,49.4301
354,119,17,0.8655,6.8820,48.8088
355,40,11,0.8651,4.8427,48.4713
356,32,9,0.8647,8.6642,46.5560
357,42,10,0.8643,8.8025,49.2364
358,38,10,0.8640,6.0622,48.5769
359,84,13,0.8636,4.6819,50.7275
360,107,15,0.8632,7.0193,52.3973
361,50,10,0.8628,6.6849,51.7907
362,122,17,0.8624,5.9561,49.7679
363,345,21,0.8621,6.7437,51.6478
364,38,10,0.8617,6.9329,48.7642
365,41,10,0.8613,6.3117,48.4638
366,37,9,0.8609,6.3575,48.7261
367,33,9,0.8605,6.5733,47.7360
368,40,10,0.8602,4.9865,50.5729
369,33,8,0.8598,6.8341,46.5378
370,65,15,0.8594,8.4262,51.4455
371,27,7,0.8590,3.9833,46.8865
372,44,11,0.8586,5.5300,50.6661
373,55,11,0.8583,4.4216,49.6049
374,26,7,0.8579,6.2503,46.2178
375,54,11,0.8575,4.8955,53.3646
376,39,10,0.8571,5.1468,49.3171
377,31,8,0.8567,5.6763,49.5713
378,48,10,0.8564,6.1340,48.7848
379,42,12,0.8560,6.4058,47.5724
380,56,12,0.8556,6.3648,51.4727
381,40,10,0.8552,4.7749,47.8082
382,113,13,0.8548,3.9141,48.9324
383,35,9,0.8545,6.1455,52.4298
384,50,10,0.8541,6.1394,51.3704
385,39,10,0.8537,6.5219,49.2900
386,41,11,0.8533,7.5740,50.6557
387,35,11,0.8529,5.7130,47.6017
388,36,10,0.8526,8.5946,50.2590
389,84,17,0.8522,5.9636,49.2596
390,144,17,0.8518,5.9515,52.8565
391,39,10,0.8514,5.6858,49.6864
392,91,17,0.8510,6.6792,57.9422
393,58,12,0.8507,9.1155,56.6163
394,57,12,0.8503,8.0747,58.4413
395,171,18,0.8499,5.5517,58.8022
396,104,15,0.8495,7.4996,56.7238
397,51,9,0.8491,5.1738,54.8743
398,35,9,0.8488,5.2377,52.7824
399,48,8,0.8484,5.5180,56.3718
400,101,15,0.8480,6.4136,54.8283
401,25,8,0.8476,5.8085,53.6462
402,87,15,0.8472,6.8667,56.3376
403,43,13,0.8469,6.6598,55.1062
404,44,12,0.8465,8.0773,58.4595
405,42,10,0.8461,7.0656,55.9934
406,46,9,0.8457,7.5614,56.9288
407,26,8,0.8453,5.7898,53.5339
408,34,7,0.8450,6.2653,57.3239
409,68,13,0.8446,6.3595,54.1786
410,38,11,0.8442,6.3768,53.6806
411,38,11,0.8438,7.6224,54.4659
412,35,9,0.8434,5.1312,53.2615
413,25,8,0.8431,8.7262,51.4715
414,163,15,0.8427,6.8150,58.4643
415,55,12,0.8423,8.0138,56.6439
416,70,12,0.8419,5.7952,58.0409
417,56,13,0.8415,7.8177,53.0850
418,53,11,0.8412,6.0968,55.5268
419,48,10,0.8408,5.7627,52.8564
420,77,12,0.8404,8.1233,57.5511
421,40,10,0.8400,7.8279,57.2833
422,52,10,0.8396,6.1311,57.8993
423,37,9,0.8393,8.0801,54.5700
424,112,14,0.8389,6.3459,55.8311
425,100,15,0.8385,7.1064,59.6803
426,141,18,0.8381,5.7086,57.7806
427,45,11,0.8377,4.0866,54.9722
428,61,13,0.8374,6.8284,55.8802
429,39,9,0.8370,7.2280,56.9009
430,39,11,0.8366,6.8845,54.7958
431,25,6,0.8362,7.0592,55.4622
432,57,11,0.8358,7.4914,55.9406
433,40,8,0.8355,8.3200,57.0121
434,49,11,0.8351,5.3381,57.0658
435,40,10,0.8347,6.2013,52.6727
436,32,7,0.8343,5.4156,53.1517
437,73,14,0.8339,10.0276,62.6234
438,37,9,0.8336,8.9191,60.3542
439,29,8,0.8332,7.8274,60.9481
440,50,15,0.8328,7.2787,59.5398
441,30,8,0.8324,6.8034,59.0096
442,38,8,0.8320,9.7010,66.2943
443,89,14,0.8317,6.6246,64.0511
444,36,9,0.8313,8.8179,58.2717
445,45,10,0.8309,7.2430,61.3045
446,184,18,0.8305,8.7897,63.1955
447,41,10,0.8301,5.9485,62.1943
448,28,7,0.8298,6.3071,56.4392
449,67,17,0.8294,6.8753,64.8223
450,40,11,0.8290,8.2358,61.0292
451,185,22,0.8286,7.6059,60.4992
452,36,10,0.8282,8.9524,56.7049
453,59,12,0.8279,8.8370,63.0133
454,36,9,0.8275,8.5031,60.4012
455,54,12,0.8271,4.7809,61.6273
456,36,9,0.8267,5.2834,60.6136
457,50,11,0.8263,6.0993,59.4003
458,50,10,0.8260,5.6162,61.1750
459,76,13,0.8256,7.2496,65.4020
460,53,11,0.8252,8.8624,62.8921
461,83,12,0.8248,6.5306,60.6038
462,39,9,0.8244,6.2959,61.8743
463,35,9,0.8241,7.0532,60.3403
464,49,8,0.8237,7.7330,63.2462
465,85,13,0.8233,8.0475,64.1551
466,57,14,0.8229,5.5458,61.9691
467,37,10,0.8225,6.6813,60.6117
468,42,10,0.8222,6.4604,64.5511
469,59,12,0.8218,6.2576,63.5591
470,85,14,0.8214,6.6839,61.8210
471,55,11,0.8210,7.5353,61.4022
472,83,13,0.8206,5.5879,64.1832
473,55,10,0.8203,7.0588,64.4808
474,30,7,0.8199,6.8503,59.8195
475,124,17,0.8195,6.6854,65.1678
476,59,12,0.8191,7.0143,62.6910
477,57,12,0.8187,6.9359,57.9281
478,47,9,0.8184,9.5027,61.2686
479,90,15,0.8180,4.8667,65.2534
480,41,11,0.8176,9.5638,61.8230
481,35,10,0.8172,8.0477,70.0768
482,171,20,0.8168,8.1847,73.7758
483,64,10,0.8165,7.5335,72.0456
484,49,9,0.8161,6.5104,71.5576
485,39,11,0.8157,9.2065,65.4704
486,39,10,0.8153,6.5850,68.3840
487,57,13,0.8149,8.3308,69.6828
488,37,10,0.8146,6.9314,69.4896
489,39,10,0.8142,11.2713,69.7116
490,36,9,0.8138,7.0295,68.1680
491,81,13,0.8134,6.4184,68.6982
492,37,8,0.8130,7.1726,69.0049
493,126,18,0.8127,8.1636,70.0801
494,104,16,0.8123,6.4179,74.8439
495,36,9,0.8119,8.2264,67.2379
496,49,10,0.8115,7.5941,67.3285
497,45,11,0.8111,7.5219,71.1413
498,43,10,0.8108,6.8285,69.7783
499,31,8,0.8104,7.3260,68.2121
500,54,12,0.8100,8.0059,68.6565
501,43,11,0.8096,9.7885,69.4099
502,51,10,0.8092,7.6789,68.4410
503,37,10,0.8089,7.2530,67.4337
504,33,9,0.8085,5.8886,68.9311
505,60,11,0.8081,7.5149,68.8934
506,160,20,0.8077,8.5466,73.7725
507,38,9,0.8073,8.3126,73.5267
508,107,17,0.8070,7.0926,73.4833
509,37,9,0.8066,6.8391,67.4920
510,107,17,0.8062,7.8429,69.1958
511,89,14,0.8058,7.1285,70.4239
512,71,12,0.8054,7.9054,66.7484
513,33,8,0.8051,7.2946,66.1957
514,60,14,0.8047,7.5896,66.4253
515,41,10,0.8043,7.1078,64.7429
516,35,8,0.8039,6.2473,67.8254
517,43,8,0.8035,6.0270,70.4947
518,75,11,0.8032,7.3453,66.3339
519,79,12,0.8028,7.4947,69.4567
520,35,8,0.8024,5.5229,66.6044
521,38,10,0.8020,6.3452,65.0537
522,231,25,0.8016,6.8132,71.2611
523,54,11,0.8013,8.3126,73.0139
524,57,13,0.8009,7.8992,77.2605
525,33,9,0.8005,7.5890,72.9253
526,59,12,0.8001,7.8777,77.3550
527,48,11,0.7997,10.6363,73.1859
528,42,10,0.7994,8.2089,77.4742
529,30,7,0.7990,5.9924,76.0251
530,51,10,0.7986,7.1725,76.0196
531,35,9,0.7982,7.4654,75.6591
532,41,10,0.7978,6.2715,77.7905
533,58,13,0.7975,8.8824,75.0639
534,92,15,0.7971,7.8704,82.6041
535,47,9,0.7967,5.6022,78.9472
536,34,8,0.7963,10.8994,75.3860
537,35,10,0.7959,7.3781,73.8085
538,34,9,0.7956,9.0886,75.7444
539,40,10,0.7952,6.0289,73.8455
540,166,16,0.7948,8.7497,79.0838
541,41,12,0.7944,6.6331,73.3334
542,30,6,0.7940,10.3469,75.3072
543,52,11,0.7937,10.1781,74.4259
544,55,11,0.7933,7.4496,74.3030
545,45,12,0.7929,6.9898,76.2032
546,55,11,0.7925,5.5951,75.0402
547,79,12,0.7921,8.3562,79.8726
548,44,14,0.7918,8.2882,73.8247
549,36,10,0.7914,6.1557,73.7237
550,121,18,0.7910,8.6107,79.9272
551,24,6,0.7906,7.4070,75.1354
552,43,12,0.7902,7.5517,72.9527
553,58,12,0.7899,7.7169,76.2797
554,63,15,0.7895,9.0364,77.0206
555,32,8,0.7891,11.6581,73.5147
556,64,13,0.7887,7.2233,80.0268
557,40,9,0.7883,8.6885,79.3043
558,43,10,0.7880,8.1048,75.9655
559,41,11,0.7876,8.8375,75.5227
560,73,12,0.7872,5.9759,79.9976
561,70,12,0.7868,8.2371,76.5002
562,111,14,0.7864,9.0305,77.9618
563,44,11,0.7861,12.0861,78.6852
564,39,11,0.7857,8.6849,74.4159
565,33,8,0.7853,8.2243,72.0432
566,60,13,0.7849,8.7694,78.1235
567,45,11,0.7845,8.3671,77.9618
568,44,10,0.7842,6.5456,77.1211
569,114,14,0.7838,9.7312,89.7609
570,38,11,0.7834,8.0296,81.6876
571,42,12,0.7830,9.0127,83.9892
572,63,14,0.7826,8.1905,83.0242
573,42,11,0.7823,7.0610,81.9759
574,57,11,0.7819,9.0805,85.0659
575,30,7,0.7815,9.9716,83.1189
576,35,8,0.7811,8.4390,84.4633
577,101,14,0.7807,8.8122,88.9977
578,49,10,0.7804,9.2639,85.2182
579,93,16,0.7800,7.9702,87.8284
580,43,11,0.7796,9.5484,85.0408
581,37,9,0.7792,9.1324,83.3015
582,57,11,0.7788,6.0499,86.0860
583,47,12,0.7785,9.6010,89.0269
584,40,9,0.7781,9.0583,84.7550
585,43,13,0.7777,6.9026,85.3400
586,55,10,0.7773,9.2213,88.1676
587,79,14,0.7769,7.2886,85.8336
588,54,12,0.7766,7.9921,85.2157
589,86,15,0.7762,7.9251,86.2591
590,118,15,0.7758,8.4166,84.2456
591,85,15,0.7754,10.7760,81.8074
592,91,16,0.7750,6.1598,89.3229
593,31,8,0.7747,9.3981,81.1381
594,21,5,0.7743,10.0667,80.8535
595,46,8,0.7739,8.2458,83.8083
596,40,9,0.7735,5.9224,84.2091
597,52,11,0.7731,9.1802,83.0033
598,35,10,0.7728,7.0018,80.7078
599,124,21,0.7724,8.0711,84.4782
600,53,11,0.7720,8.3506,86.8580
601,58,14,0.7716,8.3386,85.4365
602,75,12,0.7712,7.7024,82.5427
603,58,13,0.7709,7.7245,83.9502
604,57,11,0.7705,7.2699,86.7711
605,26,7,0.7701,7.4171,81.3307
606,82,13,0.7697,9.4918,86.4761
607,26,7,0.7693,11.1388,79.1349
608,26,9,0.7690,7.1612,77.5900
609,54,11,0.7686,8.0415,84.0728
610,50,12,0.7682,9.9115,80.8471
611,40,12,0.7678,9.8069,82.1512
612,42,11,0.7674,12.0192,87.6350
613,74,15,0.7671,9.6359,95.0405
614,49,9,0.7667,10.0673,89.0071
615,78,13,0.7663,8.1498,91.8341
616,47,10,0.7659,8.3823,88.2547
617,31,10,0.7655,8.7495,87.4469
618,53,11,0.7652,7.0909,91.3553
619,55,13,0.7648,9.3320,91.5869
620,304,23,0.7644,8.8340,96.4094
621,37,10,0.7640,7.2954,88.0218
622,75,15,0.7636,8.8149,90.7749
623,69,12,0.7633,7.7531,91.1439
624,41,9,0.7629,8.9634,92.7282
625,76,16,0.7625,5.4407,95.9858
626,70,14,0.7621,11.2561,90.1958
627,56,10,0.7617,9.6055,92.6866
628,44,10,0.7614,8.6208,93.9764
629,33,8,0.7610,8.9991,86.5791
630,81,14,0.7606,9.9540,88.7910
631,25,6,0.7602,9.6032,84.7543
632,23,5,0.7598,9.6913,84.3241
633,42,10,0.7595,6.6063,90.8695
634,168,22,0.7591,7.9605,91.1484
635,35,11,0.7587,7.5367,85.4603
636,29,8,0.7583,8.1309,84.4763
637,82,14,0.7579,11.7377,88.6865
638,34,8,0.7576,8.8426,88.7275
639,35,7,0.7572,7.7261,90.8719
640,52,10,0.7568,7.5598,90.5902
641,86,14,0.7564,9.8498,90.4172
642,29,7,0.7560,9.7167,85.6879
643,33,9,0.7557,7.6302,86.8355
644,65,12,0.7553,6.9350,88.5063
645,42,11,0.7549,9.6678,91.4416
646,215,17,0.7545,9.7029,93.4874
647,43,10,0.7541,7.8777,91.0185
648,82,12,0.7538,5.6892,93.5705
649,38,8,0.7534,9.1953,89.3899
650,55,12,0.7530,9.6963,88.8673
651,54,12,0.7526,8.9525,91.1911
652,39,10,0.7522,8.1937,93.2733
653,56,12,0.7519,7.3793,91.8234
654,33,9,0.7515,7.8504,86.9813
655,45,10,0.7511,6.6327,96.0677
656,51,9,0.7507,9.8458,92.3159
657,61,13,0.7503,7.7124,102.5325
658,36,9,0.7500,7.7942,96.7070
659,83,12,0.7496,8.9659,102.0190
660,79,14,0.7492,11.9987,98.8358
661,40,9,0.7488,9.0151,101.1179
662,78,16,0.7484,9.5925,100.2769
663,70,11,0.7481,10.8724,96.0257
664,40,10,0.7477,9.6761,101.6917
