episode,score,steps,epsilon,lr,beta,loss,avg_v,grad_norm,clear_frac
1,37,10,1.0000,0.00005000,0.0000,2.7610,9.5417,0.0000,0.9740
2,38,11,0.9982,0.00004996,0.0000,2.8816,5.8239,0.0000,0.9777
3,63,14,0.9964,0.00004991,0.0000,2.6448,11.7599,0.0000,0.9625
4,61,14,0.9964,0.00004991,0.0000,2.7971,7.6267,0.0000,0.9594
5,118,17,0.9928,0.00004982,0.0000,3.2753,13.9157,0.0000,0.9598
6,38,19,0.9910,0.00004978,0.0000,3.3878,6.1230,0.0000,0.9437
7,44,12,0.9892,0.00004973,0.0000,2.6553,9.3588,0.0000,0.9479
8,44,23,0.9874,0.00004969,0.0000,2.7518,8.9098,0.0000,0.9589
9,57,11,0.9856,0.00004964,0.0000,3.2356,11.0176,0.0000,0.9233
10,42,11,0.9838,0.00004960,0.0000,2.3159,9.7334,0.0000,0.9403
11,63,17,0.9820,0.00004955,0.0000,3.5676,8.2130,0.0000,0.9320
12,35,8,0.9820,0.00004955,0.0000,2.4647,8.6387,0.0000,0.9531
13,56,11,0.9784,0.00004946,0.0000,3.0471,11.0033,0.0000,0.9119
14,64,21,0.9766,0.00004942,0.0000,3.0504,10.5719,0.0000,0.9211
15,42,39,0.9748,0.00004937,0.0000,3.0377,10.0649,0.0000,0.9482
16,45,12,0.9730,0.00004932,0.0000,2.3489,9.5861,0.0000,0.9349
17,32,8,0.9712,0.00004928,0.0000,2.0153,9.7092,0.0000,0.9375
18,54,33,0.9694,0.00004924,0.0000,2.6626,10.6599,0.0000,0.9328
19,85,14,0.9676,0.00004919,0.0000,4.1322,10.2928,0.0000,0.8996
20,57,11,0.9658,0.00004915,0.0000,3.6765,12.2117,0.0000,0.9119
21,267,22,0.9640,0.00004910,0.0000,3.8112,22.2242,0.0000,0.9162
22,39,8,0.9622,0.00004906,0.0000,3.1830,10.7957,0.0000,0.9336
23,31,18,0.9604,0.00004901,0.0000,3.8640,9.9311,0.0000,0.9115
24,72,13,0.9604,0.00004901,0.0000,3.7440,18.2875,0.0000,0.9279
25,36,8,0.9568,0.00004892,0.0000,3.7713,9.3761,0.0000,0.9219
26,55,22,0.9550,0.00004888,0.0000,4.0257,12.8123,0.0000,0.9134
27,53,11,0.9550,0.00004888,0.0000,3.5711,14.2591,0.0000,0.9290
28,57,32,0.9550,0.00004888,0.0000,3.2052,15.9358,0.0000,0.9277
29,61,28,0.9550,0.00004888,0.0000,2.9764,10.2204,0.0000,0.9453
30,85,14,0.9478,0.00004870,0.0000,3.5156,11.0131,0.0000,0.9442
31,33,8,0.9478,0.00004870,0.0000,2.6155,8.6681,0.0000,0.9375
32,42,11,0.9442,0.00004860,0.0000,5.1559,8.9843,0.0000,0.9034
33,37,8,0.9424,0.00004856,0.0000,5.4672,12.4157,0.0000,0.9180
