episode,score,steps,epsilon,lr,loss,avg_v,grad_norm
1109,60,12,0.8337,0.00004584,12.1019,130.2242,0.0000
1110,22,7,0.8335,0.00004584,11.1977,118.5106,0.0000
1111,41,10,0.8334,0.00004583,13.1680,128.0423,0.0000
1112,100,15,0.8332,0.00004583,12.7383,130.9257,0.0000
1113,32,8,0.8330,0.00004583,10.4543,125.5244,0.0000
1114,71,14,0.8329,0.00004582,9.4719,131.1479,0.0000
1115,42,12,0.8327,0.00004582,11.3263,123.6765,0.0000
1116,46,13,0.8326,0.00004582,7.0988,125.2008,0.0000
1117,109,19,0.8325,0.00004581,10.1779,127.7411,0.0000
1118,36,9,0.8323,0.00004581,16.7770,123.7777,0.0000
1119,74,13,0.8321,0.00004580,9.0273,135.2531,0.0000
1120,80,12,0.8320,0.00004580,8.3743,131.2123,0.0000
1121,56,13,0.8318,0.00004580,10.3122,126.8308,0.0000
1122,70,11,0.8317,0.00004579,7.8073,129.0353,0.0000
1123,369,22,0.8316,0.00004579,10.4185,143.2418,0.0000
1124,56,13,0.8314,0.00004579,11.0265,122.9686,0.0000
1125,35,8,0.8313,0.00004578,7.7600,129.4735,0.0000
1126,35,9,0.8311,0.00004578,8.9630,122.9200,0.0000
1127,71,14,0.8309,0.00004577,12.5301,130.4216,0.0000
1128,45,11,0.8308,0.00004577,12.2027,128.0920,0.0000
1129,57,13,0.8306,0.00004577,8.9161,124.6565,0.0000
1130,57,11,0.8305,0.00004576,10.5206,129.1395,0.0000
1131,34,9,0.8304,0.00004576,15.4641,125.5171,0.0000
1132,37,8,0.8302,0.00004575,8.1793,124.3822,0.0000
1133,33,7,0.8300,0.00004575,11.8369,130.7892,0.0000
1134,83,11,0.8299,0.00004575,10.5568,129.8250,0.0000
1135,35,9,0.8297,0.00004574,10.6884,127.3441,0.0000
1136,21,6,0.8296,0.00004574,6.4541,120.5894,0.0000
1137,45,11,0.8295,0.00004574,7.7731,128.8032,0.0000
1138,204,19,0.8293,0.00004573,9.0716,137.7504,0.0000
1139,45,10,0.8292,0.00004573,8.6652,126.5210,0.0000
1140,27,7,0.8290,0.00004573,8.0737,126.7110,0.0000
1141,44,12,0.8288,0.00004572,12.3563,125.9311,0.0000
1142,35,9,0.8287,0.00004572,10.6437,128.5757,0.0000
1143,80,16,0.8286,0.00004571,11.5880,128.0297,0.0000
1144,131,19,0.8284,0.00004571,7.9389,130.7091,0.0000
1145,263,28,0.8283,0.00004571,9.1455,131.8564,0.0000
1146,52,10,0.8281,0.00004570,6.9891,126.5550,0.0000
1147,61,14,0.8279,0.00004570,12.1520,129.0506,0.0000
1148,76,10,0.8278,0.00004570,11.9615,131.9855,0.0000
1149,78,12,0.8276,0.00004569,9.4393,132.5205,0.0000
1150,56,10,0.8275,0.00004569,10.1121,132.2794,0.0000
1151,56,12,0.8274,0.00004568,14.0923,130.1713,0.0000
1152,80,12,0.8272,0.00004568,10.0577,133.4432,0.0000
1153,35,9,0.8270,0.00004568,8.3843,130.4140,0.0000
1154,41,10,0.8269,0.00004567,10.1325,127.4935,0.0000
1155,75,12,0.8267,0.00004567,9.9791,131.1681,0.0000
1156,78,16,0.8266,0.00004567,11.1168,130.1097,0.0000
1157,34,9,0.8265,0.00004566,14.1471,127.9394,0.0000
1158,32,8,0.8263,0.00004566,7.7801,130.2123,0.0000
1159,30,7,0.8261,0.00004565,13.5353,125.8206,0.0000
1160,122,17,0.8260,0.00004565,10.2649,134.5897,0.0000
1161,38,9,0.8258,0.00004565,9.3817,132.1841,0.0000
1162,50,10,0.8257,0.00004564,4.8504,129.1122,0.0000
1163,31,9,0.8256,0.00004564,10.8305,128.0689,0.0000
1164,174,19,0.8254,0.00004563,13.6763,138.6206,0.0000
1165,40,10,0.8253,0.00004563,11.4329,133.2138,0.0000
1166,38,10,0.8251,0.00004563,5.6300,128.9934,0.0000
1167,40,11,0.8249,0.00004562,11.7965,131.2852,0.0000
1168,195,21,0.8248,0.00004562,12.3549,136.0034,0.0000
1169,57,12,0.8246,0.00004562,10.5307,130.9900,0.0000
1170,108,18,0.8245,0.00004561,11.2630,139.3948,0.0000
1171,38,9,0.8244,0.00004561,14.4079,129.0742,0.0000
1172,127,16,0.8242,0.00004561,8.5753,139.1861,0.0000
1173,58,12,0.8240,0.00004560,9.1388,133.1296,0.0000
1174,54,12,0.8239,0.00004560,10.9737,128.1471,0.0000
1175,55,11,0.8237,0.00004559,11.2794,165.5082,0.0000
1176,32,8,0.8236,0.00004559,8.0855,129.4815,0.0000
1177,90,15,0.8235,0.00004559,9.2573,130.5173,0.0000
1178,40,11,0.8233,0.00004558,8.8864,128.4563,0.0000
1179,53,10,0.8232,0.00004558,9.2941,136.2114,0.0000
1180,59,11,0.8230,0.00004558,10.0572,131.6180,0.0000
1181,38,9,0.8228,0.00004557,12.6040,130.4465,0.0000
1182,41,11,0.8227,0.00004557,11.0578,131.0030,0.0000
1183,35,12,0.8226,0.00004556,9.1838,124.3583,0.0000
1184,58,13,0.8224,0.00004556,10.6103,133.2034,0.0000
1185,81,15,0.8222,0.00004556,10.6001,134.7062,0.0000
1186,37,8,0.8221,0.00004555,9.3716,136.2952,0.0000
1187,158,17,0.8219,0.00004555,10.4383,138.9956,0.0000
1188,82,12,0.8218,0.00004554,8.7932,135.2161,0.0000
1189,50,10,0.8216,0.00004554,10.1189,133.0694,0.0000
1190,39,10,0.8215,0.00004554,12.6603,129.1193,0.0000
1191,31,8,0.8214,0.00004553,7.1099,128.1558,0.0000
1192,60,14,0.8212,0.00004553,9.8642,132.4664,0.0000
1193,49,9,0.8211,0.00004553,10.0379,138.9335,0.0000
1194,47,10,0.8209,0.00004552,7.1799,137.6662,0.0000
1195,38,10,0.8207,0.00004552,10.1050,136.5068,0.0000
1196,65,13,0.8206,0.00004552,10.1104,138.3498,0.0000
1197,81,12,0.8205,0.00004551,8.4924,140.2760,0.0000
1198,77,14,0.8203,0.00004551,9.2357,137.3411,0.0000
1199,118,18,0.8201,0.00004550,11.1376,138.4685,0.0000
1200,75,12,0.8200,0.00004550,11.4411,138.1430,0.0000
1201,35,8,0.8198,0.00004550,7.9210,138.1544,0.0000
1202,92,13,0.8197,0.00004549,13.0033,138.4368,0.0000
1203,131,19,0.8196,0.00004549,9.0941,139.1189,0.0000
1204,59,12,0.8194,0.00004549,9.4256,136.6420,0.0000
1205,24,5,0.8193,0.00004548,12.8007,138.9874,0.0000
1206,123,17,0.8191,0.00004548,11.2479,144.4108,0.0000
1207,70,12,0.8190,0.00004547,8.7760,138.2684,0.0000
1208,78,13,0.8188,0.00004547,7.5398,140.1611,0.0000
1209,40,10,0.8186,0.00004547,9.5198,136.3986,0.0000
1210,36,10,0.8185,0.00004546,8.9687,136.1976,0.0000
1211,34,9,0.8184,0.00004546,9.7978,131.8660,0.0000
1212,51,9,0.8182,0.00004546,8.9393,137.6838,0.0000
1213,32,7,0.8180,0.00004545,10.4047,138.7927,0.0000
1214,81,14,0.8179,0.00004545,9.5893,138.0857,0.0000
1215,87,16,0.8177,0.00004544,9.0967,135.7141,0.0000
1216,36,10,0.8176,0.00004544,12.2180,133.5272,0.0000
1217,53,12,0.8175,0.00004544,7.8954,132.5335,0.0000
1218,37,10,0.8173,0.00004543,11.8165,136.6133,0.0000
1219,24,5,0.8172,0.00004543,12.2729,136.8293,0.0000
1220,29,6,0.8170,0.00004542,11.7369,131.8525,0.0000
1221,59,13,0.8169,0.00004542,9.8109,134.6416,0.0000
1222,140,18,0.8167,0.00004542,9.8810,142.1069,0.0000
1223,33,8,0.8165,0.00004541,15.2577,135.7255,0.0000
1224,41,9,0.8164,0.00004541,10.9858,136.2124,0.0000
1225,87,14,0.8163,0.00004541,8.6516,141.9881,0.0000
1226,74,14,0.8161,0.00004540,10.8938,143.6680,0.0000
1227,56,12,0.8159,0.00004540,10.3295,134.3992,0.0000
1228,36,9,0.8158,0.00004540,9.7559,134.5939,0.0000
1229,34,11,0.8156,0.00004539,10.1882,132.5426,0.0000
1230,164,16,0.8155,0.00004539,10.5734,142.4861,0.0000
1231,36,9,0.8154,0.00004538,10.1074,135.5805,0.0000
1232,119,18,0.8152,0.00004538,10.9265,142.9490,0.0000
1233,129,17,0.8151,0.00004538,10.0058,141.8525,0.0000
1234,53,12,0.8149,0.00004537,8.4634,134.5743,0.0000
1235,53,11,0.8147,0.00004537,9.9382,143.7464,0.0000
1236,51,11,0.8146,0.00004537,9.3809,142.8643,0.0000
1237,41,8,0.8145,0.00004536,11.6668,145.1041,0.0000
1238,193,20,0.8143,0.00004536,10.9989,152.2552,0.0000
1239,57,12,0.8142,0.00004535,7.5451,143.4838,0.0000
1240,23,5,0.8140,0.00004535,9.9705,141.8961,0.0000
1241,51,10,0.8138,0.00004535,13.6303,141.8512,0.0000
1242,62,13,0.8137,0.00004534,12.0537,139.5525,0.0000
1243,41,9,0.8135,0.00004534,10.1366,138.7098,0.0000
1244,143,17,0.8134,0.00004533,10.9039,150.4694,0.0000
1245,176,20,0.8133,0.00004533,9.5432,150.3353,0.0000
1246,81,18,0.8131,0.00004533,10.1927,142.4557,0.0000
1247,74,12,0.8129,0.00004532,12.4211,139.9052,0.0000
1248,36,9,0.8128,0.00004532,9.7032,141.5736,0.0000
1249,140,19,0.8126,0.00004532,9.8098,147.3877,0.0000
1250,41,12,0.8125,0.00004531,8.3478,140.2869,0.0000
1251,105,17,0.8124,0.00004531,8.2412,149.1463,0.0000
1252,38,10,0.8122,0.00004531,11.9662,142.3979,0.0000
1253,52,11,0.8120,0.00004530,10.6620,143.5505,0.0000
1254,142,18,0.8119,0.00004530,10.7506,146.7961,0.0000
1255,50,11,0.8117,0.00004529,7.8023,169.9851,0.0000
1256,38,9,0.8116,0.00004529,8.5077,138.6339,0.0000
1257,95,16,0.8115,0.00004529,9.4446,143.4758,0.0000
1258,28,5,0.8113,0.00004528,10.3216,144.8375,0.0000
1259,61,13,0.8112,0.00004528,9.8026,145.7772,0.0000
1260,61,13,0.8110,0.00004528,11.0772,142.3369,0.0000
1261,93,17,0.8108,0.00004527,12.6547,144.0585,0.0000
1262,232,25,0.8107,0.00004527,10.9501,146.6961,0.0000
1263,38,8,0.8105,0.00004526,7.4757,141.1516,0.0000
1264,51,13,0.8104,0.00004526,11.8123,137.0181,0.0000
1265,20,4,0.8103,0.00004526,11.9826,142.3562,0.0000
1266,62,14,0.8101,0.00004525,7.3049,144.7857,0.0000
1267,35,8,0.8099,0.00004525,9.1479,144.1595,0.0000
1268,28,7,0.8098,0.00004525,9.5039,139.8109,0.0000
1269,45,11,0.8096,0.00004524,12.2085,146.3007,0.0000
1270,33,9,0.8095,0.00004524,12.3405,138.8042,0.0000
1271,48,8,0.8094,0.00004523,10.4280,160.2583,0.0000
1272,172,17,0.8092,0.00004523,9.7748,158.8457,0.0000
1273,50,10,0.8091,0.00004523,9.0997,141.2659,0.0000
1274,54,10,0.8089,0.00004522,6.2252,144.3567,0.0000
1275,202,24,0.8087,0.00004522,11.3434,150.7642,0.0000
1276,119,13,0.8086,0.00004521,10.5772,157.7369,0.0000
1277,34,9,0.8085,0.00004521,10.4487,140.3318,0.0000
1278,54,12,0.8083,0.00004521,9.3349,144.4939,0.0000
1279,71,14,0.8081,0.00004520,10.4590,145.5676,0.0000
1280,39,10,0.8080,0.00004520,10.0327,146.3460,0.0000
1281,50,10,0.8078,0.00004520,10.5586,144.4865,0.0000
1282,34,9,0.8077,0.00004519,10.2880,142.7910,0.0000
1283,33,9,0.8075,0.00004519,10.0892,143.8204,0.0000
1284,85,14,0.8074,0.00004519,13.2172,152.2030,0.0000
1285,33,8,0.8073,0.00004518,10.1980,145.7414,0.0000
1286,39,10,0.8071,0.00004518,9.6118,146.4205,0.0000
1287,56,11,0.8070,0.00004517,17.8671,145.3262,0.0000
1288,56,11,0.8068,0.00004517,8.5553,147.4692,0.0000
1289,56,12,0.8066,0.00004517,8.5408,144.0657,0.0000
1290,38,9,0.8065,0.00004516,6.2579,144.7427,0.0000
1291,39,9,0.8064,0.00004516,9.6918,148.1145,0.0000
1292,112,14,0.8062,0.00004516,9.1298,150.7007,0.0000
1293,57,12,0.8060,0.00004515,11.6927,152.4530,0.0000
1294,32,9,0.8059,0.00004515,7.5625,140.9885,0.0000
1295,60,12,0.8057,0.00004514,11.8252,149.1468,0.0000
1296,105,16,0.8056,0.00004514,8.7745,148.0444,0.0000
1297,76,15,0.8054,0.00004514,11.3283,150.5923,0.0000
1298,33,8,0.8053,0.00004513,8.6033,147.1746,0.0000
1299,34,9,0.8052,0.00004513,10.0759,143.8189,0.0000
1300,85,13,0.8050,0.00004512,11.9600,152.4746,0.0000
1301,41,9,0.8049,0.00004512,10.3648,149.8848,0.0000
1302,47,8,0.8047,0.00004512,7.2573,147.8008,0.0000
1303,297,30,0.8045,0.00004511,11.0149,156.5072,0.0000
1304,56,11,0.8044,0.00004511,12.1327,146.5908,0.0000
1305,35,9,0.8043,0.00004511,11.7906,145.5791,0.0000
1306,32,8,0.8041,0.00004510,12.8821,141.9077,0.0000
1307,121,16,0.8039,0.00004510,13.1528,179.6731,0.0000
1308,54,11,0.8038,0.00004510,11.8099,146.7583,0.0000
1309,53,10,0.8036,0.00004509,5.8836,144.3601,0.0000
1310,35,9,0.8035,0.00004509,12.9960,145.1428,0.0000
1311,76,11,0.8034,0.00004508,7.8710,155.4611,0.0000
1312,85,13,0.8032,0.00004508,11.1100,147.9038,0.0000
1313,124,16,0.8031,0.00004508,9.4583,152.2853,0.0000
1314,40,9,0.8029,0.00004507,7.6255,144.5868,0.0000
1315,84,14,0.8027,0.00004507,11.8181,150.8289,0.0000
1316,77,12,0.8026,0.00004507,9.9785,149.5955,0.0000
1317,62,11,0.8024,0.00004506,10.5296,148.9184,0.0000
1318,62,14,0.8023,0.00004506,10.4928,151.2766,0.0000
1319,30,8,0.8022,0.00004505,8.1514,150.3447,0.0000
1320,41,10,0.8020,0.00004505,13.1480,151.7511,0.0000
1321,112,13,0.8018,0.00004505,11.4686,155.2053,0.0000
1322,123,14,0.8017,0.00004504,10.7294,162.0663,0.0000
1323,56,11,0.8015,0.00004504,11.0820,156.3245,0.0000
1324,44,8,0.8014,0.00004504,10.7659,197.8897,0.0000
1325,69,10,0.8013,0.00004503,11.8919,152.7197,0.0000
1326,50,10,0.8011,0.00004503,11.9807,151.8737,0.0000
1327,213,20,0.8010,0.00004502,6.6769,163.4484,0.0000
1328,57,12,0.8008,0.00004502,8.6202,152.5031,0.0000
1329,85,12,0.8006,0.00004502,9.0038,157.5773,0.0000
1330,76,13,0.8005,0.00004501,10.3682,154.4121,0.0000
1331,338,25,0.8004,0.00004501,12.8739,165.1152,0.0000
1332,59,13,0.8002,0.00004501,10.1844,152.1806,0.0000
1333,55,11,0.8000,0.00004500,7.7562,151.7028,0.0000
1334,123,18,0.7999,0.00004500,11.5244,153.6158,0.0000
1335,41,11,0.7997,0.00004499,6.6873,150.4792,0.0000
1336,74,14,0.7996,0.00004499,8.7549,151.1048,0.0000
1337,51,10,0.7994,0.00004499,8.1101,152.2594,0.0000
1338,32,7,0.7993,0.00004498,9.7137,153.4105,0.0000
1339,80,14,0.7992,0.00004498,11.2649,154.2448,0.0000
1340,156,19,0.7990,0.00004498,11.7414,162.7533,0.0000
1341,36,7,0.7989,0.00004497,14.6220,146.6146,0.0000
1342,292,23,0.7987,0.00004497,11.8189,169.8735,0.0000
1343,29,8,0.7985,0.00004496,12.1427,150.1215,0.0000
1344,87,14,0.7984,0.00004496,6.9604,162.1414,0.0000
1345,26,7,0.7983,0.00004496,14.2430,147.8023,0.0000
1346,102,13,0.7981,0.00004495,14.9965,153.3962,0.0000
1347,92,16,0.7979,0.00004495,10.8227,150.5838,0.0000
1348,67,12,0.7978,0.00004495,10.0013,152.3071,0.0000
1349,23,6,0.7976,0.00004494,13.0170,147.0688,0.0000
1350,78,16,0.7975,0.00004494,8.3306,154.2581,0.0000
1351,27,6,0.7974,0.00004493,7.0055,149.3732,0.0000
1352,50,9,0.7972,0.00004493,10.6636,152.2338,0.0000
1353,37,10,0.7971,0.00004493,10.3777,150.0600,0.0000
1354,34,9,0.7969,0.00004492,10.6319,148.2683,0.0000
1355,35,9,0.7967,0.00004492,10.3733,148.0006,0.0000
1356,42,11,0.7966,0.00004491,6.7935,150.6904,0.0000
1357,51,11,0.7964,0.00004491,7.6940,150.3954,0.0000
1358,41,11,0.7963,0.00004491,6.8599,153.7315,0.0000
1359,67,15,0.7962,0.00004490,10.4641,153.3347,0.0000
1360,83,14,0.7960,0.00004490,15.6934,162.6023,0.0000
1361,36,10,0.7958,0.00004490,7.2606,152.9502,0.0000
1362,42,10,0.7957,0.00004489,16.3500,159.8802,0.0000
1363,88,14,0.7955,0.00004489,10.4890,167.7331,0.0000
1364,42,12,0.7954,0.00004489,8.4634,154.6490,0.0000
1365,56,11,0.7953,0.00004488,12.0481,160.7920,0.0000
1366,40,10,0.7951,0.00004488,11.3976,151.8776,0.0000
1367,135,16,0.7950,0.00004487,8.5623,165.5388,0.0000
1368,137,20,0.7948,0.00004487,11.1225,158.4778,0.0000
1369,36,10,0.7946,0.00004487,12.5273,151.3728,0.0000
1370,34,8,0.7945,0.00004486,8.4503,154.6883,0.0000
1371,54,11,0.7944,0.00004486,7.8762,151.2860,0.0000
1372,173,18,0.7942,0.00004486,10.6806,167.0556,0.0000
1373,55,12,0.7941,0.00004485,8.8473,156.0445,0.0000
1374,55,10,0.7939,0.00004485,10.7392,161.1202,0.0000
1375,37,9,0.7937,0.00004484,10.6109,155.1459,0.0000
1376,33,10,0.7936,0.00004484,15.4055,149.3518,0.0000
1377,60,11,0.7934,0.00004484,6.2746,163.9004,0.0000
1378,41,10,0.7933,0.00004483,13.3405,158.5392,0.0000
1379,55,12,0.7932,0.00004483,18.3578,156.7169,0.0000
1380,159,19,0.7930,0.00004483,15.1801,168.9521,0.0000
1381,48,9,0.7929,0.00004482,12.9254,161.5030,0.0000
1382,33,8,0.7927,0.00004482,13.4703,155.5500,0.0000
1383,147,18,0.7925,0.00004481,7.9899,162.1108,0.0000
1384,35,9,0.7924,0.00004481,10.7146,154.2529,0.0000
1385,73,13,0.7923,0.00004481,10.9764,160.0300,0.0000
1386,45,13,0.7921,0.00004480,8.5346,155.6594,0.0000
1387,55,12,0.7920,0.00004480,7.4130,158.7944,0.0000
1388,61,12,0.7918,0.00004480,8.7563,161.2002,0.0000
1389,56,12,0.7916,0.00004479,10.7292,158.7350,0.0000
1390,60,13,0.7915,0.00004479,8.9831,159.5565,0.0000
1391,122,17,0.7913,0.00004478,8.3945,163.3055,0.0000
1392,100,16,0.7912,0.00004478,8.5611,157.3181,0.0000
1393,61,13,0.7911,0.00004478,8.7580,161.1132,0.0000
1394,54,10,0.7909,0.00004477,13.2758,163.8166,0.0000
1395,98,18,0.7907,0.00004477,10.2906,159.0611,0.0000
1396,61,13,0.7906,0.00004477,10.1392,159.8550,0.0000
1397,36,9,0.7904,0.00004476,11.6990,154.7594,0.0000
1398,49,10,0.7903,0.00004476,9.4411,160.2845,0.0000
1399,64,14,0.7902,0.00004475,14.8470,155.6017,0.0000
1400,55,12,0.7900,0.00004475,11.6579,161.9502,0.0000
1401,59,13,0.7898,0.00004475,12.9991,161.9793,0.0000
1402,111,14,0.7897,0.00004474,12.2276,168.8408,0.0000
1403,252,24,0.7895,0.00004474,8.7420,173.1160,0.0000
1404,177,24,0.7894,0.00004474,9.3524,164.2735,0.0000
1405,39,8,0.7893,0.00004473,16.0672,163.7983,0.0000
1406,66,14,0.7891,0.00004473,13.4663,167.4486,0.0000
1407,41,12,0.7890,0.00004472,8.9614,159.1655,0.0000
1408,88,15,0.7888,0.00004472,9.0460,170.4215,0.0000
1409,51,13,0.7886,0.00004472,8.2706,155.4324,0.0000
1410,37,9,0.7885,0.00004471,9.4661,159.3654,0.0000
1411,56,11,0.7883,0.00004471,8.0214,160.9110,0.0000
1412,42,12,0.7882,0.00004470,15.4519,159.8014,0.0000
1413,76,15,0.7881,0.00004470,9.6588,161.8695,0.0000
1414,42,10,0.7879,0.00004470,13.9860,163.5816,0.0000
1415,79,14,0.7877,0.00004469,11.4659,165.4463,0.0000
1416,40,10,0.7876,0.00004469,11.6064,158.9064,0.0000
1417,36,10,0.7874,0.00004469,17.4395,159.3673,0.0000
1418,236,22,0.7873,0.00004468,13.3330,171.9111,0.0000
1419,47,12,0.7872,0.00004468,16.9605,161.6319,0.0000
1420,68,12,0.7870,0.00004468,11.5563,161.6370,0.0000
1421,37,8,0.7869,0.00004467,10.7155,166.8212,0.0000
1422,163,25,0.7867,0.00004467,12.2831,163.9756,0.0000
1423,46,12,0.7865,0.00004466,12.1425,158.9438,0.0000
1424,144,22,0.7864,0.00004466,12.8987,166.1846,0.0000
1425,117,14,0.7863,0.00004466,8.0109,172.3146,0.0000
1426,38,11,0.7861,0.00004465,10.1644,160.7615,0.0000
1427,38,9,0.7859,0.00004465,6.2913,155.6937,0.0000
1428,140,25,0.7858,0.00004465,8.7927,164.9413,0.0000
1429,56,12,0.7856,0.00004464,16.8686,157.3061,0.0000
1430,102,15,0.7855,0.00004464,11.6561,168.5220,0.0000
1431,129,18,0.7853,0.00004463,11.0296,165.3199,0.0000
1432,57,12,0.7852,0.00004463,11.7170,164.6189,0.0000
1433,40,10,0.7851,0.00004463,13.2687,161.1684,0.0000
1434,76,15,0.7849,0.00004462,10.9312,163.9195,0.0000
1435,27,6,0.7848,0.00004462,13.0310,160.5642,0.0000
1436,114,18,0.7846,0.00004461,11.8631,176.1418,0.0000
1437,51,10,0.7844,0.00004461,12.5580,168.2636,0.0000
1438,83,14,0.7843,0.00004461,6.0396,174.5338,0.0000
1439,63,13,0.7842,0.00004460,10.1149,172.1814,0.0000
1440,178,21,0.7840,0.00004460,9.1427,171.8730,0.0000
1441,108,15,0.7838,0.00004460,13.5969,171.3148,0.0000
1442,79,14,0.7837,0.00004459,11.8953,167.3384,0.0000
1443,31,8,0.7835,0.00004459,8.1333,166.2726,0.0000
1444,51,9,0.7834,0.00004459,9.1968,166.8720,0.0000
1445,28,7,0.7833,0.00004458,9.8167,162.3653,0.0000
1446,222,22,0.7831,0.00004458,13.0665,174.9519,0.0000
1447,34,9,0.7830,0.00004457,6.4534,164.5193,0.0000
1448,110,13,0.7828,0.00004457,10.2776,174.6790,0.0000
1449,59,13,0.7827,0.00004457,11.3630,167.5890,0.0000
1450,87,13,0.7825,0.00004456,15.2603,169.1035,0.0000
1451,46,9,0.7823,0.00004456,14.5569,167.0717,0.0000
1452,36,10,0.7822,0.00004456,11.3123,162.6847,0.0000
1453,34,8,0.7821,0.00004455,18.4550,166.6766,0.0000
1454,70,12,0.7819,0.00004455,10.1234,168.1005,0.0000
1455,39,8,0.7817,0.00004454,11.0348,169.4136,0.0000
1456,55,13,0.7816,0.00004454,11.0938,169.5281,0.0000
1457,87,13,0.7814,0.00004454,9.9149,170.9427,0.0000
1458,52,10,0.7813,0.00004453,14.0686,168.4168,0.0000
1459,58,11,0.7812,0.00004453,14.6910,177.1501,0.0000
1460,30,6,0.7810,0.00004452,16.4580,167.2917,0.0000
1461,163,18,0.7809,0.00004452,13.2406,173.7362,0.0000
1462,104,14,0.7807,0.00004452,7.7394,177.6291,0.0000
1463,30,6,0.7805,0.00004451,12.4027,167.4523,0.0000
1464,84,13,0.7804,0.00004451,14.2419,169.4573,0.0000
1465,87,13,0.7802,0.00004451,6.9328,171.4114,0.0000
1466,58,13,0.7801,0.00004450,9.3126,169.0833,0.0000
1467,35,8,0.7800,0.00004450,12.1365,168.6804,0.0000
1468,57,13,0.7798,0.00004450,13.8130,168.5763,0.0000
1469,30,8,0.7796,0.00004449,10.4033,168.3629,0.0000
1470,35,9,0.7795,0.00004449,12.5482,160.6261,0.0000
1471,99,14,0.7793,0.00004448,14.8467,172.0466,0.0000
1472,76,15,0.7792,0.00004448,12.7891,166.4765,0.0000
1473,57,13,0.7791,0.00004448,10.2130,168.7151,0.0000
1474,92,16,0.7789,0.00004447,9.7248,169.9144,0.0000
1475,85,14,0.7788,0.00004447,13.9065,166.7748,0.0000
1476,38,10,0.7786,0.00004447,8.1367,163.6547,0.0000
1477,157,18,0.7784,0.00004446,11.0791,177.1020,0.0000
1478,68,13,0.7783,0.00004446,15.9300,176.0107,0.0000
1479,40,10,0.7782,0.00004445,10.4515,169.4771,0.0000
1480,34,9,0.7780,0.00004445,12.2146,169.0716,0.0000
1481,76,13,0.7779,0.00004445,9.8093,176.2855,0.0000
1482,54,11,0.7777,0.00004444,7.9390,169.7495,0.0000
1483,58,13,0.7775,0.00004444,13.2677,167.5498,0.0000
1484,136,17,0.7774,0.00004444,14.5861,177.2850,0.0000
1485,36,8,0.7772,0.00004443,13.7289,172.5131,0.0000
1486,31,7,0.7771,0.00004443,15.8647,170.8980,0.0000
1487,76,12,0.7770,0.00004442,11.5036,173.0609,0.0000
1488,55,11,0.7768,0.00004442,10.6203,169.6714,0.0000
1489,50,10,0.7766,0.00004442,12.6837,172.4033,0.0000
1490,38,10,0.7765,0.00004441,15.9065,170.9279,0.0000
1491,168,20,0.7763,0.00004441,11.9021,180.6514,0.0000
1492,99,17,0.7762,0.00004440,9.4845,176.8415,0.0000
1493,126,16,0.7761,0.00004440,13.1413,176.2592,0.0000
1494,40,11,0.7759,0.00004440,8.3004,169.6331,0.0000
1495,32,8,0.7757,0.00004439,6.8772,169.6986,0.0000
1496,61,14,0.7756,0.00004439,10.4107,172.3018,0.0000
1497,33,9,0.7754,0.00004439,11.6393,167.3293,0.0000
1498,33,6,0.7753,0.00004438,13.9401,174.9768,0.0000
1499,73,12,0.7752,0.00004438,12.0691,176.8611,0.0000
1500,29,8,0.7750,0.00004438,13.5545,168.0128,0.0000
1501,38,10,0.7749,0.00004437,13.6719,169.7546,0.0000
1502,34,9,0.7747,0.00004437,13.7905,169.1658,0.0000
1503,47,8,0.7745,0.00004436,15.5178,175.6504,0.0000
1504,255,27,0.7744,0.00004436,12.7931,175.5498,0.0000
1505,136,19,0.7742,0.00004436,8.9979,174.5118,0.0000
1506,50,11,0.7741,0.00004435,8.0234,172.1622,0.0000
1507,75,13,0.7740,0.00004435,11.7434,172.1086,0.0000
1508,89,15,0.7738,0.00004435,13.5536,178.9046,0.0000
1509,106,17,0.7736,0.00004434,6.7600,174.6514,0.0000
1510,42,10,0.7735,0.00004434,12.6102,165.3970,0.0000
1511,48,11,0.7733,0.00004433,12.0577,172.4215,0.0000
1512,35,9,0.7732,0.00004433,9.0566,169.8394,0.0000
1513,237,20,0.7731,0.00004433,13.1271,201.3100,0.0000
1514,35,7,0.7729,0.00004432,8.7242,175.7962,0.0000
1515,34,8,0.7728,0.00004432,12.9657,171.9330,0.0000
1516,39,11,0.7726,0.00004432,9.2822,166.9828,0.0000
1517,86,12,0.7724,0.00004431,12.8309,176.6668,0.0000
1518,159,16,0.7723,0.00004431,14.2570,186.8433,0.0000
1519,365,34,0.7722,0.00004430,15.8859,194.1083,0.0000
1520,144,18,0.7720,0.00004430,13.1546,181.8540,0.0000
1521,100,15,0.7718,0.00004430,11.0770,180.3326,0.0000
1522,28,7,0.7717,0.00004429,11.3828,171.0701,0.0000
1523,83,13,0.7715,0.00004429,12.7354,182.6613,0.0000
1524,89,13,0.7714,0.00004429,10.0443,179.0425,0.0000
1525,412,28,0.7712,0.00004428,14.7262,197.6600,0.0000
1526,51,13,0.7711,0.00004428,9.8652,172.8281,0.0000
1527,25,5,0.7710,0.00004427,16.4009,179.1487,0.0000
1528,57,13,0.7708,0.00004427,14.1197,177.4416,0.0000
1529,86,14,0.7706,0.00004427,11.9120,183.7153,0.0000
1530,56,12,0.7705,0.00004426,15.4314,179.7997,0.0000
1531,36,10,0.7703,0.00004426,10.7202,173.9003,0.0000
