episode,score,steps,epsilon,lr,beta,loss,avg_v,grad_norm,clear_frac
1,15,4,0.9982,0.00004996,0.0000,0.0000,6.2197,0.0000,0.0000
2,38,11,0.9964,0.00004991,0.0000,0.0000,4.3367,0.0000,0.0000
3,36,12,0.9946,0.00004987,0.0000,0.0000,2.9716,0.0000,0.0000
4,32,9,0.9928,0.00004982,0.0000,4.6285,5.7786,0.0000,0.9125
5,32,7,0.9910,0.00004978,0.0000,3.8325,9.0208,0.0000,0.9375
6,34,9,0.9892,0.00004973,0.0000,4.3281,4.2696,0.0000,0.9167
7,80,13,0.9874,0.00004969,0.0000,3.1071,9.0101,0.0000,0.9615
8,20,5,0.9856,0.00004964,0.0000,3.2724,5.9542,0.0000,0.9437
9,35,9,0.9838,0.00004960,0.0000,2.7842,8.3790,0.0000,0.9410
10,43,11,0.9820,0.00004955,0.0000,2.9411,12.2065,0.0000,0.9489
11,75,14,0.9802,0.00004951,0.0000,2.4213,13.2804,0.0000,0.9598
12,37,11,0.9784,0.00004946,0.0000,3.0721,8.4294,0.0000,0.9176
13,70,11,0.9766,0.00004942,0.0000,3.5061,14.1334,0.0000,0.9261
14,61,12,0.9748,0.00004937,0.0000,3.3134,11.9947,0.0000,0.9323
15,31,10,0.9730,0.00004932,0.0000,2.9360,7.3499,0.0000,0.9344
16,40,11,0.9712,0.00004928,0.0000,2.4676,7.8966,0.0000,0.9460
17,74,13,0.9694,0.00004924,0.0000,2.4592,10.6563,0.0000,0.9399
18,23,7,0.9676,0.00004919,0.0000,1.7622,8.9522,0.0000,0.9643
19,34,8,0.9658,0.00004915,0.0000,2.9351,9.8897,0.0000,0.9375
20,53,11,0.9640,0.00004910,0.0000,2.8290,9.8335,0.0000,0.9460
21,127,15,0.9622,0.00004906,0.0000,3.3770,21.2265,0.0000,0.9271
22,121,14,0.9604,0.00004901,0.0000,2.8742,15.9423,0.0000,0.9420
23,52,11,0.9586,0.00004897,0.0000,2.7545,15.5395,0.0000,0.9517
24,69,12,0.9568,0.00004892,0.0000,3.7356,10.8293,0.0000,0.9323
25,30,9,0.9550,0.00004888,0.0000,3.3703,7.6813,0.0000,0.9410
26,83,12,0.9532,0.00004883,0.0000,3.4712,15.4365,0.0000,0.9427
27,116,20,0.9514,0.00004879,0.0000,2.8640,16.6943,0.0000,0.9422
28,43,8,0.9496,0.00004874,0.0000,4.5389,9.8881,0.0000,0.9062
29,53,11,0.9478,0.00004870,0.0000,3.0490,10.1353,0.0000,0.9261
30,34,8,0.9460,0.00004865,0.0000,3.7048,8.7670,0.0000,0.9336
31,40,13,0.9442,0.00004860,0.0000,3.4920,9.5711,0.0000,0.9303
32,38,9,0.9424,0.00004856,0.0000,3.8347,9.6195,0.0000,0.9271
33,51,10,0.9406,0.00004852,0.0000,4.0642,15.5926,0.0000,0.9094
34,75,14,0.9388,0.00004847,0.0000,3.3573,11.0291,0.0000,0.9420
35,59,14,0.9370,0.00004843,0.0000,3.4940,9.9977,0.0000,0.9308
36,58,11,0.9352,0.00004838,0.0000,3.9965,10.5372,0.0000,0.9233
37,60,13,0.9334,0.00004834,0.0000,2.4969,9.6216,0.0000,0.9591
38,55,11,0.9316,0.00004829,0.0000,3.5448,10.1859,0.0000,0.9148
39,119,14,0.9298,0.00004825,0.0000,2.2877,13.2787,0.0000,0.9509
40,50,13,0.9280,0.00004820,0.0000,4.0712,8.7150,0.0000,0.9279
41,65,13,0.9262,0.00004816,0.0000,4.0488,14.9195,0.0000,0.9183
42,35,9,0.9244,0.00004811,0.0000,3.2851,11.0898,0.0000,0.9271
43,32,9,0.9226,0.00004807,0.0000,4.0859,8.7557,0.0000,0.9132
44,58,12,0.9208,0.00004802,0.0000,2.4440,10.7223,0.0000,0.9505
45,126,17,0.9190,0.00004798,0.0000,3.1671,16.4235,0.0000,0.9430
46,37,9,0.9172,0.00004793,0.0000,3.1151,8.2166,0.0000,0.9201
47,117,13,0.9154,0.00004788,0.0000,4.3972,17.3354,0.0000,0.9159
48,31,9,0.9136,0.00004784,0.0000,3.9655,7.4327,0.0000,0.9201
49,38,10,0.9118,0.00004779,0.0000,6.2774,11.4299,0.0000,0.9281
50,36,9,0.9100,0.00004775,0.0000,3.2292,13.6969,0.0000,0.9479
51,42,10,0.9082,0.00004771,0.0000,3.7755,11.6477,0.0000,0.9156
