episode,score,steps,epsilon,lr,beta,loss,avg_v,grad_norm,clear_frac
1,37,10,1.0000,0.00005000,0.0000,1.7839,7.9461,0.0000,0.9609
2,48,11,0.9994,0.00004999,0.0000,1.9933,10.1708,0.0000,0.9549
3,37,11,0.9994,0.00004999,0.0000,1.7002,7.4596,0.0000,0.9688
4,59,13,0.9982,0.00004996,0.0000,2.1419,9.5641,0.0000,0.9545
5,54,13,0.9982,0.00004996,0.0000,1.4231,7.5647,0.0000,0.9631
6,83,14,0.9970,0.00004993,0.0000,2.1380,13.3708,0.0000,0.9297
7,61,14,0.9970,0.00004993,0.0000,1.7790,10.8472,0.0000,0.9531
8,58,14,0.9970,0.00004993,0.0000,2.0097,11.3163,0.0000,0.9519
9,104,16,0.9952,0.00004988,0.0000,1.9521,10.6775,0.0000,0.9487
10,113,17,0.9946,0.00004987,0.0000,1.7255,15.0530,0.0000,0.9479
11,41,20,0.9940,0.00004985,0.0000,2.1679,9.9366,0.0000,0.9288
12,173,21,0.9934,0.00004983,0.0000,2.1562,14.8719,0.0000,0.9359
13,46,22,0.9928,0.00004982,0.0000,2.0719,7.4050,0.0000,0.9406
14,34,8,0.9922,0.00004981,0.0000,2.7039,10.1046,0.0000,0.9023
15,103,17,0.9916,0.00004979,0.0000,2.6710,10.3188,0.0000,0.9283
16,63,14,0.9910,0.00004978,0.0000,2.6539,12.4320,0.0000,0.9241
17,294,19,0.9910,0.00004978,0.0000,2.4228,26.0930,0.0000,0.9161
18,33,21,0.9898,0.00004975,0.0000,3.6038,15.8399,0.0000,0.8958
19,151,17,0.9898,0.00004975,0.0000,2.7598,15.3853,0.0000,0.9246
20,35,19,0.9886,0.00004972,0.0000,2.8260,8.1672,0.0000,0.9178
21,41,11,0.9886,0.00004972,0.0000,2.8594,13.2104,0.0000,0.9119
22,52,33,0.9874,0.00004969,0.0000,2.4568,11.3146,0.0000,0.9345
23,93,33,0.9874,0.00004969,0.0000,2.4185,11.7395,0.0000,0.9425
24,89,14,0.9862,0.00004966,0.0000,2.9934,16.7078,0.0000,0.9375
25,31,35,0.9856,0.00004964,0.0000,2.5918,9.8729,0.0000,0.9299
26,54,24,0.9850,0.00004963,0.0000,3.2769,10.6697,0.0000,0.9141
27,37,8,0.9844,0.00004961,0.0000,4.5770,12.9022,0.0000,0.9180
28,84,27,0.9844,0.00004961,0.0000,3.4146,15.5254,0.0000,0.9178
29,50,10,0.9832,0.00004958,0.0000,4.4894,12.5958,0.0000,0.9187
30,32,8,0.9826,0.00004957,0.0000,3.3147,15.4813,0.0000,0.9219
31,36,11,0.9820,0.00004955,0.0000,4.3748,13.6007,0.0000,0.9062
32,37,9,0.9820,0.00004955,0.0000,3.4602,16.7441,0.0000,0.9062
33,128,15,0.9808,0.00004952,0.0000,3.7458,18.6837,0.0000,0.9271
34,59,38,0.9802,0.00004951,0.0000,3.6655,12.6289,0.0000,0.9235
35,52,21,0.9802,0.00004951,0.0000,3.4596,15.0080,0.0000,0.9241
36,40,19,0.9802,0.00004951,0.0000,3.9919,12.9037,0.0000,0.9128
37,43,34,0.9784,0.00004946,0.0000,3.1437,11.4429,0.0000,0.9292
38,55,14,0.9784,0.00004946,0.0000,3.6057,11.7999,0.0000,0.9375
39,56,29,0.9772,0.00004943,0.0000,3.4592,12.8817,0.0000,0.9256
40,73,27,0.9772,0.00004943,0.0000,3.5986,16.9380,0.0000,0.9259
41,118,13,0.9772,0.00004943,0.0000,4.5471,20.3333,0.0000,0.9183
42,62,22,0.9754,0.00004939,0.0000,4.0020,15.7593,0.0000,0.9105
43,55,11,0.9748,0.00004937,0.0000,3.8393,14.2513,0.0000,0.9347
44,122,19,0.9748,0.00004937,0.0000,3.4304,21.4702,0.0000,0.9178
45,75,24,0.9736,0.00004934,0.0000,3.9289,15.2589,0.0000,0.9323
46,44,35,0.9730,0.00004932,0.0000,3.7250,15.2692,0.0000,0.9223
47,78,14,0.9724,0.00004931,0.0000,3.6854,15.4917,0.0000,0.9286
48,32,20,0.9718,0.00004930,0.0000,3.8432,15.0705,0.0000,0.9313
49,35,8,0.9712,0.00004928,0.0000,5.4503,16.6580,0.0000,0.9258
50,97,50,0.9706,0.00004927,0.0000,3.8989,18.6228,0.0000,0.9200
51,57,12,0.9706,0.00004927,0.0000,5.1663,18.1645,0.0000,0.9193
52,40,24,0.9694,0.00004924,0.0000,3.7970,16.2888,0.0000,0.9323
53,53,11,0.9688,0.00004922,0.0000,3.5612,18.3354,0.0000,0.9545
54,39,22,0.9682,0.00004921,0.0000,4.0304,17.3472,0.0000,0.9247
55,60,39,0.9676,0.00004919,0.0000,3.9398,17.5703,0.0000,0.9391
56,85,26,0.9670,0.00004918,0.0000,4.1495,16.4006,0.0000,0.9291
57,88,27,0.9664,0.00004916,0.0000,3.7414,18.6923,0.0000,0.9282
58,83,17,0.9664,0.00004916,0.0000,3.8050,18.3888,0.0000,0.9357
59,59,14,0.9664,0.00004916,0.0000,4.0666,19.7405,0.0000,0.9241
60,70,29,0.9646,0.00004911,0.0000,4.4533,18.1722,0.0000,0.9235
61,57,29,0.9646,0.00004911,0.0000,4.0701,16.6451,0.0000,0.9267
62,203,47,0.9646,0.00004911,0.0000,3.8609,20.2252,0.0000,0.9315
63,61,11,0.9628,0.00004907,0.0000,4.1065,23.8231,0.0000,0.9233
64,75,12,0.9628,0.00004907,0.0000,4.6378,23.6516,0.0000,0.9219
65,33,8,0.9616,0.00004904,0.0000,4.3566,22.9074,0.0000,0.9258
