rollout,total_steps,avg_score,avg_steps,policy_loss,value_loss,entropy
481,985088,86.89,13.80,0.0158,4605.4062,0.8420
482,987136,87.36,13.40,0.0268,5506.6510,0.8561
483,989184,93.99,13.69,0.0121,7174.3672,0.8109
484,991232,80.55,13.65,0.0196,5580.4125,0.9448
485,993280,88.24,13.72,0.0164,5616.4280,0.9510
486,995328,94.77,14.17,0.0140,5808.9453,0.9949
487,997376,84.72,13.05,0.0225,5259.1460,1.0567
488,999424,79.31,13.14,0.0098,4797.7564,1.0671
489,1001472,85.47,13.49,0.0138,5895.8862,0.9739
490,1003520,97.44,14.20,0.0166,7139.3203,0.9522
491,1005568,91.88,13.70,0.0188,6443.4409,1.0141
492,1007616,77.87,12.88,0.0091,5825.2342,1.0135
493,1009664,91.06,13.45,0.0180,6684.6414,0.9526
494,1011712,86.45,13.50,0.0120,6896.6121,0.9104
495,1013760,91.75,13.41,0.0193,6582.8613,0.8983
496,1015808,86.60,13.34,0.0201,5393.1192,0.9110
497,1017856,86.78,13.64,0.0191,6898.6378,0.9260
498,1019904,105.70,14.66,0.0176,6717.7070,0.7719
499,1021952,67.65,12.33,0.0186,4187.8586,0.8821
500,1024000,80.14,12.87,0.0170,4972.1089,0.8640
501,1026048,86.56,13.30,0.0267,4665.9955,0.8431
502,1028096,80.85,13.10,0.0240,6060.1992,0.8651
503,1030144,73.88,12.24,0.0131,6001.8603,0.8977
504,1032192,92.13,13.82,0.0085,6531.0968,0.8947
505,1034240,76.24,12.89,0.0175,5314.7685,0.9654
506,1036288,94.84,13.64,0.0200,6701.3301,0.9453
507,1038336,98.90,14.54,0.0145,5521.3286,0.9729
508,1040384,90.97,13.84,0.0176,5960.4458,0.9710
509,1042432,102.16,14.47,0.0281,7485.9293,0.9097
510,1044480,90.57,13.63,0.0292,5876.3889,0.9336
511,1046528,108.90,14.32,0.0311,7761.8870,0.7829
512,1048576,87.52,13.79,0.0250,5954.6272,0.8103
513,1050624,83.07,13.19,0.0101,5694.2255,0.8503
514,1052672,76.78,12.86,0.0230,5692.2188,0.8337
515,1054720,91.40,13.57,0.0159,8249.1000,0.9080
516,1056768,84.79,13.04,0.0183,7231.9235,0.9149
517,1058816,79.56,13.30,0.0183,4576.7493,0.9780
518,1060864,82.42,12.94,0.0238,5066.1292,0.9489
519,1062912,89.09,13.70,0.0319,5017.3162,0.9228
520,1064960,85.08,13.34,0.0228,5101.4988,0.9988
521,1067008,80.15,12.76,0.0274,5718.0490,0.9726
522,1069056,88.53,13.16,0.0180,6052.7066,1.0658
523,1071104,70.32,12.32,0.0246,3478.2220,1.0299
524,1073152,95.42,13.83,0.0100,4620.9184,0.9581
525,1075200,82.91,13.33,0.0343,5683.4537,0.9506
526,1077248,88.41,13.54,0.0121,6054.9519,1.0270
527,1079296,87.02,13.79,0.0139,5511.3851,1.0552
528,1081344,93.02,13.86,0.0250,5442.8870,1.0783
529,1083392,94.22,14.05,0.0088,5577.5647,0.9915
530,1085440,79.04,12.99,0.0146,4894.9700,1.0232
531,1087488,88.68,13.49,0.0141,5752.2149,1.0029
532,1089536,86.83,13.46,0.0220,5113.7716,0.9871
533,1091584,83.45,13.09,0.0099,5395.5724,1.0013
534,1093632,96.72,13.90,0.0095,6645.2686,1.0249
535,1095680,87.40,13.66,0.0265,5362.7962,0.9983
536,1097728,88.99,13.65,0.0072,5386.9741,0.8986
537,1099776,84.83,13.49,0.0123,4822.8532,0.9252
538,1101824,84.81,13.41,0.0170,6475.5851,0.8836
539,1103872,86.24,13.38,0.0116,6132.2012,0.9344
540,1105920,81.24,13.34,0.0179,4769.1173,0.9545
541,1107968,87.82,13.73,0.0124,5119.3161,0.9471
542,1110016,86.59,13.27,0.0093,5877.2359,0.9542
543,1112064,86.33,13.46,0.0161,5883.4083,0.9659
544,1114112,83.49,13.13,0.0116,4875.1807,1.0273
545,1116160,89.05,13.42,0.0136,4995.5125,1.0079
546,1118208,96.43,13.67,0.0195,5889.9774,0.9599
547,1120256,76.77,12.67,0.0135,5620.9948,1.0292
548,1122304,82.91,13.07,0.0192,7108.0367,1.0109
549,1124352,87.24,13.24,0.0140,6402.6958,0.9826
550,1126400,85.73,13.07,0.0202,7585.6080,1.0587
551,1128448,82.82,13.03,0.0137,5915.2054,1.0872
552,1130496,90.44,13.73,0.0318,6080.8969,1.0765
553,1132544,84.56,13.06,0.0235,4360.4182,1.1322
554,1134592,85.93,13.34,0.0176,5305.6904,1.0848
555,1136640,74.32,12.38,0.0299,5204.8942,1.0310
556,1138688,80.81,13.09,0.0159,5246.0985,1.0586
557,1140736,82.33,13.11,0.0154,5456.4924,0.9992
558,1142784,90.54,13.58,0.0239,5963.1349,0.9266
559,1144832,83.64,13.13,0.0155,4899.1307,0.9947
560,1146880,85.08,13.34,0.0214,5578.2639,1.0596
561,1148928,88.62,13.64,0.0075,5378.5588,1.0326
562,1150976,88.58,13.42,0.0074,4979.2339,1.0504
563,1153024,98.32,13.70,0.0246,7634.3818,1.0404
564,1155072,79.48,13.06,0.0088,4669.7110,1.0789
565,1157120,96.08,14.11,0.0242,6200.2209,0.9259
566,1159168,94.23,13.68,0.0093,6956.5847,0.8908
567,1161216,90.04,13.75,0.0161,5514.3813,0.8892
568,1163264,100.74,14.24,0.0116,7346.9352,0.9367
569,1165312,98.33,14.15,0.0211,6601.1995,0.9329
570,1167360,75.82,12.90,0.0160,5118.5539,1.0420
571,1169408,95.84,14.16,0.0165,5860.3960,0.9518
572,1171456,93.81,13.65,0.0369,5947.5215,1.0249
573,1173504,73.77,12.24,0.0164,4779.1164,0.9982
574,1175552,89.77,13.46,0.0206,4997.6608,0.9670
575,1177600,79.91,13.02,0.0080,6330.4263,1.0279
576,1179648,86.76,13.39,0.0261,6027.6172,0.9946
577,1181696,98.54,13.75,0.0277,6125.1781,0.9353
578,1183744,92.46,14.06,0.0167,4508.0021,0.9350
579,1185792,98.21,13.93,0.0354,5375.6335,0.9502
580,1187840,90.00,13.16,0.0185,6591.3899,0.9378
581,1189888,93.09,13.91,0.0167,6002.2828,0.9581
582,1191936,74.00,12.92,0.0281,7957.7514,1.0564
583,1193984,90.59,13.79,0.0222,5631.9707,0.9383
584,1196032,77.06,13.08,0.0231,4631.0232,0.9447
585,1198080,92.92,13.53,0.0264,5834.3506,0.8904
586,1200128,86.35,13.36,0.0147,6615.1917,0.8576
587,1202176,87.23,13.84,0.0265,5166.7475,0.8930
588,1204224,85.32,13.42,0.0231,5962.3596,0.9145
589,1206272,93.98,13.93,0.0069,5426.7936,0.8423
590,1208320,85.80,13.45,0.0124,5345.5646,0.8490
591,1210368,91.22,13.68,0.0154,6273.7694,0.8556
592,1212416,89.74,13.54,0.0110,5384.2478,0.8810
593,1214464,84.57,13.28,0.0086,5152.0146,0.9405
594,1216512,88.27,13.84,0.0111,5940.2705,0.9031
595,1218560,82.57,13.31,0.0102,6416.4392,0.8935
596,1220608,89.41,13.72,0.0127,5957.0878,0.9081
597,1222656,96.45,13.96,0.0121,6116.9975,0.9170
598,1224704,78.41,13.39,0.0178,4244.5510,0.9594
599,1226752,84.55,13.22,0.0120,5639.4284,0.8950
600,1228800,83.95,13.11,0.0063,5448.4079,0.8927
601,1230848,100.44,14.24,0.0094,5941.7751,0.8562
602,1232896,80.35,12.98,0.0070,5714.3920,0.9012
603,1234944,79.99,12.58,0.0189,5322.7970,0.9358
604,1236992,88.87,13.23,0.0163,4993.9964,0.8931
605,1239040,89.14,13.14,0.0101,5189.0706,0.9272
606,1241088,93.47,13.98,0.0172,5766.2398,0.8835
607,1243136,94.71,13.81,0.0234,7229.1071,0.9017
608,1245184,80.57,13.14,0.0089,6037.3821,0.9783
609,1247232,85.07,13.20,0.0110,7642.6854,0.9724
610,1249280,85.92,13.00,0.0145,6976.7772,1.0001
611,1251328,81.89,13.37,0.0123,5461.5307,0.9927
612,1253376,92.70,13.74,0.0186,6637.8419,1.0259
613,1255424,72.23,12.70,0.0135,5229.7995,1.0288
614,1257472,91.34,13.55,0.0209,5870.5912,0.9463
615,1259520,88.13,13.67,0.0092,4296.0483,0.9594
616,1261568,84.09,13.62,0.0222,4053.6879,0.9404
617,1263616,82.43,13.26,0.0237,4079.5798,0.9310
618,1265664,97.17,13.84,0.0223,6580.7529,0.8934
619,1267712,92.19,13.76,0.0200,5410.3712,0.9478
620,1269760,93.17,13.74,0.0115,5890.0331,0.9214
621,1271808,91.62,14.28,0.0179,5003.6350,0.9189
622,1273856,104.06,15.05,0.0185,5548.1399,0.9118
623,1275904,90.00,13.80,0.0236,6091.1493,0.9605
624,1277952,96.75,14.49,0.0158,4632.0406,0.8623
625,1280000,87.12,13.59,0.0194,5717.4130,0.9440
626,1282048,94.21,13.50,0.0174,5701.9905,1.0255
627,1284096,76.57,12.45,0.0197,4422.5256,1.0480
628,1286144,89.41,13.67,0.0237,5166.4163,1.0671
629,1288192,84.75,13.46,0.0148,4653.3644,1.0203
630,1290240,77.25,12.78,0.0135,5789.5238,0.9555
631,1292288,102.65,14.60,0.0084,6701.1765,1.0109
632,1294336,87.78,13.36,0.0101,6153.3246,1.0427
633,1296384,87.60,13.52,0.0197,8345.1089,1.0282
634,1298432,87.66,13.46,0.0020,6488.7296,1.0185
635,1300480,74.77,12.61,0.0091,5050.9830,1.0636
636,1302528,83.11,13.54,0.0169,5639.5949,0.9408
637,1304576,99.39,13.98,0.0128,5382.2829,0.9377
638,1306624,100.46,14.62,0.0205,6196.7843,0.9386
639,1308672,89.37,13.48,0.0140,5274.1770,0.9263
640,1310720,86.26,13.10,0.0188,6333.6315,0.9257
641,1312768,88.86,13.75,0.0132,5721.5776,0.8410
642,1314816,83.09,13.38,0.0266,4629.6106,0.8259
643,1316864,88.57,13.90,0.0455,5163.2790,0.9573
644,1318912,100.25,14.08,0.0206,7732.7549,0.9524
645,1320960,95.14,13.89,0.0254,6628.9428,0.9023
646,1323008,96.18,14.51,0.0259,7141.8298,0.8856
647,1325056,94.98,13.72,0.0139,6970.7788,0.8956
648,1327104,86.60,13.71,0.0297,5290.4354,0.9338
649,1329152,90.27,13.55,0.0168,5158.9890,0.9723
650,1331200,86.16,13.50,0.0169,5363.0272,0.9859
651,1333248,91.43,14.17,0.0077,5269.2731,0.9375
652,1335296,88.35,13.69,0.0161,6900.9049,0.9488
653,1337344,113.49,14.82,0.0122,8270.6548,0.8821
654,1339392,89.58,13.68,0.0125,7099.6951,0.8821
655,1341440,100.54,14.46,0.0111,6447.8068,0.7848
656,1343488,90.30,13.23,0.0231,5666.1759,0.7755
657,1345536,93.97,14.15,0.0208,5922.1339,0.7051
658,1347584,95.02,14.05,0.0109,7854.5159,0.8020
659,1349632,94.78,13.79,0.0100,8007.7544,0.7952
660,1351680,84.61,13.46,0.0146,6294.1582,0.8783
661,1353728,94.56,14.27,0.0198,4969.5072,0.8567
662,1355776,90.07,13.29,0.0115,4956.5312,0.8263
663,1357824,81.65,13.20,0.0236,4578.5606,0.8307
664,1359872,110.22,14.70,0.0273,5674.2587,0.7633
665,1361920,90.13,13.91,0.0310,5863.1462,0.7286
666,1363968,98.91,14.42,0.0349,5802.8089,0.6183
667,1366016,110.45,15.01,0.0204,7037.0468,0.6125
668,1368064,96.26,13.95,0.0090,8007.7472,0.6858
669,1370112,104.43,14.71,0.0120,6437.4083,0.6757
670,1372160,96.94,14.09,0.0143,7804.8719,0.7042
671,1374208,111.42,14.63,0.0123,8514.9434,0.7281
672,1376256,83.59,13.72,0.0082,5153.5160,0.7832
673,1378304,97.11,14.09,0.0046,6847.2102,0.7785
674,1380352,92.56,13.97,0.0079,6492.7954,0.7661
675,1382400,104.01,14.43,0.0108,9704.7634,0.7601
676,1384448,96.19,14.11,0.0198,6044.9621,0.7685
677,1386496,106.19,14.77,0.0186,6496.8755,0.7821
678,1388544,103.01,14.41,0.0223,7254.3043,0.7868
679,1390592,96.51,14.39,0.0325,6465.9761,0.6867
680,1392640,90.16,13.93,0.0167,6233.8969,0.7992
681,1394688,102.44,14.40,0.0153,7245.5783,0.7210
682,1396736,98.98,14.19,0.0126,7948.5417,0.7455
683,1398784,82.49,13.32,0.0071,6701.5159,0.7770
684,1400832,90.99,13.71,0.0175,5952.6367,0.8136
685,1402880,90.02,13.89,0.0195,6732.2586,0.7779
686,1404928,84.15,13.53,0.0230,4609.8219,0.8264
687,1406976,83.53,13.52,0.0158,5035.5730,0.8488
688,1409024,89.24,13.93,0.0247,5004.4682,0.8316
689,1411072,84.81,13.42,0.0160,5030.3684,0.8769
690,1413120,97.44,14.22,0.0230,5201.3774,0.8350
691,1415168,91.68,13.71,0.0272,4580.2792,0.8405
692,1417216,90.10,14.15,0.0152,5328.9995,0.8073
693,1419264,95.46,14.08,0.0086,5724.7844,0.7609
694,1421312,84.88,13.84,0.0151,5036.7863,0.7367
695,1423360,83.61,13.37,0.0132,7049.5770,0.7327
696,1425408,104.03,14.25,0.0091,9911.5993,0.7435
697,1427456,94.38,13.78,0.0103,5843.1997,0.7197
698,1429504,102.41,14.76,0.0115,6070.1374,0.7233
699,1431552,84.58,13.58,0.0130,5803.3075,0.8576
700,1433600,98.84,14.10,0.0092,7379.0634,0.8275
701,1435648,92.68,14.21,0.0116,5210.0656,0.8456
702,1437696,93.73,14.11,0.0195,4748.0870,0.8673
703,1439744,89.12,13.85,0.0156,5780.8910,0.8395
704,1441792,100.26,14.30,0.0169,7163.7407,0.8528
705,1443840,93.83,14.47,0.0220,6393.1447,0.8388
706,1445888,86.56,13.44,0.0095,5504.4966,0.9185
707,1447936,88.75,13.40,0.0071,4123.0812,0.8939
708,1449984,91.62,13.92,0.0143,5156.4099,0.8100
709,1452032,93.24,13.86,0.0133,5466.1306,0.8313
710,1454080,112.62,15.24,0.0149,6548.4532,0.8405
711,1456128,96.48,14.13,0.0096,6520.0390,0.9518
712,1458176,96.40,14.44,0.0110,5614.9822,0.8662
713,1460224,111.58,14.60,0.0185,7719.3615,0.8546
714,1462272,96.21,14.19,0.0124,5776.6414,0.8482
715,1464320,105.78,14.88,0.0309,7269.2652,0.8629
716,1466368,97.40,14.38,0.0196,7155.2039,0.7359
717,1468416,92.97,14.13,0.0148,6476.1109,0.7413
718,1470464,107.09,15.16,0.0109,7224.8079,0.6885
719,1472512,91.60,13.77,0.0061,5941.0742,0.7801
720,1474560,120.25,15.49,0.0159,7250.8222,0.7091
721,1476608,92.69,13.98,0.0067,5892.6110,0.7630
722,1478656,102.04,14.61,0.0055,7169.4626,0.7159
723,1480704,96.69,14.27,0.0147,6889.5659,0.7675
724,1482752,84.08,13.58,0.0106,5941.2946,0.8110
725,1484800,96.96,14.20,0.0274,6280.2495,0.7366
726,1486848,97.94,13.98,0.0093,7604.1746,0.7481
727,1488896,95.56,14.09,0.0143,7026.4576,0.7718
728,1490944,99.26,15.01,0.0175,4958.6306,0.7612
729,1492992,95.73,14.36,0.0089,5234.4487,0.8135
730,1495040,97.54,14.26,0.0051,6338.6303,0.7912
731,1497088,95.60,14.39,0.0255,7568.1603,0.7532
732,1499136,110.14,15.09,0.0123,8108.6183,0.7046
733,1501184,92.59,14.03,0.0181,6471.1026,0.7540
734,1503232,86.81,13.45,0.0291,6145.3690,0.8313
735,1505280,102.04,14.30,0.0150,6535.2296,0.7561
736,1507328,91.73,13.92,0.0134,5667.7364,0.7818
737,1509376,103.55,14.36,0.0113,7226.9167,0.6739
738,1511424,118.23,15.77,0.0138,6769.7097,0.6720
739,1513472,101.34,14.56,0.0096,6240.1651,0.6431
740,1515520,94.81,14.06,0.0104,5978.2062,0.6149
741,1517568,115.01,15.28,0.0051,6630.6674,0.6104
742,1519616,101.20,14.53,0.0088,6633.1582,0.6276
743,1521664,108.64,15.16,0.0077,6957.2402,0.6480
744,1523712,104.53,14.56,0.0162,8034.1015,0.6578
745,1525760,106.31,14.81,0.0175,7350.8586,0.6895
746,1527808,93.01,14.01,0.0086,6457.3358,0.6439
747,1529856,100.43,14.68,0.0131,6368.8112,0.6118
748,1531904,113.88,15.23,0.0157,5793.2622,0.5623
749,1533952,100.54,14.72,0.0220,5895.9577,0.5286
750,1536000,103.17,14.84,0.0112,5792.9977,0.5440
751,1538048,92.50,14.47,0.0206,5501.1667,0.5777
752,1540096,111.20,14.95,0.0310,7722.3830,0.6076
753,1542144,97.15,14.53,0.0135,6156.9426,0.5947
754,1544192,121.77,15.23,0.0185,8671.3033,0.5927
755,1546240,100.89,14.51,0.0195,7723.6080,0.5535
756,1548288,97.29,14.23,0.0121,6653.3643,0.6048
757,1550336,105.42,14.46,0.0113,6156.8204,0.5938
758,1552384,87.53,13.93,0.0084,5999.8555,0.5548
759,1554432,106.17,14.72,0.0074,6435.2950,0.4939
760,1556480,110.28,14.96,0.0081,8384.0649,0.4808
761,1558528,108.13,14.99,0.0158,7802.9295,0.4939
762,1560576,120.76,15.90,0.0083,9545.2653,0.4544
763,1562624,99.67,14.92,0.0197,7501.4281,0.4674
764,1564672,90.41,13.85,0.0178,8126.4068,0.4249
765,1566720,105.81,14.99,0.0131,7654.3123,0.3433
766,1568768,104.27,14.94,0.0072,7045.0883,0.3976
767,1570816,121.82,15.56,0.0134,8813.1560,0.3958
768,1572864,94.15,13.91,0.0121,6965.9919,0.4339
769,1574912,97.73,14.38,0.0103,6848.5986,0.4361
770,1576960,92.10,13.52,0.0283,6060.8759,0.4454
771,1579008,93.29,13.89,0.0047,5529.7902,0.4420
772,1581056,105.68,14.62,0.0116,6618.7569,0.4841
773,1583104,96.33,14.39,0.0173,6421.5846,0.4664
774,1585152,94.88,13.76,0.0149,5259.2142,0.5111
775,1587200,96.88,14.19,0.0103,6409.7196,0.4971
776,1589248,98.07,14.27,0.0076,6193.8409,0.4937
777,1591296,114.55,15.33,0.0206,7180.2727,0.4826
778,1593344,106.80,14.86,0.0149,8024.1392,0.4848
779,1595392,108.19,15.10,0.0216,6529.3789,0.5005
780,1597440,99.26,14.24,0.0161,6481.3851,0.5459
781,1599488,107.27,14.74,0.0084,8395.2471,0.4668
782,1601536,93.76,14.32,0.0071,6789.4656,0.5115
783,1603584,89.88,14.10,0.0085,5560.9002,0.5276
784,1605632,104.67,14.70,0.0100,4813.6159,0.5477
785,1607680,103.39,14.65,0.0148,5780.5444,0.5708
786,1609728,108.00,14.69,0.0073,7079.9912,0.5146
787,1611776,106.62,14.72,0.0073,6741.8709,0.5172
788,1613824,94.50,14.07,0.0040,6279.1279,0.5165
789,1615872,100.73,14.43,0.0185,6970.8263,0.5380
790,1617920,101.15,14.61,0.0204,7191.1477,0.4575
791,1619968,91.43,14.11,0.0145,6910.7106,0.4482
792,1622016,88.77,13.86,0.0221,6564.7857,0.3736
793,1624064,101.40,14.47,0.0090,6990.3097,0.4194
794,1626112,101.87,14.57,0.0130,5938.2597,0.4691
795,1628160,100.81,14.49,0.0166,7702.1435,0.3795
796,1630208,104.33,14.15,0.0109,9570.7195,0.4170
797,1632256,113.32,15.35,0.0011,12977.3942,0.4139
798,1634304,102.51,14.82,0.0052,9341.8825,0.4488
799,1636352,121.60,15.82,0.0130,8616.4309,0.3799
800,1638400,115.40,15.48,0.0128,8027.9889,0.4349
801,1640448,92.02,14.15,0.0088,5745.1343,0.4642
802,1642496,101.97,14.46,0.0099,6125.2518,0.4372
803,1644544,98.28,14.42,0.0139,6055.3515,0.5175
804,1646592,104.91,14.77,0.0109,7242.0121,0.5059
805,1648640,108.89,14.80,0.0096,7779.4806,0.4632
806,1650688,91.97,14.04,0.0117,7593.7353,0.5068
807,1652736,112.95,15.25,0.0089,8280.6706,0.4729
808,1654784,103.35,14.42,0.0103,7007.4232,0.5119
809,1656832,101.51,14.17,0.0240,8443.1696,0.4848
810,1658880,91.60,14.06,0.0181,5773.4553,0.5071
811,1660928,95.38,14.05,0.0123,7389.5002,0.5189
812,1662976,114.14,15.12,0.0108,6358.5703,0.5069
813,1665024,96.52,14.29,0.0085,5960.3152,0.5324
814,1667072,116.22,15.25,0.0063,7276.3048,0.5051
815,1669120,102.45,14.39,0.0124,5592.8029,0.5249
816,1671168,99.72,14.04,0.0086,7165.3693,0.5299
817,1673216,95.80,14.30,0.0085,6353.1860,0.5520
818,1675264,100.66,14.84,0.0125,5716.4153,0.5130
819,1677312,97.14,14.13,0.0143,6421.0285,0.5268
820,1679360,106.44,14.62,0.0137,7060.6111,0.4556
821,1681408,106.09,14.83,0.0138,7908.8153,0.4188
822,1683456,100.90,14.61,0.0122,6717.0880,0.3496
823,1685504,108.48,14.25,0.0113,7938.1103,0.3283
824,1687552,107.42,15.30,0.0060,6111.0303,0.3453
825,1689600,113.40,15.07,0.0243,8259.0435,0.3694
826,1691648,93.28,14.15,0.0811,6675.0393,0.3154
827,1693696,105.88,14.79,0.0058,5555.9602,0.2692
828,1695744,104.37,14.62,0.0076,5611.2520,0.2866
829,1697792,101.23,14.43,0.0159,6364.6744,0.2799
830,1699840,103.30,14.11,0.0042,6806.7822,0.2815
831,1701888,101.02,14.53,0.0115,6041.9781,0.3373
832,1703936,108.54,15.05,0.0175,7755.9905,0.2964
833,1705984,92.44,13.66,0.0227,6781.4962,0.3231
834,1708032,104.82,14.99,0.0113,5597.0952,0.3018
835,1710080,104.93,14.95,0.0192,6239.0615,0.3214
836,1712128,97.28,14.61,0.0147,6728.1071,0.2944
837,1714176,101.94,14.68,0.0059,6185.6169,0.2908
838,1716224,106.46,14.83,0.0170,8515.5231,0.3082
839,1718272,117.33,15.47,0.0045,7776.4575,0.3167
840,1720320,85.17,13.63,0.0100,6253.1755,0.3099
841,1722368,95.49,14.16,0.0115,5554.2091,0.2884
842,1724416,98.54,14.37,0.0141,5849.0875,0.3166
843,1726464,114.44,15.38,0.0097,7550.5631,0.2837
844,1728512,112.46,15.22,0.0084,7314.0157,0.2936
845,1730560,105.16,14.99,0.0053,8393.6707,0.2745
846,1732608,98.12,14.20,0.0127,8086.6802,0.3040
847,1734656,102.05,14.86,0.0114,8049.6409,0.2182
848,1736704,105.67,14.67,0.0087,7117.2160,0.2075
849,1738752,97.14,14.18,0.0075,6069.9304,0.2254
850,1740800,102.94,14.51,0.0044,6722.7939,0.2463
851,1742848,97.95,14.42,0.0021,5949.8760,0.2876
852,1744896,93.05,13.94,0.0072,6446.8833,0.2924
853,1746944,112.57,15.01,0.0065,7724.9351,0.2841
854,1748992,102.90,15.12,0.0092,6288.7641,0.3000
855,1751040,108.23,14.83,0.0111,7484.4684,0.2804
856,1753088,104.62,14.74,0.0089,7379.6537,0.3048
857,1755136,109.13,14.93,0.0114,6930.5688,0.2731
858,1757184,104.35,14.77,0.0154,6913.5009,0.2353
859,1759232,101.92,14.81,0.0022,7271.8234,0.2504
860,1761280,109.15,15.00,0.0108,7016.4961,0.2431
861,1763328,100.27,14.81,0.0119,6961.4019,0.2661
862,1765376,106.02,14.73,0.0094,6886.9087,0.2298
863,1767424,119.27,15.88,0.0217,9167.3603,0.2019
864,1769472,113.59,15.40,0.0096,5845.0422,0.2137
865,1771520,101.72,14.57,0.0018,6678.7711,0.2261
866,1773568,94.40,14.09,0.0067,7062.3495,0.2303
867,1775616,99.57,14.80,0.0137,6017.8019,0.2534
868,1777664,110.16,15.09,0.0072,7286.6034,0.2394
869,1779712,102.83,14.37,0.0126,7093.2603,0.2375
870,1781760,108.83,15.07,0.0180,7576.3098,0.2305
871,1783808,104.52,14.66,0.0042,7689.5421,0.2104
872,1785856,117.92,15.74,0.0054,6938.6173,0.2008
873,1787904,91.45,13.87,0.0136,6556.1110,0.2334
874,1789952,97.10,14.04,0.0071,6794.1736,0.1781
875,1792000,95.11,14.53,0.0093,7007.8203,0.1920
876,1794048,96.06,14.28,0.0097,7459.2971,0.2056
877,1796096,112.17,15.56,0.0043,7246.3338,0.2023
878,1798144,92.76,13.96,0.0204,6644.3532,0.2039
879,1800192,100.25,14.03,0.0068,6498.1432,0.1753
880,1802240,92.42,14.21,0.0073,5769.9011,0.1906
881,1804288,94.15,14.27,0.0034,5178.1090,0.2090
882,1806336,108.29,14.82,0.0035,6167.2234,0.1985
883,1808384,104.93,14.72,0.0026,5741.7868,0.2050
884,1810432,105.88,14.95,0.0036,6551.0981,0.2045
885,1812480,105.77,14.55,0.0064,5947.4594,0.2053
886,1814528,101.75,14.85,0.0035,6267.0333,0.2203
887,1816576,106.79,14.89,0.0053,6716.2936,0.2166
888,1818624,100.78,14.43,0.0077,7863.0077,0.2388
889,1820672,95.69,14.13,0.0056,7103.7260,0.2385
890,1822720,111.75,15.53,0.0094,7942.8554,0.1742
891,1824768,121.08,15.46,0.0071,7611.1762,0.1648
892,1826816,111.32,15.08,0.0027,7594.6833,0.1875
893,1828864,112.01,15.01,0.0016,7642.4440,0.1872
894,1830912,108.58,15.16,0.0035,7411.5912,0.1794
895,1832960,116.36,15.39,0.0066,7367.5574,0.2081
896,1835008,108.67,14.98,0.0009,7103.6901,0.2049
897,1837056,105.22,14.92,0.0034,8802.4939,0.2158
898,1839104,100.67,14.51,0.0017,7119.9664,0.2039
899,1841152,100.47,14.65,0.0039,5927.4306,0.1995
900,1843200,107.14,14.91,0.0104,6853.3439,0.1959
901,1845248,107.39,15.15,0.0057,5919.9879,0.1830
902,1847296,107.66,15.02,0.0041,6758.6656,0.1512
903,1849344,108.00,14.91,0.0229,6878.4170,0.1712
904,1851392,99.00,14.12,0.0035,6640.5729,0.1690
905,1853440,112.22,15.42,0.0106,5647.9266,0.1783
906,1855488,120.36,15.34,0.0113,8181.5715,0.1732
907,1857536,100.99,14.36,0.0070,6480.7468,0.1472
908,1859584,128.17,15.90,0.0101,8314.5898,0.1423
909,1861632,112.35,15.41,0.0125,8457.8836,0.1497
910,1863680,103.54,15.10,0.0068,7616.1881,0.1670
911,1865728,115.31,15.49,0.0071,7653.4114,0.1474
912,1867776,113.81,15.29,0.0052,8559.3015,0.1214
913,1869824,132.84,16.40,0.0088,9969.1751,0.1256
914,1871872,125.87,16.29,0.0071,10731.9719,0.1325
915,1873920,113.91,15.40,0.0054,7967.6501,0.1377
916,1875968,108.63,14.70,0.0062,6954.5808,0.1444
917,1878016,111.01,15.51,0.0112,7097.9332,0.1414
918,1880064,129.66,16.37,0.0064,10263.1168,0.1369
919,1882112,112.26,15.34,0.0121,9882.7591,0.1359
920,1884160,122.52,15.83,0.0008,9350.6871,0.1489
921,1886208,120.22,15.86,0.0070,9975.7229,0.1470
922,1888256,112.11,15.00,0.0049,7411.6956,0.1507
923,1890304,126.33,15.85,0.0073,8754.1978,0.1397
924,1892352,116.16,15.86,0.0036,8652.3301,0.1532
925,1894400,137.57,16.99,0.0077,9066.8643,0.1325
926,1896448,131.39,15.96,0.0018,8403.5708,0.1132
927,1898496,127.27,16.56,0.0053,8708.3859,0.1162
928,1900544,126.82,16.14,0.0020,9524.2664,0.1270
929,1902592,125.39,15.77,0.0059,9531.7349,0.1244
930,1904640,111.51,15.73,0.0035,7636.3468,0.1243
931,1906688,115.24,15.41,0.0072,7342.8523,0.1322
932,1908736,129.21,15.63,0.0038,12484.9212,0.1402
933,1910784,118.57,15.82,0.0085,8104.8711,0.1420
934,1912832,105.84,15.16,0.0073,7861.0881,0.1638
935,1914880,106.76,14.96,0.0036,6881.7067,0.1501
936,1916928,114.04,15.01,0.0043,7860.3620,0.1507
937,1918976,116.04,15.89,0.0085,6704.6922,0.1336
938,1921024,105.19,14.93,0.0065,7654.7450,0.1339
939,1923072,120.59,15.71,0.0051,8130.6143,0.1429
940,1925120,119.28,15.66,0.0079,8909.4194,0.1453
941,1927168,138.96,17.14,0.0065,8769.9931,0.1424
942,1929216,119.10,16.12,0.0067,7565.0745,0.1530
943,1931264,111.73,15.45,0.0100,6724.2812,0.1377
944,1933312,107.81,15.35,0.0065,7499.3253,0.1443
945,1935360,111.23,15.55,0.0055,6831.1301,0.1404
