episode,score,steps,epsilon,lr,beta,loss,avg_v,grad_norm,clear_frac
1,93,18,1.0000,0.00005000,0.0000,0.0000,10.0967,0.0000,0.0000
2,43,11,1.0000,0.00005000,0.0000,0.0000,5.6579,0.0000,0.0000
3,38,10,0.9999,0.00005000,0.0000,5.7738,3.7789,0.0000,0.9414
4,34,8,0.9999,0.00005000,0.0000,5.4573,6.8777,0.0000,0.9492
5,126,16,0.9999,0.00005000,0.0000,5.8770,15.3207,0.0000,0.9414
6,38,10,0.9999,0.00005000,0.0000,5.5402,7.2265,0.0000,0.9594
7,34,9,0.9998,0.00005000,0.0000,3.6598,6.4701,0.0000,0.9583
8,42,11,0.9998,0.00005000,0.0000,3.3950,10.2919,0.0000,0.9631
9,36,9,0.9998,0.00004999,0.0000,2.7651,10.0705,0.0000,0.9722
10,27,6,0.9998,0.00004999,0.0000,3.0687,10.3477,0.0000,0.9635
11,43,9,0.9998,0.00004999,0.0000,2.6477,10.2699,0.0000,0.9618
12,39,11,0.9997,0.00004999,0.0000,3.3468,8.9137,0.0000,0.9432
13,91,15,0.9997,0.00004999,0.0000,2.7440,12.6143,0.0000,0.9458
14,95,20,0.9997,0.00004999,0.0000,3.0710,15.2893,0.0000,0.9563
15,71,13,0.9997,0.00004999,0.0000,3.4541,9.6816,0.0000,0.9399
16,38,10,0.9996,0.00004999,0.0000,2.9158,9.1044,0.0000,0.9500
17,59,9,0.9996,0.00004999,0.0000,3.6850,13.1539,0.0000,0.9514
18,37,10,0.9996,0.00004999,0.0000,2.9087,10.0211,0.0000,0.9500
19,83,14,0.9996,0.00004999,0.0000,3.0977,11.4984,0.0000,0.9487
20,37,10,0.9996,0.00004999,0.0000,4.1529,7.8614,0.0000,0.9250
21,58,13,0.9995,0.00004999,0.0000,3.7540,9.3865,0.0000,0.9183
22,30,8,0.9995,0.00004999,0.0000,4.2012,10.5771,0.0000,0.9062
23,40,11,0.9995,0.00004999,0.0000,3.2377,9.7380,0.0000,0.9318
24,85,14,0.9995,0.00004999,0.0000,3.7639,13.1446,0.0000,0.9219
25,76,14,0.9994,0.00004999,0.0000,3.7076,10.3610,0.0000,0.9263
26,87,16,0.9994,0.00004999,0.0000,3.9267,11.4636,0.0000,0.9297
27,44,12,0.9994,0.00004998,0.0000,3.0867,8.6146,0.0000,0.9349
28,41,10,0.9994,0.00004998,0.0000,3.0321,9.4104,0.0000,0.9437
29,283,24,0.9993,0.00004998,0.0000,3.3397,20.9606,0.0000,0.9349
30,33,9,0.9993,0.00004998,0.0000,4.0900,9.9056,0.0000,0.9167
31,193,19,0.9993,0.00004998,0.0000,4.1101,15.4128,0.0000,0.9359
32,70,8,0.9993,0.00004998,0.0000,2.5706,13.2989,0.0000,0.9375
33,93,16,0.9993,0.00004998,0.0000,3.4250,15.5370,0.0000,0.9375
34,28,7,0.9992,0.00004998,0.0000,3.4953,8.4461,0.0000,0.9330
35,26,8,0.9992,0.00004998,0.0000,2.6585,7.7740,0.0000,0.9414
36,129,18,0.9992,0.00004998,0.0000,3.8011,11.7096,0.0000,0.9219
