episode,score,steps,epsilon,loss,avg_v
41872,225,23,0.1000,57.5584,1130.7344
41873,106,18,0.1000,41.6276,1120.4890
41874,167,17,0.1000,54.3968,1117.9886
41875,229,19,0.1000,45.3515,1134.1604
41876,339,25,0.1000,41.2809,1121.4736
41877,63,13,0.1000,35.9843,1054.0974
41878,518,40,0.1000,47.7094,1120.9285
41879,625,37,0.1000,42.7470,1130.3782
41880,40,10,0.1000,50.6864,1064.1576
41881,46,8,0.1000,44.3757,1090.0977
41882,822,39,0.1000,45.9855,1111.9685
41883,757,38,0.1000,47.3309,1099.3873
41884,121,14,0.1000,60.4735,1106.2271
41885,34,9,0.1000,55.3268,1110.8166
41886,500,36,0.1000,45.0950,1126.8046
41887,669,27,0.1000,48.8142,1130.9798
41888,114,15,0.1000,43.3488,1092.9175
41889,1947,101,0.1000,48.8701,1142.6753
41890,100,12,0.1000,47.6648,1118.6960
41891,44,12,0.1000,71.8185,1085.7572
41892,71,12,0.1000,59.4137,1113.3688
41893,494,38,0.1000,44.2367,1121.8197
41894,171,18,0.1000,55.4119,1102.7988
41895,289,22,0.1000,38.7167,1120.0253
41896,33,7,0.1000,51.1580,1082.2794
41897,101,15,0.1000,47.6336,1102.1205
41898,73,13,0.1000,40.0271,1122.0389
41899,99,15,0.1000,47.1832,1100.5850
41900,883,40,0.1000,61.7703,1137.8670
41901,52,10,0.1000,39.9725,1088.2308
41902,453,23,0.1000,49.3383,1076.7846
41903,821,47,0.1000,50.7703,1115.8198
41904,235,20,0.1000,55.2720,1091.5073
41905,98,16,0.1000,66.4707,1107.3960
41906,461,25,0.1000,61.8361,1132.2935
41907,122,18,0.1000,44.8452,1116.6654
41908,78,14,0.1000,48.3410,1083.7775
41909,54,11,0.1000,50.8951,1094.6484
41910,90,14,0.1000,55.8441,1056.4499
41911,423,32,0.1000,46.7613,1129.3106
41912,36,8,0.1000,52.7382,963.1289
41913,295,22,0.1000,46.7567,1094.4292
41914,59,12,0.1000,48.7476,1098.5522
41915,947,66,0.1000,51.9344,1114.6092
41916,192,20,0.1000,51.5709,1131.0744
41917,130,19,0.1000,48.0043,1084.6546
41918,44,10,0.1000,52.1943,1113.8308
41919,114,14,0.1000,53.0599,1113.7971
41920,51,11,0.1000,39.5445,1094.2330
41921,73,12,0.1000,52.0513,1110.8565
41922,46,10,0.1000,44.2080,1103.8774
41923,492,30,0.1000,46.3485,1099.7334
41924,36,9,0.1000,35.4440,1103.8125
41925,229,18,0.1000,58.4671,1115.0199
41926,56,14,0.1000,61.9123,1022.3745
41927,297,25,0.1000,51.4317,1120.6091
41928,168,23,0.1000,51.3976,1118.9322
41929,170,17,0.1000,45.0293,1121.2435
41930,78,12,0.1000,51.0804,1079.8952
41931,180,18,0.1000,65.3140,1128.1752
41932,30,6,0.1000,59.0067,1082.0532
41933,165,17,0.1000,53.1297,1106.1324
41934,104,17,0.1000,55.6954,1106.0886
41935,162,14,0.1000,60.7609,1110.6761
41936,38,8,0.1000,48.2323,1004.7684
41937,43,13,0.1000,43.3591,1091.3498
41938,272,26,0.1000,46.8771,1105.6619
41939,124,16,0.1000,49.1924,1108.7609
41940,72,12,0.1000,60.6296,1112.0535
41941,39,9,0.1000,29.8123,1078.0225
41942,26,7,0.1000,58.5470,1101.7632
41943,458,29,0.1000,47.8757,1118.6142
41944,60,13,0.1000,34.2882,1102.2336
41945,231,20,0.1000,48.5014,1135.0723
41946,458,27,0.1000,39.1488,1122.3604
41947,34,8,0.1000,59.3706,1080.1902
41948,66,13,0.1000,34.1274,1114.0529
41949,78,11,0.1000,41.0914,1102.0128
41950,232,26,0.1000,38.5931,1125.0521
41951,249,26,0.1000,39.2299,1124.2178
41952,64,15,0.1000,51.6378,1099.5720
41953,55,12,0.1000,52.7966,1103.2745
41954,60,12,0.1000,49.0593,1125.6840
41955,161,21,0.1000,43.5257,1120.2874
41956,56,10,0.1000,47.3246,1111.0511
41957,217,23,0.1000,46.4670,1122.9512
41958,40,10,0.1000,57.3148,1090.4376
41959,39,11,0.1000,47.6855,1103.4816
41960,104,16,0.1000,39.4410,1119.0295
41961,78,14,0.1000,39.5526,1109.1375
41962,70,13,0.1000,47.4597,1101.9965
41963,159,20,0.1000,40.9907,1091.6446
41964,26,6,0.1000,61.5315,1101.8271
41965,325,28,0.1000,45.7206,1117.5107
41966,55,10,0.1000,58.7548,1101.1136
41967,86,15,0.1000,43.5853,1114.9586
41968,116,15,0.1000,36.1093,1118.2926
41969,367,25,0.1000,45.1342,1097.3491
41970,331,28,0.1000,40.0538,1123.7034
41971,100,16,0.1000,51.2255,1129.4779
41972,33,10,0.1000,35.7302,1102.0032
41973,476,28,0.1000,45.8877,1139.2974
41974,87,15,0.1000,37.7162,1114.6736
41975,279,23,0.1000,45.8593,1117.6651
41976,209,23,0.1000,43.8632,1112.5337
41977,40,9,0.1000,61.3737,1120.9189
41978,41,11,0.1000,38.1402,1100.3578
41979,114,14,0.1000,58.6099,1058.1085
41980,37,9,0.1000,42.4770,1117.1515
41981,81,13,0.1000,40.6561,1123.3318
41982,51,11,0.1000,48.2752,1108.2423
41983,39,9,0.1000,59.5490,1077.9469
41984,16,4,0.1000,42.6461,1081.7274
41985,54,12,0.1000,41.8397,1101.3006
41986,446,21,0.1000,45.4834,1113.4092
41987,51,11,0.1000,45.3415,1118.5116
41988,115,16,0.1000,55.0941,1109.4486
41989,82,12,0.1000,47.7036,1112.1575
41990,88,14,0.1000,39.4492,1038.0772
41991,367,22,0.1000,49.5391,1119.2560
41992,356,21,0.1000,40.3137,1113.6869
41993,45,12,0.1000,66.9193,1105.9187
41994,120,14,0.1000,62.4475,1143.0995
41995,46,9,0.1000,47.3267,1095.5935
41996,215,19,0.1000,45.3013,1096.8482
41997,109,12,0.1000,41.3727,1108.6954
41998,147,19,0.1000,41.6501,1121.9080
41999,71,12,0.1000,40.0658,1122.3970
42000,56,11,0.1000,37.1984,1101.2189
42001,266,28,0.1000,46.3375,1142.7562
42002,611,45,0.1000,48.4651,1138.2979
42003,86,14,0.1000,49.4957,1117.5515
42004,328,29,0.1000,43.8895,1090.7853
42005,54,10,0.1000,30.9219,1106.4633
42006,24,7,0.1000,25.6011,1095.0341
42007,79,16,0.1000,34.8576,1135.9158
42008,247,22,0.1000,48.8075,1137.3088
42009,57,12,0.1000,47.1558,1111.9605
42010,184,19,0.1000,54.5087,1130.4130
42011,164,17,0.1000,59.7740,1119.8004
42012,218,22,0.1000,39.9677,1132.4284
42013,34,8,0.1000,59.2422,1138.7399
42014,41,12,0.1000,61.5146,1124.6060
42015,285,20,0.1000,37.9586,1116.3582
42016,58,13,0.1000,43.3963,1089.7692
42017,87,15,0.1000,47.1184,1097.6130
42018,107,15,0.1000,46.3771,1097.3220
42019,70,12,0.1000,39.2741,1115.3366
42020,38,10,0.1000,46.7369,1100.8597
42021,907,34,0.1000,35.7929,1137.3490
42022,623,33,0.1000,51.7466,1113.0174
42023,653,28,0.1000,48.6112,1115.3558
42024,54,13,0.1000,41.5588,1094.1882
42025,121,16,0.1000,64.5966,1102.8637
42026,134,18,0.1000,45.6517,1113.6000
42027,81,17,0.1000,60.2355,1091.4514
42028,246,19,0.1000,46.8945,1101.7763
42029,40,10,0.1000,51.1422,1106.9067
42030,74,14,0.1000,44.0553,1123.6177
42031,33,9,0.1000,42.0706,1120.0507
42032,319,27,0.1000,43.7096,1123.7311
42033,105,17,0.1000,44.5603,1114.9466
42034,31,8,0.1000,39.6363,1096.6868
42035,87,16,0.1000,60.9355,1032.4560
42036,236,21,0.1000,34.2854,1117.1420
42037,82,15,0.1000,57.5144,1126.4158
42038,56,11,0.1000,46.6079,1104.1890
42039,115,11,0.1000,43.7135,1070.7138
42040,41,11,0.1000,39.3215,1112.0334
42041,93,14,0.1000,41.8415,1139.5804
42042,53,13,0.1000,41.1952,1104.7814
42043,60,12,0.1000,32.6923,1134.2436
42044,472,28,0.1000,42.2113,1127.9662
42045,666,28,0.1000,53.9845,1156.6240
42046,118,15,0.1000,48.9414,1086.8922
42047,60,14,0.1000,49.6784,1090.6662
42048,104,16,0.1000,36.8511,1113.5894
42049,60,11,0.1000,50.8281,1133.6728
42050,43,9,0.1000,46.9892,1108.9387
42051,180,16,0.1000,29.2737,1121.5111
42052,82,12,0.1000,39.3419,1054.5328
42053,368,21,0.1000,46.1893,1123.4468
42054,44,8,0.1000,31.0264,1113.6614
42055,55,12,0.1000,52.8898,1102.3696
42056,64,14,0.1000,48.4280,1111.4801
42057,148,21,0.1000,43.8999,1113.5432
42058,122,17,0.1000,43.4522,1112.6899
42059,301,25,0.1000,46.2186,1114.4113
42060,41,10,0.1000,44.3664,1111.3946
42061,120,18,0.1000,50.5553,1115.2391
42062,122,14,0.1000,45.9737,1102.1745
42063,249,25,0.1000,41.5040,1124.9067
42064,1178,46,0.1000,46.5030,1138.2908
42065,389,28,0.1000,55.1876,1132.8817
42066,84,13,0.1000,61.7250,1125.7526
42067,42,10,0.1000,69.3856,1105.5170
42068,54,11,0.1000,41.3188,1089.2733
42069,108,18,0.1000,38.2723,1125.7308
42070,159,18,0.1000,37.8642,1126.4046
42071,77,14,0.1000,65.2817,1116.2595
42072,793,31,0.1000,52.7204,1114.6780
42073,512,40,0.1000,45.3935,1089.4862
42074,250,27,0.1000,44.8514,1130.7963
42075,35,10,0.1000,46.3555,1141.6386
42076,34,9,0.1000,52.5027,1106.6604
42077,184,22,0.1000,54.0459,1113.4011
42078,225,18,0.1000,53.9810,1078.8629
42079,332,30,0.1000,40.1122,1125.6247
42080,127,18,0.1000,45.3317,1120.1748
42081,40,11,0.1000,60.6808,1086.9013
42082,105,16,0.1000,46.4534,1136.1219
42083,235,21,0.1000,47.7145,1132.2079
42084,228,24,0.1000,55.3945,1132.0602
42085,186,24,0.1000,52.0826,1142.4241
42086,671,30,0.1000,49.1438,1154.0077
42087,59,13,0.1000,42.4201,1134.8232
42088,171,16,0.1000,40.8525,1098.6981
42089,81,13,0.1000,38.4899,1124.5366
42090,462,27,0.1000,46.4747,1152.1063
42091,444,30,0.1000,31.8448,1150.7823
42092,104,13,0.1000,51.1554,1117.3401
42093,99,14,0.1000,50.5447,1142.7791
42094,157,16,0.1000,49.2848,1151.1778
42095,1035,32,0.1000,49.0687,1117.0144
42096,1511,61,0.1000,55.8456,1142.9313
42097,136,17,0.1000,43.5670,1083.8922
42098,31,6,0.1000,56.5660,1111.1589
42099,62,12,0.1000,44.8335,1132.9761
42100,41,9,0.1000,35.7710,1106.0531
42101,268,26,0.1000,45.4063,1136.3073
42102,410,24,0.1000,50.8552,1148.8462
42103,239,21,0.1000,42.6984,1137.5750
42104,39,11,0.1000,30.3271,1009.7973
42105,577,27,0.1000,49.1880,1133.9142
42106,117,14,0.1000,49.9947,1126.2694
42107,218,19,0.1000,53.0863,1124.6630
42108,40,10,0.1000,38.9086,1122.5952
42109,59,12,0.1000,55.6866,1120.9863
42110,54,11,0.1000,47.6763,1131.8886
42111,46,12,0.1000,43.3154,1110.0132
42112,494,26,0.1000,41.4204,1119.6309
42113,59,12,0.1000,28.6338,1119.0922
42114,60,12,0.1000,50.3632,1131.7609
42115,361,28,0.1000,48.2558,1125.2776
42116,277,27,0.1000,46.8780,1134.0008
42117,143,16,0.1000,48.1022,1119.7526
42118,441,30,0.1000,53.7558,1118.0974
42119,44,11,0.1000,48.2595,1102.3406
42120,118,16,0.1000,45.0396,1138.3682
42121,111,21,0.1000,62.1525,1135.9263
42122,33,9,0.1000,51.2700,1105.6286
42123,48,12,0.1000,42.6958,1111.9948
42124,1170,33,0.1000,44.3879,1151.6561
42125,34,9,0.1000,52.1419,1123.5166
42126,218,18,0.1000,41.5844,1153.9878
42127,74,13,0.1000,34.5751,1129.6698
42128,249,24,0.1000,55.1368,1136.3760
42129,45,11,0.1000,45.3275,1133.9250
42130,73,15,0.1000,48.0031,1119.2486
42131,101,17,0.1000,43.7719,1127.4275
42132,38,10,0.1000,41.1429,1112.4320
42133,331,21,0.1000,44.6927,1165.9753
42134,294,20,0.1000,50.5007,1134.3703
42135,51,10,0.1000,49.9270,1131.7093
42136,335,27,0.1000,48.5202,1163.8881
42137,342,30,0.1000,49.9854,1135.3143
42138,63,14,0.1000,40.9517,1099.9684
42139,39,10,0.1000,44.6022,1126.5277
42140,114,12,0.1000,41.5074,1124.9119
42141,92,14,0.1000,46.4765,1141.3778
42142,55,12,0.1000,47.2172,1123.0184
42143,463,36,0.1000,52.0498,1142.3024
42144,63,13,0.1000,48.6324,1133.3165
42145,74,12,0.1000,45.5303,1129.3439
42146,81,14,0.1000,42.2043,1119.2926
42147,115,15,0.1000,56.1723,1106.6224
42148,335,23,0.1000,45.9308,1094.8539
42149,86,15,0.1000,42.2041,1130.5991
42150,942,51,0.1000,47.1698,1133.2181
42151,54,12,0.1000,41.0094,1125.6657
42152,225,18,0.1000,47.5119,1114.1210
42153,423,31,0.1000,50.0810,1093.8416
42154,278,24,0.1000,40.0470,1136.4851
42155,40,9,0.1000,56.1978,1139.5713
42156,1026,43,0.1000,46.4591,1140.8210
42157,38,11,0.1000,41.1501,1124.3383
42158,172,18,0.1000,47.1529,1106.9001
42159,817,47,0.1000,47.7866,1155.6808
42160,48,11,0.1000,47.1354,1117.6422
42161,144,18,0.1000,38.6293,1135.3063
42162,120,15,0.1000,49.1022,1122.8882
42163,62,12,0.1000,34.7239,1134.0350
42164,177,18,0.1000,51.5963,1131.8468
42165,76,11,0.1000,69.0549,1028.5530
42166,147,11,0.1000,46.8928,1115.7144
42167,204,22,0.1000,58.8577,1127.4065
42168,89,14,0.1000,44.6860,1124.9568
42169,28,7,0.1000,30.6591,1105.0314
42170,304,27,0.1000,48.0009,1126.9079
42171,97,16,0.1000,48.3355,1128.8132
42172,893,34,0.1000,46.3981,1137.1345
42173,576,29,0.1000,53.2155,1127.7174
42174,189,18,0.1000,46.1687,1129.2053
42175,54,10,0.1000,28.3706,1126.2978
42176,84,13,0.1000,30.7014,1131.2160
42177,63,14,0.1000,44.5083,1108.7186
42178,159,17,0.1000,57.9230,1136.8439
42179,165,17,0.1000,46.7317,1137.7236
42180,397,27,0.1000,41.2678,1147.5728
42181,122,17,0.1000,47.2284,1113.4047
42182,58,12,0.1000,42.1696,1131.7423
42183,69,14,0.1000,43.4933,1128.6671
42184,52,11,0.1000,34.9203,1121.2792
42185,124,15,0.1000,49.2253,1137.3417
42186,111,15,0.1000,56.9875,1110.1822
42187,169,19,0.1000,48.7324,1136.4686
42188,52,11,0.1000,49.1187,1113.1859
42189,1042,57,0.1000,47.2853,1156.6783
42190,40,10,0.1000,69.7223,1056.3450
42191,80,12,0.1000,44.1013,1125.9033
42192,55,12,0.1000,45.9936,1130.4648
42193,26,6,0.1000,42.3379,1109.5005
42194,408,9,0.1000,63.7591,1145.9804
42195,948,53,0.1000,46.7881,1130.0036
42196,36,9,0.1000,43.4816,1127.2640
42197,59,11,0.1000,41.1587,1114.5322
42198,245,22,0.1000,58.8636,1143.9082
42199,102,14,0.1000,43.3531,1140.8418
42200,84,13,0.1000,44.6285,1130.5445
42201,454,27,0.1000,43.6472,1158.1916
42202,77,13,0.1000,38.8751,1147.8312
42203,428,35,0.1000,52.4126,1115.8524
42204,86,14,0.1000,59.4955,1126.4547
42205,129,17,0.1000,56.1321,1126.4905
42206,41,9,0.1000,38.3332,1132.2277
42207,265,24,0.1000,50.8664,1139.6212
42208,43,10,0.1000,52.5213,1130.6207
42209,36,9,0.1000,61.7945,1099.6916
42210,94,14,0.1000,26.2985,1109.1361
42211,52,11,0.1000,37.3332,1113.9282
42212,244,20,0.1000,42.7443,1121.3554
42213,234,24,0.1000,53.6422,1121.9789
42214,76,11,0.1000,50.2945,1120.7887
42215,58,12,0.1000,42.4538,1129.2702
42216,57,11,0.1000,47.9794,1066.5249
42217,167,18,0.1000,47.5547,1135.2504
42218,47,11,0.1000,38.9417,1089.2810
42219,110,20,0.1000,56.7781,1128.4331
42220,47,10,0.1000,46.5883,1133.9529
42221,258,23,0.1000,64.9698,1119.7996
42222,536,32,0.1000,53.8783,1117.6247
42223,199,19,0.1000,58.5351,1119.8031
42224,39,10,0.1000,31.6433,1017.3232
42225,42,11,0.1000,59.8370,1115.7197
42226,84,12,0.1000,47.6349,1088.3114
42227,38,9,0.1000,54.2774,1132.9195
42228,77,14,0.1000,51.4460,1127.3005
42229,386,24,0.1000,58.5554,1158.1766
42230,78,12,0.1000,62.4862,1134.1176
42231,209,20,0.1000,48.4665,1088.5562
42232,58,13,0.1000,41.8389,1108.9429
42233,355,34,0.1000,48.1556,1134.9867
42234,143,18,0.1000,51.9154,1136.0717
42235,102,17,0.1000,61.0114,1128.8141
42236,56,11,0.1000,44.0137,1121.7862
42237,39,11,0.1000,55.6767,1111.6673
42238,49,9,0.1000,49.2447,1107.9352
42239,534,32,0.1000,47.5213,1140.6478
42240,339,24,0.1000,48.5681,1139.7456
42241,29,7,0.1000,65.9100,1102.6447
42242,637,37,0.1000,52.0230,1153.8759
42243,62,12,0.1000,65.8651,1136.3117
42244,55,12,0.1000,55.1201,1154.8505
42245,106,17,0.1000,64.8228,1117.5249
42246,344,26,0.1000,58.9819,1141.8802
42247,62,13,0.1000,50.2668,1052.0486
42248,1301,36,0.1000,47.9218,1172.5878
42249,574,28,0.1000,50.8376,1130.5306
42250,225,23,0.1000,44.9144,1147.0534
42251,506,33,0.1000,47.4476,1150.8538
42252,262,24,0.1000,37.2483,1135.6877
42253,73,12,0.1000,69.7579,1117.4032
42254,29,7,0.1000,53.9994,1126.6044
42255,76,13,0.1000,34.3324,1141.8944
42256,59,11,0.1000,41.9587,1138.4217
42257,26,7,0.1000,52.2903,1115.7744
42258,40,12,0.1000,56.4347,1150.7405
42259,513,36,0.1000,55.7240,1142.3817
42260,44,12,0.1000,50.8978,1115.7261
42261,466,29,0.1000,48.7896,1107.7737
42262,501,30,0.1000,39.2755,1137.0056
42263,33,9,0.1000,55.5822,1118.9370
42264,159,14,0.1000,67.3442,1064.4633
42265,844,40,0.1000,51.1395,1122.5048
42266,85,14,0.1000,67.9349,1151.5820
42267,37,10,0.1000,43.9792,1132.0347
42268,117,16,0.1000,36.2752,1131.7133
42269,298,32,0.1000,48.7518,1155.0653
42270,55,11,0.1000,33.0470,1130.5081
42271,352,22,0.1000,42.9139,1157.6307
42272,160,16,0.1000,33.4341,1127.0305
42273,55,10,0.1000,39.6854,1125.7092
42274,38,10,0.1000,41.9078,1132.0052
42275,796,32,0.1000,47.3108,1170.6532
42276,70,15,0.1000,43.2091,1136.5904
42277,258,24,0.1000,40.3821,1139.7387
42278,49,10,0.1000,62.4339,1129.6330
42279,421,29,0.1000,54.0894,1114.6102
42280,683,31,0.1000,48.6921,1141.8539
42281,53,12,0.1000,45.2107,1141.2979
42282,381,28,0.1000,59.5245,1148.9066
42283,224,21,0.1000,61.3431,1150.1724
42284,66,11,0.1000,35.9723,1118.8267
42285,172,17,0.1000,43.1190,1124.1177
42286,382,25,0.1000,56.8898,1133.1899
42287,699,30,0.1000,45.6865,1111.7782
42288,55,12,0.1000,52.3415,1139.9278
42289,26,7,0.1000,58.4212,1119.7046
42290,62,13,0.1000,44.4408,1077.1651
42291,636,38,0.1000,49.0164,1145.2064
42292,100,16,0.1000,51.1307,1116.9857
42293,106,16,0.1000,45.2233,1115.8162
42294,699,34,0.1000,45.0428,1132.8205
42295,211,22,0.1000,53.0351,1153.7303
42296,141,18,0.1000,61.8168,1120.8413
42297,361,22,0.1000,54.1170,1126.0072
42298,308,22,0.1000,56.3230,1152.3578
42299,57,11,0.1000,57.0737,1129.8894
42300,25,5,0.1000,43.5305,1117.8162
42301,320,23,0.1000,37.1051,1136.7322
42302,71,9,0.1000,28.9238,1127.4406
42303,373,25,0.1000,50.8330,1139.5471
42304,41,12,0.1000,47.8541,1120.1863
42305,145,19,0.1000,45.4169,1127.5993
42306,44,11,0.1000,34.5229,1125.5609
42307,373,23,0.1000,53.5140,1089.8450
42308,261,22,0.1000,48.2939,1132.2417
42309,39,10,0.1000,39.6613,1128.9416
42310,188,21,0.1000,40.8678,1097.5479
42311,38,9,0.1000,51.9965,1126.8145
42312,195,24,0.1000,48.4453,1122.8512
42313,65,13,0.1000,57.2192,1151.5425
42314,53,11,0.1000,63.2472,1011.1643
42315,84,13,0.1000,42.5534,1119.7150
42316,45,9,0.1000,45.3017,1119.5629
42317,212,16,0.1000,41.4961,1146.4248
42318,55,12,0.1000,49.4130,1127.6065
42319,101,15,0.1000,36.1325,1102.0850
42320,470,27,0.1000,51.9077,1165.3959
42321,1047,45,0.1000,47.0364,1149.1053
42322,372,20,0.1000,51.1764,1144.4581
42323,35,9,0.1000,51.3039,1133.0712
42324,944,32,0.1000,61.0892,1154.5876
42325,308,23,0.1000,46.3879,1098.2547
42326,111,17,0.1000,48.8168,1145.5141
42327,37,10,0.1000,42.7910,1137.4328
42328,557,27,0.1000,53.0475,1164.3275
42329,293,26,0.1000,48.5481,1144.1560
42330,232,26,0.1000,49.4798,1133.2277
42331,533,35,0.1000,53.4575,1113.2817
42332,228,22,0.1000,40.9241,1078.4328
42333,915,35,0.1000,58.3880,1159.1677
42334,237,23,0.1000,49.6765,1149.7090
42335,432,30,0.1000,49.0894,1131.8341
42336,74,13,0.1000,52.9349,1132.6380
42337,117,16,0.1000,38.4697,1056.2676
42338,353,28,0.1000,51.7647,1177.8168
42339,180,19,0.1000,47.0986,1140.9582
42340,168,15,0.1000,55.7224,1093.6695
42341,23,6,0.1000,40.2282,1110.6339
42342,688,36,0.1000,39.5301,1152.6954
42343,608,31,0.1000,50.2782,1141.6263
42344,62,14,0.1000,38.6250,1161.1691
42345,458,31,0.1000,55.5514,1140.1355
42346,277,23,0.1000,63.5955,1150.8330
42347,260,26,0.1000,46.0482,1140.4311
42348,290,21,0.1000,56.8928,1132.7103
42349,95,15,0.1000,44.1738,1150.1952
42350,109,18,0.1000,63.5049,1143.5415
42351,169,20,0.1000,47.1057,1152.7745
42352,174,20,0.1000,50.8475,1145.7240
42353,413,30,0.1000,55.2681,1168.7291
42354,49,10,0.1000,41.2637,1139.2616
42355,276,22,0.1000,49.7254,1143.3920
42356,142,17,0.1000,51.1530,1072.4674
42357,53,12,0.1000,57.5829,1122.6756
42358,35,9,0.1000,59.8103,1134.7667
42359,51,12,0.1000,51.3512,1134.7522
42360,237,27,0.1000,51.0766,1169.8095
42361,214,17,0.1000,51.4279,1158.7020
42362,817,30,0.1000,55.6018,1155.5886
42363,54,12,0.1000,51.6228,1119.0175
42364,33,9,0.1000,44.0371,1145.0401
42365,154,15,0.1000,41.1297,1148.4944
42366,116,15,0.1000,70.2685,1132.4009
42367,548,28,0.1000,45.8987,1174.5579
42368,30,8,0.1000,55.9709,1124.0684
42369,82,13,0.1000,63.7990,1038.5886
42370,57,12,0.1000,48.2212,1137.5470
42371,315,24,0.1000,50.4346,1156.7094
42372,157,14,0.1000,54.9634,1087.5002
42373,212,17,0.1000,68.1905,1106.5581
42374,58,10,0.1000,48.8100,1083.5492
42375,36,11,0.1000,39.1449,1145.5272
42376,485,29,0.1000,49.5391,1161.1821
42377,614,31,0.1000,51.3008,1139.4173
42378,126,18,0.1000,50.1426,1126.0426
42379,77,12,0.1000,41.5500,1160.9403
42380,60,12,0.1000,40.0158,1144.5274
42381,141,19,0.1000,50.0389,1149.2787
42382,663,31,0.1000,50.8657,1169.0795
42383,302,24,0.1000,53.0551,1154.4057
42384,53,10,0.1000,51.2610,1134.8031
42385,77,15,0.1000,63.6749,1117.9943
42386,163,17,0.1000,53.9419,1106.5225
42387,619,44,0.1000,49.0146,1176.2320
42388,378,29,0.1000,48.3256,1166.9859
42389,158,17,0.1000,50.8606,1144.9880
42390,396,28,0.1000,33.8355,1159.8727
42391,45,12,0.1000,44.3380,1126.7917
42392,619,33,0.1000,59.4385,1151.5643
42393,105,18,0.1000,39.5713,1160.0008
42394,36,8,0.1000,55.4373,1128.0594
42395,241,20,0.1000,47.5671,1108.6082
42396,55,9,0.1000,46.5465,1148.3965
42397,245,21,0.1000,45.3959,1141.5512
42398,110,18,0.1000,49.8342,1167.8640
42399,81,13,0.1000,57.7286,1153.7591
42400,209,18,0.1000,52.7247,1166.2986
42401,158,13,0.1000,49.5144,1144.0979
42402,88,15,0.1000,39.1878,1148.9618
42403,509,35,0.1000,45.5781,1151.0869
42404,49,9,0.1000,44.6492,1138.4918
42405,998,32,0.1000,41.1147,1164.4677
42406,91,17,0.1000,52.0296,1168.6292
42407,314,29,0.1000,37.7309,1166.3145
42408,51,12,0.1000,57.3099,1144.6977
42409,81,13,0.1000,56.2416,1168.4500
42410,57,12,0.1000,55.1557,1137.1849
42411,254,25,0.1000,44.6552,1150.2769
42412,362,22,0.1000,45.9613,1174.3558
42413,58,14,0.1000,45.7047,1151.9023
42414,232,21,0.1000,43.6096,1145.0954
42415,169,21,0.1000,60.1390,1167.0461
42416,91,12,0.1000,40.8496,1157.5915
42417,377,26,0.1000,47.4676,1170.3403
42418,28,8,0.1000,51.3401,1136.3772
42419,921,33,0.1000,44.0938,1175.7014
42420,176,16,0.1000,50.7380,1154.1251
42421,79,12,0.1000,23.9288,1135.6271
42422,84,12,0.1000,59.4872,1140.4143
42423,88,17,0.1000,48.2726,1153.9732
42424,214,17,0.1000,56.6292,1126.5984
42425,129,19,0.1000,47.8704,1162.1777
42426,763,30,0.1000,51.3931,1158.8133
42427,74,10,0.1000,53.9418,1141.9910
42428,115,17,0.1000,37.7388,1142.4101
42429,149,19,0.1000,55.7397,1115.7406
42430,371,24,0.1000,35.1223,1191.1239
42431,96,16,0.1000,56.7364,1130.5536
42432,764,26,0.1000,51.2568,1150.8628
42433,177,20,0.1000,47.5390,1153.3197
42434,351,28,0.1000,39.3880,1169.4959
42435,220,24,0.1000,41.6709,1144.4655
42436,109,15,0.1000,44.2817,1162.2507
42437,32,8,0.1000,61.5119,1122.3467
42438,566,40,0.1000,56.7067,1164.9476
42439,994,42,0.1000,45.9135,1168.1788
42440,131,19,0.1000,41.8766,1131.8577
42441,130,17,0.1000,58.7715,1116.0856
42442,791,36,0.1000,46.9115,1173.9361
42443,102,13,0.1000,32.7829,1134.5947
42444,92,17,0.1000,46.1462,1155.2451
42445,62,13,0.1000,52.9957,1053.5031
42446,117,14,0.1000,38.5579,1131.3680
42447,199,20,0.1000,39.0912,1150.0261
42448,87,16,0.1000,47.1059,1154.7844
42449,109,18,0.1000,40.0663,1153.9860
42450,116,15,0.1000,46.0270,1136.8054
42451,360,29,0.1000,39.4537,1152.9577
42452,687,34,0.1000,50.3867,1162.9602
42453,176,19,0.1000,48.0253,1168.6013
42454,75,13,0.1000,38.2349,1172.8761
42455,33,8,0.1000,42.8294,1147.4007
42456,1606,53,0.1000,52.1876,1147.7804
42457,86,16,0.1000,54.9415,1158.0574
42458,32,8,0.1000,49.0065,1132.5644
42459,53,11,0.1000,63.8589,1129.5152
42460,55,12,0.1000,43.8146,1137.7675
42461,120,15,0.1000,41.7112,1080.1133
42462,161,19,0.1000,49.0868,1132.9354
42463,80,11,0.1000,55.1793,1149.4142
42464,40,10,0.1000,51.2738,1106.8006
42465,739,36,0.1000,53.6074,1153.6998
42466,99,16,0.1000,38.8876,1150.9405
42467,165,14,0.1000,36.2623,1133.4448
42468,104,13,0.1000,50.7671,1156.6975
42469,60,12,0.1000,41.5691,1156.9500
42470,246,23,0.1000,50.0346,1138.7997
42471,118,14,0.1000,54.9036,1141.1593
42472,76,11,0.1000,49.6012,1055.9814
42473,59,12,0.1000,63.2192,1138.2312
42474,744,41,0.1000,45.2910,1168.4980
42475,174,22,0.1000,44.0427,1155.5371
42476,310,24,0.1000,48.6070,1153.6586
42477,651,36,0.1000,55.7718,1147.5899
42478,56,10,0.1000,41.2805,1143.9558
