episode,score,steps,epsilon,loss,avg_q
142,87,12,0.9460,5.7502,30.6102
143,42,12,0.9457,6.8453,27.0342
144,130,19,0.9453,5.8204,29.3896
145,59,13,0.9449,6.0148,25.8379
146,40,11,0.9445,5.3679,27.3305
147,136,17,0.9441,5.2044,29.1020
148,82,13,0.9438,5.2094,29.6076
149,130,19,0.9434,5.8000,28.8420
150,36,7,0.9430,6.4049,28.9308
151,78,15,0.9426,7.0433,29.9899
152,33,7,0.9422,5.1719,27.4890
153,65,14,0.9419,5.4512,36.3420
154,40,10,0.9415,5.4807,25.3402
155,33,8,0.9411,5.5513,25.3644
156,56,12,0.9407,6.7666,25.3257
157,34,9,0.9403,6.9509,22.5793
158,40,9,0.9400,5.2494,27.8281
159,39,10,0.9396,6.9668,25.3219
160,54,10,0.9392,4.1455,28.7456
161,55,13,0.9388,5.0775,31.0572
162,40,11,0.9384,6.0448,27.9563
163,37,10,0.9381,4.3134,26.2089
164,23,6,0.9377,4.8381,26.6944
165,53,10,0.9373,5.7721,26.1553
166,60,11,0.9369,5.7061,29.7862
167,39,10,0.9365,6.8663,28.9006
168,65,15,0.9362,5.6603,31.5618
169,118,15,0.9358,5.8988,26.1779
170,35,10,0.9354,5.3971,30.0681
171,43,9,0.9350,6.0358,30.0241
172,164,15,0.9346,5.5096,29.0772
173,38,9,0.9343,4.4183,30.3370
174,32,9,0.9339,8.0560,25.8316
175,31,9,0.9335,7.7922,34.5522
176,74,13,0.9331,6.4785,34.3051
177,36,11,0.9327,5.5186,37.3412
178,40,11,0.9324,6.4679,32.2597
179,41,10,0.9320,6.3596,40.1031
180,66,15,0.9316,6.9004,44.1220
181,38,9,0.9312,5.4471,38.8476
182,45,13,0.9308,6.7507,35.3375
183,38,11,0.9305,5.2251,38.3622
184,33,9,0.9301,5.8260,34.3038
185,80,14,0.9297,7.0450,40.0338
186,40,11,0.9293,8.7359,36.7337
187,34,9,0.9289,6.0270,37.4148
188,54,11,0.9286,6.6505,37.3108
189,49,9,0.9282,6.2015,34.4951
190,37,9,0.9278,7.6738,32.4662
191,43,10,0.9274,6.3718,33.4355
192,55,13,0.9270,6.9814,35.5412
193,146,16,0.9267,5.5811,37.8510
194,293,23,0.9263,5.6859,40.9158
195,40,10,0.9259,6.2732,38.9637
196,33,8,0.9255,5.3958,37.1409
197,84,13,0.9251,5.0400,35.0833
198,40,10,0.9248,6.4118,36.4288
199,60,13,0.9244,7.5467,38.7753
200,43,8,0.9240,4.3031,36.0479
201,32,9,0.9236,6.8240,35.2108
202,88,12,0.9232,6.6049,44.3793
203,44,12,0.9229,6.4780,38.7922
204,52,10,0.9225,6.2897,34.9884
205,39,10,0.9221,5.6813,34.9667
206,132,16,0.9217,6.6779,39.8250
207,31,8,0.9213,7.9154,29.5750
208,60,12,0.9210,5.9380,38.3968
209,39,11,0.9206,6.4542,34.3112
210,56,12,0.9202,6.5166,35.8350
211,123,18,0.9198,6.4637,40.7110
212,41,11,0.9194,5.8958,39.4830
213,88,13,0.9191,7.1357,36.5384
214,36,9,0.9187,4.8924,37.3401
215,16,4,0.9183,6.0308,31.3277
216,62,14,0.9179,4.8817,47.0195
217,82,11,0.9175,5.5015,36.9599
218,36,9,0.9172,10.9847,38.4297
219,35,9,0.9168,9.0141,50.0265
220,35,10,0.9164,7.4894,50.3421
221,88,16,0.9160,6.6830,53.8836
222,47,9,0.9156,8.6810,48.7033
223,87,14,0.9153,7.2168,48.8057
224,25,7,0.9149,7.7689,46.4875
225,45,12,0.9145,5.8443,48.8498
226,54,12,0.9141,5.2108,50.5425
227,36,10,0.9137,7.7880,48.9569
228,53,11,0.9134,8.3866,46.8167
229,189,20,0.9130,6.8495,50.2056
230,57,12,0.9126,6.6778,45.5844
231,110,16,0.9122,7.0656,52.6414
232,91,15,0.9118,6.5653,47.0099
233,44,10,0.9115,8.0763,53.8695
234,88,17,0.9111,6.9329,48.0975
235,132,17,0.9107,7.8307,51.2713
236,124,15,0.9103,7.1095,52.3032
237,84,14,0.9099,7.1656,44.5335
238,44,13,0.9096,6.5531,51.6244
239,32,7,0.9092,6.1857,44.3545
240,43,9,0.9088,5.6795,48.3485
241,41,11,0.9084,6.9611,50.9477
242,44,12,0.9080,7.0638,47.8702
243,129,17,0.9077,7.6194,48.8814
244,43,9,0.9073,7.4164,48.1563
245,37,10,0.9069,6.3701,48.5987
246,39,10,0.9065,6.9896,47.1022
247,101,15,0.9061,5.9583,49.4258
248,48,10,0.9058,6.2532,44.6835
249,108,16,0.9054,7.3245,49.1213
250,52,11,0.9050,7.1854,43.6390
251,64,14,0.9046,6.6739,48.1725
252,45,11,0.9042,9.6743,46.5899
253,49,11,0.9039,6.0268,42.7976
254,82,13,0.9035,7.5179,49.9386
255,43,11,0.9031,6.5404,42.2927
256,23,6,0.9027,6.7059,43.4439
257,86,13,0.9023,6.7728,45.6491
258,32,7,0.9020,5.2777,45.1168
259,48,9,0.9016,6.6475,46.2201
260,162,18,0.9012,8.8477,57.6900
261,53,10,0.9008,9.5010,60.9421
262,59,11,0.9004,5.6497,57.4726
263,116,14,0.9001,7.4834,59.5991
264,34,8,0.8997,7.7295,57.8059
265,28,7,0.8993,9.2838,55.5211
266,30,6,0.8989,6.3870,54.5077
267,38,9,0.8985,10.2375,64.7426
268,55,13,0.8982,7.0647,53.6781
269,174,19,0.8978,8.8602,63.1816
270,76,12,0.8974,5.7826,65.7711
271,46,12,0.8970,6.3872,53.8805
272,52,7,0.8966,7.8854,60.5780
273,36,8,0.8963,6.2610,60.9735
274,185,22,0.8959,6.8285,55.2479
275,117,13,0.8955,6.2701,61.2625
276,36,9,0.8951,6.8225,53.5580
277,38,10,0.8947,8.6404,53.0288
278,43,11,0.8944,5.8057,58.9753
279,173,21,0.8940,7.7802,62.3922
280,46,11,0.8936,8.3565,62.7723
281,29,6,0.8932,5.8327,51.7637
282,59,14,0.8928,5.9545,56.3214
283,32,7,0.8925,6.5258,55.5832
284,50,10,0.8921,8.1796,58.2834
285,81,13,0.8917,7.8228,55.7526
286,38,10,0.8913,7.9829,49.9706
287,247,24,0.8909,7.7974,58.9829
288,31,10,0.8906,9.8772,53.5270
289,64,14,0.8902,7.1269,63.0878
290,48,10,0.8898,6.5752,52.3283
291,95,13,0.8894,7.8399,53.5602
292,39,8,0.8890,9.3202,57.0620
293,33,8,0.8887,6.7337,57.8067
294,34,9,0.8883,9.3445,56.1779
295,79,14,0.8879,7.7550,60.2832
296,44,12,0.8875,9.4749,59.3992
297,25,5,0.8871,8.7358,56.8639
298,81,12,0.8868,6.7558,57.7171
299,47,12,0.8864,6.3036,56.9607
300,49,9,0.8860,7.7207,54.2754
301,32,8,0.8856,6.8230,48.8158
302,35,8,0.8852,6.9857,56.4891
303,38,9,0.8849,6.9343,55.8506
304,51,10,0.8845,6.4652,60.0707
305,31,9,0.8841,12.0716,58.8870
306,56,11,0.8837,7.5345,64.9017
307,30,8,0.8833,10.2739,64.8628
308,41,11,0.8830,8.7819,61.4277
309,64,15,0.8826,9.8418,65.0178
310,35,8,0.8822,7.0098,66.6512
311,44,9,0.8818,6.8634,66.7394
312,51,9,0.8814,9.0320,63.0321
313,61,13,0.8811,8.8112,65.0556
314,59,13,0.8807,8.8915,72.0573
315,67,13,0.8803,8.2453,64.2002
316,37,9,0.8799,5.8203,59.6616
317,84,13,0.8795,9.1140,64.4981
318,28,8,0.8792,6.5569,59.6290
319,46,11,0.8788,8.7975,64.1071
320,33,7,0.8784,9.9372,70.1307
321,152,21,0.8780,6.6527,73.2704
322,61,13,0.8776,5.6867,76.7639
323,56,12,0.8773,7.1680,69.9455
324,29,8,0.8769,7.2280,60.5859
325,91,18,0.8765,7.0984,66.9269
326,42,12,0.8761,8.2103,80.1363
327,53,10,0.8757,9.6665,75.1433
328,141,18,0.8754,6.7238,68.4900
329,35,9,0.8750,7.0292,63.0055
330,49,14,0.8746,10.1061,64.4218
331,48,9,0.8742,8.0057,64.9932
332,42,10,0.8738,7.3831,72.0461
333,70,12,0.8735,9.7058,66.5122
334,38,9,0.8731,7.6870,67.2614
335,83,13,0.8727,10.3489,68.7768
336,42,9,0.8723,10.3343,68.0343
337,26,7,0.8719,8.0756,65.4774
338,31,8,0.8716,7.9847,59.4113
339,37,11,0.8712,6.8645,66.1449
340,36,9,0.8708,8.1135,72.5034
341,27,7,0.8704,6.3172,59.8786
342,40,9,0.8700,7.6726,71.6639
343,34,8,0.8697,7.6275,66.4042
344,85,13,0.8693,8.1313,60.5445
345,44,12,0.8689,7.8751,61.9037
346,39,11,0.8685,6.7036,64.6856
347,35,9,0.8681,8.4031,62.2524
348,35,10,0.8678,6.4764,62.9830
349,122,15,0.8674,7.7265,69.3869
350,40,11,0.8670,9.2538,61.4859
351,30,8,0.8666,8.8240,82.1881
352,66,14,0.8662,8.3530,78.0620
353,56,13,0.8659,9.5296,77.5752
354,41,8,0.8655,9.4957,77.8214
355,79,14,0.8651,10.7157,72.6271
356,126,19,0.8647,8.6050,69.8458
357,202,23,0.8643,8.5134,76.5623
358,60,13,0.8640,9.1683,78.4767
359,86,15,0.8636,7.8651,76.6380
360,28,7,0.8632,8.3017,71.9663
361,56,12,0.8628,9.0883,78.5740
362,35,8,0.8624,7.8158,76.9992
363,168,18,0.8621,7.5739,81.5192
364,26,7,0.8617,7.3768,73.1390
365,36,9,0.8613,10.7709,74.1462
366,40,10,0.8609,8.7194,75.3007
367,54,11,0.8605,8.4066,76.4633
368,37,10,0.8602,9.6383,74.1587
369,59,13,0.8598,7.1407,73.2559
370,28,7,0.8594,9.1781,76.5678
371,78,12,0.8590,7.7779,79.8230
372,55,10,0.8586,7.4385,83.0304
373,60,12,0.8583,10.5122,75.5995
374,41,12,0.8579,9.1685,80.8114
375,37,9,0.8575,8.1403,79.3920
376,39,9,0.8571,7.6575,74.3841
377,30,8,0.8567,10.0232,69.8312
378,26,7,0.8564,6.9543,70.6706
379,28,6,0.8560,9.0344,76.2877
380,34,9,0.8556,7.4611,74.4577
381,34,9,0.8552,7.6776,72.4356
382,38,10,0.8548,7.4936,76.5622
383,35,10,0.8545,9.2039,71.8529
384,88,15,0.8541,8.7533,80.8531
385,58,12,0.8537,6.3186,73.9680
386,52,10,0.8533,8.6214,74.0509
387,75,14,0.8529,8.7837,65.8393
388,100,16,0.8526,8.4589,71.3361
389,51,10,0.8522,7.3409,70.9585
390,78,14,0.8518,7.5690,77.7026
391,36,10,0.8514,8.2085,76.7673
392,56,14,0.8510,8.7352,76.7916
393,40,11,0.8507,7.4730,76.5992
394,60,12,0.8503,9.6316,79.4556
395,56,11,0.8499,10.4873,85.6856
396,40,12,0.8495,9.5755,85.6174
397,53,11,0.8491,9.2685,88.2888
398,46,9,0.8488,8.2189,89.3888
399,32,9,0.8484,9.9081,79.9132
400,39,10,0.8480,9.3061,87.8472
401,129,16,0.8476,9.0184,89.8225
402,51,9,0.8472,10.4940,83.4758
403,43,11,0.8469,10.8986,87.8838
404,61,11,0.8465,8.2271,96.3556
405,38,9,0.8461,9.4667,93.5982
406,36,11,0.8457,12.2881,84.2511
407,59,13,0.8453,7.2191,84.4317
408,69,17,0.8450,10.4800,84.9512
409,44,12,0.8446,9.0481,85.0686
410,119,14,0.8442,10.4330,85.8188
411,55,12,0.8438,10.3898,95.9164
412,194,19,0.8434,10.8142,93.0781
413,60,14,0.8431,8.7299,84.5670
414,35,10,0.8427,8.1499,90.8133
415,70,13,0.8423,9.4965,91.6336
416,39,11,0.8419,8.8058,87.1227
417,75,12,0.8415,13.1006,92.9458
418,55,12,0.8412,10.4691,80.1473
419,38,9,0.8408,6.8875,81.4741
420,76,16,0.8404,10.0511,91.5131
421,87,15,0.8400,12.8873,96.9008
422,74,12,0.8396,8.6624,87.4145
423,63,12,0.8393,7.4014,87.2190
424,83,13,0.8389,9.5234,96.6649
425,42,10,0.8385,9.5449,83.8809
426,58,13,0.8381,10.9360,82.4868
427,62,13,0.8377,9.2032,87.0760
428,53,10,0.8374,9.6315,92.2396
429,80,12,0.8370,11.8706,92.0027
430,43,11,0.8366,10.3250,82.6365
431,53,11,0.8362,8.1321,82.7980
432,49,9,0.8358,7.6829,84.3864
433,81,14,0.8355,7.0798,86.2890
434,34,7,0.8351,12.4524,76.7773
435,52,10,0.8347,9.4996,85.6312
436,60,12,0.8343,9.7904,89.9202
437,34,9,0.8339,13.7453,94.6820
438,26,6,0.8336,10.6509,99.4933
439,36,8,0.8332,11.9229,90.9233
440,35,10,0.8328,10.2113,100.3365
441,43,11,0.8324,10.5685,83.5171
442,61,14,0.8320,10.0014,91.5131
443,44,11,0.8317,9.0703,99.5777
444,24,6,0.8313,8.7875,85.9437
445,122,15,0.8309,9.2703,84.9712
446,52,11,0.8305,8.8025,87.2809
447,28,6,0.8301,14.0484,92.1243
448,36,9,0.8298,9.3378,100.5205
449,78,12,0.8294,8.7949,96.5533
450,163,23,0.8290,9.6226,107.0180
451,54,14,0.8286,9.0371,103.0852
452,50,11,0.8282,10.6449,84.9033
453,40,9,0.8279,9.1116,101.6101
454,44,12,0.8275,10.6521,87.7246
455,59,13,0.8271,9.9667,102.0415
456,141,16,0.8267,10.0613,94.0883
457,38,11,0.8263,10.1975,106.5884
458,47,9,0.8260,9.1848,95.0027
459,61,14,0.8256,9.0292,100.8754
460,137,19,0.8252,9.2950,93.3954
461,55,10,0.8248,8.7681,88.6692
462,28,8,0.8244,9.3290,90.2791
463,32,7,0.8241,8.5198,98.8215
464,39,11,0.8237,11.8103,98.2987
465,39,9,0.8233,11.0890,93.0284
466,33,8,0.8229,10.8844,79.6909
467,60,11,0.8225,10.2530,111.7904
468,16,4,0.8222,6.0737,84.7007
469,57,13,0.8218,9.5822,101.8162
470,64,15,0.8214,10.3113,92.5315
471,58,11,0.8210,9.0575,94.1344
472,39,11,0.8206,9.9446,101.7467
473,115,14,0.8203,9.6317,107.1724
474,83,13,0.8199,9.7716,101.9954
475,37,9,0.8195,11.8446,100.6996
476,34,8,0.8191,12.6393,94.9969
477,50,10,0.8187,10.6283,92.1962
478,66,15,0.8184,8.1077,105.3768
479,51,10,0.8180,11.3333,92.0190
480,41,11,0.8176,9.5179,95.1021
481,38,10,0.8172,10.3101,93.5154
482,42,7,0.8168,17.0802,109.1357
483,36,9,0.8165,13.2408,104.9997
484,39,11,0.8161,10.2416,98.9498
485,96,16,0.8157,11.3336,102.6677
486,35,9,0.8153,11.5241,105.7894
487,30,8,0.8149,14.4932,109.4660
488,57,10,0.8146,10.6364,104.8289
489,91,16,0.8142,9.6747,117.4120
490,38,10,0.8138,8.4020,108.2153
491,63,14,0.8134,8.1656,103.2646
492,38,8,0.8130,8.0108,109.2476
493,38,11,0.8127,9.9836,107.7279
494,86,14,0.8123,8.7316,101.3628
495,32,8,0.8119,10.2106,107.6369
496,54,11,0.8115,10.3596,115.7585
497,115,14,0.8111,12.1115,113.1461
498,39,10,0.8108,12.2838,100.1577
499,76,14,0.8104,10.1661,102.9440
500,58,11,0.8100,8.8034,113.8798
501,40,10,0.8096,10.3750,110.1099
502,40,9,0.8092,10.6647,103.2618
503,37,8,0.8089,9.1936,110.3856
504,38,10,0.8085,10.6377,103.0148
505,37,10,0.8081,10.4756,100.3610
506,211,20,0.8077,10.3002,106.5133
507,114,19,0.8073,10.0841,125.0475
508,33,9,0.8070,13.4126,96.2452
509,80,11,0.8066,11.9268,107.8701
510,60,12,0.8062,13.0551,110.6701
511,28,7,0.8058,12.3468,94.6209
512,61,13,0.8054,11.4715,102.9599
513,38,10,0.8051,12.0767,114.9865
514,37,9,0.8047,8.0599,104.4886
515,55,12,0.8043,11.4140,103.4247
516,79,11,0.8039,12.8563,101.0133
517,28,7,0.8035,11.3098,105.0528
518,88,14,0.8032,13.6479,97.8339
519,37,10,0.8028,10.5022,110.6810
520,36,9,0.8024,9.6370,104.3787
521,52,11,0.8020,9.9101,99.3875
522,56,10,0.8016,13.4153,111.6066
523,52,10,0.8013,12.2250,105.7512
524,48,9,0.8009,9.1160,96.1594
525,53,9,0.8005,11.0228,112.2077
526,40,9,0.8001,8.5495,98.2666
527,38,8,0.7997,11.5591,100.0436
528,70,14,0.7994,14.1004,109.5945
529,39,10,0.7990,12.9587,119.8410
530,31,7,0.7986,11.6974,115.8722
531,69,14,0.7982,9.7299,114.3017
532,50,10,0.7978,9.3891,117.7422
533,42,11,0.7975,10.4500,111.8066
534,122,17,0.7971,10.6214,108.0098
535,40,9,0.7967,12.4932,108.2180
536,41,9,0.7963,12.7751,123.1450
537,83,12,0.7959,14.3058,110.6329
538,28,8,0.7956,11.9160,115.0553
539,28,8,0.7952,11.4126,118.3234
540,31,8,0.7948,8.6551,113.0090
541,174,18,0.7944,14.5765,109.0602
542,21,6,0.7940,8.2646,104.4394
543,34,8,0.7937,11.7224,116.7372
544,30,9,0.7933,12.0748,119.8934
545,34,9,0.7929,9.3038,115.2057
546,97,16,0.7925,9.8424,123.8258
547,102,16,0.7921,12.1309,117.0825
548,53,11,0.7918,9.7067,113.5005
549,27,5,0.7914,13.5236,117.9949
550,61,13,0.7910,9.7913,120.2297
551,34,9,0.7906,12.8373,117.6797
552,54,12,0.7902,10.3914,115.5999
553,33,8,0.7899,10.7015,111.3799
554,59,12,0.7895,11.7506,124.8376
555,58,15,0.7891,12.2738,127.0265
556,73,15,0.7887,11.4158,113.5615
557,26,6,0.7883,12.0521,113.8768
558,78,9,0.7880,9.7939,123.1583
559,43,12,0.7876,10.8461,128.1897
560,44,11,0.7872,10.0885,125.6064
561,40,12,0.7868,10.1058,121.3029
562,121,14,0.7864,8.7441,108.2508
563,74,13,0.7861,15.8547,120.7126
564,63,12,0.7857,13.1223,118.7145
565,73,13,0.7853,10.7708,118.1554
566,42,10,0.7849,12.3604,116.0606
567,88,14,0.7845,11.7309,105.4301
568,42,10,0.7842,13.9770,115.5195
569,34,7,0.7838,10.6745,117.6909
570,35,9,0.7834,8.3520,120.1607
571,38,11,0.7830,11.6922,113.8656
572,60,12,0.7826,16.1839,130.4599
573,79,16,0.7823,12.4902,119.3275
574,52,10,0.7819,13.9320,117.9529
575,80,12,0.7815,13.9140,112.9375
576,46,14,0.7811,14.5802,141.1519
577,60,14,0.7807,10.4082,118.9274
578,37,10,0.7804,15.1395,122.8281
579,32,9,0.7800,10.9355,125.0311
580,86,13,0.7796,13.2431,121.3966
581,40,10,0.7792,10.1171,137.6553
582,74,10,0.7788,9.6316,113.6060
583,125,17,0.7785,10.3786,130.4133
584,80,12,0.7781,11.5537,131.0050
585,37,10,0.7777,14.3417,126.4199
586,38,10,0.7773,11.9966,132.0323
587,60,12,0.7769,15.5322,122.9607
588,73,13,0.7766,12.3276,135.1013
589,43,11,0.7762,12.1922,125.7936
590,59,12,0.7758,11.3213,128.1893
591,28,8,0.7754,10.5667,122.5516
592,28,7,0.7750,9.5339,121.8415
593,35,8,0.7747,10.9308,116.4994
594,36,9,0.7743,11.8161,108.6341
595,194,22,0.7739,14.8424,128.9973
596,82,13,0.7735,12.7094,121.0963
597,314,29,0.7731,12.5694,131.4945
598,44,11,0.7728,12.9847,138.2144
599,31,8,0.7724,12.3998,130.6260
600,33,7,0.7720,10.8376,125.5826
601,38,9,0.7716,12.2303,130.3482
602,39,10,0.7712,10.3903,130.4624
603,79,16,0.7709,14.4109,125.6439
604,34,9,0.7705,12.3462,118.6260
605,37,11,0.7701,12.4855,107.3583
606,79,16,0.7697,14.7443,140.4731
607,31,9,0.7693,12.9386,118.4972
608,42,11,0.7690,12.0559,122.9274
609,40,11,0.7686,11.9113,114.9443
610,32,8,0.7682,16.1521,123.9482
611,81,13,0.7678,11.4984,127.4162
612,62,13,0.7674,9.4715,137.0109
613,218,23,0.7671,13.0571,120.8587
614,165,19,0.7667,16.2375,119.7702
615,156,18,0.7663,12.9296,144.7266
616,42,11,0.7659,14.6838,136.5441
617,60,14,0.7655,15.4384,145.3115
618,30,8,0.7652,8.8442,144.3523
619,115,17,0.7648,12.3441,138.8187
620,42,11,0.7644,13.3537,134.7976
621,31,10,0.7640,17.9493,124.5496
622,39,10,0.7636,13.4102,119.3337
623,41,12,0.7633,10.7006,141.6616
624,40,9,0.7629,13.1828,148.1339
625,101,15,0.7625,13.1365,146.2315
626,68,16,0.7621,13.1754,147.8094
627,38,9,0.7617,10.4829,128.7561
628,66,11,0.7614,14.0064,143.2958
629,31,7,0.7610,10.5597,130.8707
630,61,15,0.7606,14.0758,132.7543
631,47,13,0.7602,13.9063,139.8810
632,56,10,0.7598,14.4265,142.6991
633,97,14,0.7595,14.7323,132.7019
634,49,9,0.7591,11.4505,129.8136
635,77,15,0.7587,13.7063,132.8861
636,106,15,0.7583,10.9938,132.9767
637,64,16,0.7579,15.2958,129.1681
638,78,17,0.7576,11.3319,142.5712
639,39,8,0.7572,11.5575,120.6816
640,37,10,0.7568,17.5338,143.0921
641,43,9,0.7564,13.2861,133.0640
642,68,11,0.7560,11.6370,143.6431
643,85,13,0.7557,11.4716,127.2897
644,69,12,0.7553,15.2190,133.8314
645,75,14,0.7549,14.3558,142.3016
646,65,12,0.7545,11.3733,130.6342
647,56,12,0.7541,10.2460,134.7991
648,130,18,0.7538,16.6380,134.0762
649,84,13,0.7534,13.4532,142.3524
650,54,9,0.7530,14.7979,126.9512
651,37,9,0.7526,15.7468,132.1775
652,55,11,0.7522,13.9818,150.2030
653,55,12,0.7519,15.0041,136.6322
654,366,24,0.7515,11.7546,134.9726
655,66,13,0.7511,12.7551,147.7046
656,52,9,0.7507,15.5852,169.9375
657,53,10,0.7503,13.0572,154.7543
658,60,13,0.7500,12.4164,161.2416
659,63,12,0.7496,13.9608,142.2744
660,58,11,0.7492,13.5400,142.2422
661,37,9,0.7488,11.5477,148.7472
662,38,9,0.7484,11.8161,151.8855
663,29,9,0.7481,13.5803,138.4859
664,55,10,0.7477,12.8451,152.1370
